id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,203,7546,6209627,126,4.34,1.93,123,4.24,1.75,155,5.34,2.14,0.96,0.96,0.48,0.39,25.44,148.0
1,70,1128,673437,54,5.4,3.57,32,3.2,1.14,68,6.8,5.45,0.99,1.0,0.5,0.38,21.12,146.54
2,191,2493,864722,123,5.59,2.09,102,4.64,1.99,156,7.09,2.83,0.94,0.93,0.38,0.32,9.65,114.03
3,25,279,45461,21,3.0,1.0,24,3.43,1.72,25,3.57,1.72,0.94,0.91,0.45,0.39,1.11,122.98
7,141,2790,1044184,78,4.59,2.06,53,3.12,1.11,123,7.24,3.7,0.94,0.92,0.54,0.52,41.24,139.09
8,39,300,75293,35,3.89,1.17,34,3.78,1.3,38,4.22,1.56,0.72,0.72,0.61,0.6,6.78,131.92
9,47,1606,941523,30,4.29,1.98,31,4.43,1.72,37,5.29,2.56,0.68,0.68,0.5,0.42,2.9,158.53
12,126,1735,833257,72,4.8,1.82,70,4.67,2.19,93,6.2,3.38,0.8,0.77,0.55,0.55,4.99,157.32
14,51,505,325269,37,4.62,2.2,32,4.0,1.31,44,5.5,2.88,0.85,0.77,0.58,0.58,3.76,105.81
15,12,90,22185,9,3.0,0.0,9,3.0,0.0,12,4.0,0.0,0.99,1.0,0.64,0.63,1.95,139.08
16,158,3726,1280829,105,5.0,2.07,94,4.48,1.69,141,6.71,2.39,0.91,0.91,0.44,0.38,15.48,113.34
17,136,3831,1396122,86,5.06,2.01,79,4.65,2.15,116,6.82,3.03,0.79,0.8,0.56,0.58,15.49,112.6
21,274,14977,13281775,157,4.91,2.37,134,4.19,1.82,228,7.12,4.29,0.65,0.6,0.47,0.35,11.43,109.16
22,175,4179,1705251,104,4.95,2.2,93,4.43,1.78,148,7.05,4.74,0.82,0.8,0.55,0.49,8.89,102.84
23,118,6246,2772763,59,3.69,1.74,58,3.62,1.59,106,6.62,2.87,1.0,1.0,0.46,0.42,55.38,132.65
24,76,739,229086,41,4.1,1.2,47,4.7,1.42,62,6.2,2.78,0.91,0.78,0.46,0.38,6.06,120.15
28,162,1586,753543,80,3.2,1.5,72,2.88,1.24,134,5.36,3.59,0.98,0.98,0.55,0.47,30.95,103.3
30,113,3185,1882261,64,3.76,1.71,42,2.47,1.23,104,6.12,3.55,0.85,0.85,0.49,0.37,24.46,137.85
35,199,3405,1104382,145,3.82,2.1,121,3.18,1.23,185,4.87,3.64,0.95,0.95,0.56,0.49,6.55,105.66
36,142,38631,3149558,79,3.43,1.5,69,3.0,1.0,121,5.26,4.51,0.93,0.91,0.52,0.48,9.39,109.13
37,26,160,25310,24,2.4,1.26,24,2.4,1.17,26,2.6,1.58,0.93,0.93,0.61,0.61,6.31,88.4
38,181,50101,53853055,127,4.38,2.29,100,3.45,1.5,150,5.17,3.26,0.97,0.97,0.43,0.38,7.22,99.36
42,10,49,10496,6,2.0,0.0,6,2.0,0.0,6,2.0,0.0,1.0,1.0,0.35,0.3,3.92,173.0
43,22,1085,914971,9,3.0,1.0,12,4.0,1.0,20,6.67,3.06,0.7,0.61,0.84,0.83,10.43,83.7
44,26,201,65508,21,5.25,1.5,19,4.75,1.5,24,6.0,2.45,0.94,0.84,0.46,0.36,9.92,139.47
47,100,3574,3219964,64,4.0,2.1,65,4.06,2.05,87,5.44,3.33,0.9,0.87,0.41,0.34,2.6,107.54
49,158,3002,1572436,117,4.18,1.72,117,4.18,1.89,149,5.32,2.74,0.86,0.84,0.39,0.32,11.95,123.75
50,34,562,659097,24,4.8,2.59,24,4.8,2.17,27,5.4,3.36,1.0,1.0,0.53,0.56,0.57,159.87
51,7,8,384,5,2.5,0.71,6,3.0,1.41,6,3.0,1.41,1.0,1.0,0.42,0.4,0.0,118.8
53,10,49,6197,8,4.0,1.41,9,4.5,0.71,9,4.5,0.71,0.6,0.52,0.54,0.7,12.74,128.9
