id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,29,1176,548560,16,4.0,2.16,10,2.5,1.73,24,6.0,4.83,1.0,1.0,0.72,0.6,10.16,98.81
1,181,8112,6790300,130,3.61,1.78,93,2.58,1.18,162,4.5,2.71,0.88,0.85,0.59,0.55,32.31,128.07
2,100,2988,1597097,63,3.71,1.83,54,3.18,1.42,79,4.65,2.71,0.69,0.64,0.54,0.41,10.12,107.06
3,299,5463,2238407,190,4.63,1.73,125,3.05,1.26,258,6.29,2.7,0.94,0.94,0.58,0.53,49.55,124.08
6,31,1602,1988472,14,4.67,1.15,13,4.33,1.53,20,6.67,3.06,0.98,1.0,0.49,0.39,6.66,124.85
7,145,4904,3675471,94,3.62,2.14,78,3.0,1.5,120,4.62,2.76,0.89,0.87,0.58,0.53,10.11,100.0
8,444,22781,15852334,226,6.11,3.59,100,2.7,1.08,365,9.86,6.67,0.91,0.88,0.48,0.34,43.36,141.42
9,240,62338,68300971,108,3.48,1.36,125,4.03,1.05,148,4.77,2.06,0.63,0.52,0.39,0.36,7.04,170.63
10,10,123,43465,6,3.0,0.0,5,2.5,0.71,7,3.5,0.71,1.0,1.0,0.5,0.52,7.22,176.62
11,167,2490,1350727,116,4.83,1.52,92,3.83,1.43,134,5.58,2.28,1.0,0.98,0.52,0.4,4.29,154.14
14,89,1020,350421,65,4.33,2.92,49,3.27,1.83,80,5.33,3.09,0.91,0.88,0.53,0.45,17.55,141.66
15,295,134780,173046782,222,4.62,2.91,144,3.0,1.49,255,5.31,4.11,0.82,0.78,0.46,0.4,27.01,124.54
16,112,1436,488625,67,3.94,1.71,58,3.41,1.62,85,5.0,2.47,0.94,0.95,0.6,0.55,9.08,103.79
17,180,39608,42492017,120,3.53,1.48,110,3.24,1.52,162,4.76,2.3,0.91,0.89,0.55,0.46,8.64,120.49
18,266,59269,54682190,176,4.19,2.18,131,3.12,1.45,238,5.67,3.36,0.87,0.86,0.51,0.41,24.42,104.84
21,187,19677,18893610,127,5.52,2.66,81,3.52,1.75,163,7.09,3.78,0.9,0.88,0.45,0.35,16.72,109.46
22,284,76005,75295880,177,3.77,1.83,136,2.89,1.17,253,5.38,3.21,0.87,0.87,0.52,0.46,27.79,136.97
