id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
1,324,34317,23288277,191,5.46,3.38,98,2.8,1.16,267,7.63,4.89,0.98,0.96,0.46,0.23,47.76,132.13
2,582,77344,76051747,328,8.41,4.58,130,3.33,1.3,457,11.72,7.23,0.99,0.99,0.41,0.21,59.78,130.61
8,474,64318,58752117,280,7.37,4.38,130,3.42,1.37,391,10.29,7.15,0.95,0.95,0.4,0.22,59.65,125.49
9,318,15231,10914183,188,6.48,3.71,126,4.34,1.26,245,8.45,4.98,0.95,0.92,0.47,0.29,34.75,173.09
15,513,83254,83484946,288,6.86,4.21,130,3.1,1.53,431,10.26,7.14,0.97,0.97,0.39,0.19,57.27,134.21
16,422,55359,50976990,243,6.57,3.71,123,3.32,1.45,342,9.24,6.02,0.96,0.95,0.41,0.22,54.6,140.37
22,323,71131,69792180,198,5.82,3.97,103,3.03,1.45,271,7.97,6.15,0.96,0.95,0.44,0.23,65.14,136.08
23,329,21200,14718191,192,5.49,2.76,110,3.14,1.29,285,8.14,6.1,0.99,0.99,0.45,0.26,52.19,136.81
29,455,94045,69027715,270,7.3,4.71,142,3.84,1.21,377,10.19,8.37,0.97,0.94,0.44,0.25,47.82,143.46
30,412,91942,104263570,267,7.63,4.71,136,3.89,1.59,359,10.26,7.16,0.98,0.97,0.41,0.24,52.33,133.45
36,481,61634,50050814,263,6.92,4.88,114,3.0,1.25,392,10.32,9.88,0.97,0.97,0.5,0.34,71.93,127.7
37,362,36767,30139962,241,6.18,3.74,130,3.33,1.42,319,8.18,5.55,0.96,0.96,0.42,0.25,49.38,142.79
43,598,61408,48825216,333,8.32,5.05,132,3.3,1.42,480,12.0,7.53,0.95,0.94,0.45,0.27,52.71,129.3
44,342,21337,16235176,207,5.45,3.25,121,3.18,1.27,296,7.79,6.31,0.91,0.9,0.41,0.27,46.07,136.84
50,351,72670,78497714,229,6.54,3.95,158,4.51,1.42,288,8.23,5.52,0.97,0.96,0.4,0.29,37.81,167.97
51,389,30678,22128414,217,6.58,4.31,118,3.58,1.48,326,9.88,9.41,0.96,0.96,0.45,0.3,40.07,140.86
