id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
52,26,51,2582,12,4.0,2.0,17,5.67,3.21,12,4.0,2.0,0.98,0.97,0.32,0.33,12.17,197.18
53,8,17,752,8,1.6,0.55,8,1.6,0.55,8,1.6,0.55,1.0,1.0,0.51,0.53,1.45,144.3
54,20,29,1521,18,3.6,1.67,18,3.6,1.67,18,3.6,1.67,0.98,0.99,0.29,0.37,0.13,198.74
55,13,43,2591,7,1.75,0.5,13,3.25,1.5,12,3.0,1.83,0.99,0.97,0.53,0.51,16.47,91.64
56,5,17,1010,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,1.0,1.0,0.55,0.54,10.61,171.17
58,12,37,2844,11,2.75,1.5,12,3.0,1.15,11,2.75,1.5,0.96,0.96,0.46,0.5,7.92,116.81
59,8,20,1040,5,2.5,0.71,8,4.0,0.0,8,4.0,0.0,1.0,1.0,0.22,0.22,9.43,154.75
60,7,30,2456,6,2.0,1.73,6,2.0,1.73,6,2.0,1.73,1.0,1.0,0.36,0.29,11.5,135.53
61,8,22,1344,6,3.0,1.41,7,3.5,2.12,7,3.5,2.12,0.97,0.98,0.32,0.28,6.32,104.56
62,7,25,2432,3,1.5,0.71,7,3.5,0.71,7,3.5,0.71,1.0,1.0,0.72,0.57,43.12,60.66
63,16,42,2702,11,3.67,0.58,16,5.33,2.52,14,4.67,2.08,0.94,0.91,0.47,0.48,10.12,86.5
65,9,27,1270,6,2.0,1.0,8,2.67,0.58,6,2.0,1.0,1.0,1.0,0.42,0.42,18.02,98.33
66,11,26,1221,8,2.0,0.0,10,2.5,1.0,10,2.5,1.0,0.98,0.99,0.6,0.62,19.77,166.92
67,11,28,2107,7,3.5,2.12,11,5.5,0.71,9,4.5,2.12,0.96,0.98,0.19,0.21,1.72,124.56
68,22,38,2825,20,4.0,1.0,21,4.2,1.3,20,4.0,1.0,0.96,0.86,0.24,0.22,4.24,182.37
69,26,48,2977,22,3.67,0.82,23,3.83,0.98,23,3.83,0.98,0.98,0.99,0.3,0.32,3.78,179.64
70,26,51,3804,20,5.0,1.41,24,6.0,1.63,22,5.5,1.29,0.96,0.96,0.23,0.18,3.63,184.78
71,7,18,1127,6,2.0,1.0,6,2.0,1.0,6,2.0,1.0,0.96,0.95,0.42,0.38,22.07,120.42
72,15,53,3083,11,1.83,1.33,15,2.5,1.38,11,1.83,1.33,1.0,1.0,0.52,0.47,31.22,119.51
73,29,73,4307,21,3.0,2.38,28,4.0,2.08,27,3.86,2.12,0.97,0.98,0.5,0.55,18.22,126.32
74,22,22,978,19,6.33,1.53,20,6.67,1.53,20,6.67,1.53,0.96,0.91,0.13,0.14,0.0,207.82
75,37,79,4410,24,3.43,1.81,34,4.86,2.97,27,3.86,1.95,1.0,1.0,0.43,0.44,5.34,119.57
76,26,90,7378,22,2.75,1.04,26,3.25,1.16,23,2.88,1.13,0.96,0.97,0.52,0.53,5.16,107.1
77,19,37,1827,16,5.33,0.58,19,6.33,1.15,18,6.0,1.0,0.93,0.92,0.44,0.44,16.57,156.97
78,15,27,1331,14,3.5,1.29,14,3.5,1.29,14,3.5,1.29,1.0,1.0,0.38,0.4,4.35,167.11
79,18,37,1864,16,3.2,1.3,17,3.4,1.52,16,3.2,1.3,0.94,0.89,0.43,0.43,6.48,161.04
80,7,17,848,6,2.0,1.0,6,2.0,1.0,6,2.0,1.0,1.0,1.0,0.35,0.37,8.7,187.67
81,6,13,882,6,3.0,1.41,6,3.0,1.41,6,3.0,1.41,1.0,1.0,0.7,0.82,11.79,154.75
82,18,24,1302,13,4.33,1.53,14,4.67,2.08,13,4.33,1.53,0.87,0.94,0.32,0.45,0.22,171.15
83,23,77,4048,18,2.25,0.89,23,2.88,0.99,21,2.62,0.52,0.99,0.99,0.55,0.56,24.58,124.1
84,13,39,2618,12,2.4,0.89,13,2.6,1.14,12,2.4,0.89,0.98,0.97,0.6,0.6,18.38,126.42
86,5,32,2338,4,2.0,1.41,5,2.5,0.71,5,2.5,0.71,1.0,1.0,0.4,0.49,2.24,87.34
87,15,27,1373,10,2.5,0.58,14,3.5,1.29,14,3.5,1.29,1.0,1.0,0.25,0.26,4.96,161.6
88,26,44,2586,19,3.8,0.84,21,4.2,1.3,21,4.2,1.3,1.0,1.0,0.21,0.22,0.53,186.56
89,20,50,2811,15,3.75,0.5,16,4.0,0.82,15,3.75,0.5,1.0,1.0,0.4,0.45,7.64,183.77
91,16,49,2835,11,2.2,1.1,15,3.0,1.58,14,2.8,1.3,1.0,1.0,0.59,0.62,22.07,118.73
92,8,18,1139,8,2.67,1.53,8,2.67,1.53,8,2.67,1.53,1.0,1.0,0.61,0.59,21.82,132.03
93,12,22,904,8,4.0,1.41,10,5.0,1.41,10,5.0,1.41,1.0,1.0,0.09,0.1,3.81,171.88
94,33,77,3973,26,2.89,1.27,32,3.56,1.13,28,3.11,1.17,0.99,1.0,0.42,0.43,15.37,149.07
95,34,91,5074,26,4.33,2.07,34,5.67,2.16,27,4.5,2.43,1.0,1.0,0.33,0.33,12.49,150.19
96,13,55,2694,7,2.33,0.58,8,2.67,0.58,7,2.33,0.58,1.0,1.0,0.2,0.28,8.61,192.78
97,18,55,2904,10,2.5,0.58,16,4.0,2.71,10,2.5,0.58,0.92,0.9,0.41,0.4,21.12,148.92
98,8,21,1032,7,3.5,0.71,8,4.0,0.0,7,3.5,0.71,1.0,1.0,0.43,0.47,18.71,151.75
100,58,72,3556,13,3.25,1.5,14,3.5,1.73,14,3.5,1.73,1.0,1.0,0.24,0.26,0.06,163.91
102,28,47,2178,13,3.25,1.89,22,5.5,1.91,19,4.75,1.71,1.0,1.0,0.19,0.21,3.66,218.48
104,15,30,1436,7,3.5,0.71,10,5.0,1.41,9,4.5,0.71,1.0,1.0,0.18,0.18,5.28,213.66
106,16,44,2964,12,4.0,1.73,14,4.67,2.89,13,4.33,2.31,0.98,0.99,0.36,0.38,12.72,169.65
107,11,35,2456,6,2.0,1.0,10,3.33,1.15,7,2.33,0.58,1.0,1.0,0.28,0.23,10.81,89.78
109,49,160,11360,28,3.5,1.41,45,5.62,4.53,29,3.62,1.51,0.99,0.98,0.32,0.31,17.17,130.86
110,27,61,3365,21,3.0,0.82,25,3.57,1.27,22,3.14,0.9,1.0,1.0,0.37,0.38,5.63,149.93
111,40,82,4121,24,4.0,2.61,35,5.83,4.67,28,4.67,3.39,0.99,0.99,0.37,0.38,9.41,133.06
112,9,17,1108,7,1.75,0.5,7,1.75,0.5,7,1.75,0.5,1.0,1.0,0.47,0.47,4.21,147.12
113,9,29,1922,9,3.0,1.0,9,3.0,1.0,9,3.0,1.0,0.96,0.96,0.51,0.49,12.38,120.31
114,22,62,3794,13,1.86,0.9,22,3.14,3.13,13,1.86,0.9,0.95,0.94,0.56,0.58,9.61,141.09
116,18,59,3713,9,1.8,1.3,18,3.6,2.7,9,1.8,1.3,1.0,1.0,0.38,0.35,24.9,69.45
117,10,14,692,9,2.25,0.96,10,2.5,0.58,10,2.5,0.58,1.0,1.0,0.38,0.44,0.0,110.75
118,10,47,3187,5,1.25,0.5,10,2.5,2.38,5,1.25,0.5,1.0,1.0,0.72,0.74,1.18,84.08
119,7,18,1159,6,2.0,1.0,7,2.33,1.15,6,2.0,1.0,1.0,1.0,0.57,0.56,28.91,124.0
120,22,54,3379,14,3.5,1.0,20,5.0,4.0,14,3.5,1.0,0.9,0.92,0.25,0.24,4.2,142.69
121,8,28,1469,5,1.25,0.5,7,1.75,0.96,6,1.5,1.0,1.0,1.0,0.74,0.74,39.95,107.56
122,15,33,1717,12,2.4,1.14,15,3.0,0.71,13,2.6,0.89,1.0,1.0,0.34,0.35,6.79,99.55
123,18,44,2223,14,2.8,0.84,18,3.6,2.07,14,2.8,0.84,1.0,1.0,0.39,0.41,0.62,124.89
124,15,49,3362,9,1.8,0.84,15,3.0,2.45,9,1.8,0.84,0.99,0.99,0.68,0.67,12.22,95.67
125,18,57,3314,9,2.25,1.26,15,3.75,3.1,11,2.75,1.5,1.0,1.0,0.64,0.7,24.42,123.2
127,23,63,3515,19,3.17,0.98,21,3.5,1.22,19,3.17,0.98,1.0,1.0,0.35,0.34,10.35,158.51
128,10,29,2018,9,3.0,1.0,10,3.33,1.15,9,3.0,1.0,0.92,0.9,0.33,0.26,11.59,105.33
129,30,95,6223,16,2.67,0.82,30,5.0,4.47,18,3.0,0.89,0.92,0.94,0.36,0.33,11.83,98.73
130,13,30,2184,10,3.33,1.15,13,4.33,0.58,11,3.67,0.58,1.0,1.0,0.29,0.31,5.59,151.22
131,23,77,5595,15,3.0,1.41,23,4.6,2.51,15,3.0,1.41,1.0,1.0,0.41,0.44,7.3,105.86
132,4,16,867,3,1.0,0.0,4,1.33,0.58,3,1.0,0.0,1.0,1.0,0.48,0.47,6.64,82.33
133,5,13,722,3,1.5,0.71,5,2.5,0.71,5,2.5,0.71,1.0,1.0,0.48,0.49,12.84,51.34
135,33,79,4738,19,2.71,1.25,30,4.29,2.43,22,3.14,1.07,1.0,1.0,0.25,0.24,4.94,136.83
136,22,50,2825,19,2.38,1.6,22,2.75,1.98,20,2.5,1.69,0.96,0.96,0.67,0.66,20.68,87.38
137,13,40,2040,6,3.0,1.41,12,6.0,5.66,8,4.0,2.83,1.0,1.0,0.44,0.46,0.38,116.84
138,13,37,2806,13,2.6,1.95,13,2.6,1.95,13,2.6,1.95,0.98,0.98,0.5,0.52,3.65,102.03
139,18,56,3997,10,2.0,1.0,18,3.6,2.19,10,2.0,1.0,0.98,0.97,0.59,0.58,22.76,97.79
140,7,8,400,6,3.0,0.0,7,3.5,0.71,7,3.5,0.71,1.0,1.0,0.5,0.54,0.0,56.25
141,8,21,1496,6,3.0,1.41,7,3.5,0.71,6,3.0,1.41,1.0,1.0,0.4,0.38,18.04,144.76
142,9,16,893,8,2.67,1.15,9,3.0,1.73,8,2.67,1.15,0.96,0.92,0.54,0.58,11.78,113.4
143,8,23,1420,7,2.33,0.58,8,2.67,0.58,8,2.67,0.58,1.0,1.0,0.61,0.67,17.61,125.61
145,6,12,596,6,2.0,1.0,6,2.0,1.0,6,2.0,1.0,0.96,0.97,0.58,0.61,6.0,86.61
146,17,27,1793,16,2.67,0.82,17,2.83,0.98,17,2.83,0.98,1.0,1.0,0.47,0.47,3.03,120.62
147,5,16,1119,5,2.5,2.12,5,2.5,2.12,5,2.5,2.12,1.0,1.0,0.56,0.62,31.81,131.38
149,19,51,3417,13,2.6,0.55,19,3.8,0.84,15,3.0,0.71,1.0,1.0,0.35,0.41,4.47,105.06
150,25,56,3659,19,3.8,1.48,24,4.8,1.3,21,4.2,1.48,0.97,0.92,0.33,0.33,12.08,112.38
