id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,15890,150183,15364168,1137,7.9,2.23,15369,106.73,37.43,3307,22.97,4.0,1.0,1.0,0.44,0.44,1.08,127.92
1,7830,71141,9725367,1056,7.33,2.29,7306,50.74,35.24,2172,15.08,4.58,0.98,0.99,0.47,0.49,1.81,127.38
2,13840,132817,14641254,1195,8.3,2.24,12620,87.64,42.09,2997,20.81,4.91,0.98,0.99,0.44,0.46,1.83,133.83
3,6321,55789,9298401,959,6.85,2.21,5765,41.18,35.7,1397,9.98,4.8,0.95,0.98,0.46,0.52,2.76,139.0
4,8690,87849,13311663,908,6.31,2.04,8438,58.6,42.49,1279,8.88,2.52,0.98,0.99,0.45,0.51,1.67,132.5
5,8781,76893,10511067,1013,7.08,2.4,7838,54.81,52.24,1984,13.87,5.51,0.94,0.96,0.44,0.49,2.61,142.23
6,16003,127325,19378394,1315,9.13,2.32,14893,103.42,64.36,2307,16.02,4.76,0.98,1.0,0.43,0.49,1.67,130.69
7,19806,151500,23916358,1118,7.76,2.43,19217,133.45,92.24,1584,11.0,3.39,1.0,1.0,0.43,0.49,0.99,123.68
8,18122,126787,20743192,1290,8.96,2.19,17205,119.48,67.14,1903,13.22,4.67,0.99,1.0,0.48,0.55,1.56,128.9
9,15584,104267,16402163,1232,8.56,2.09,14348,99.64,46.96,2315,16.08,5.02,0.99,1.0,0.53,0.6,1.58,132.3
10,8597,66579,10903487,917,6.37,2.12,8090,56.18,23.98,1385,9.62,4.34,0.99,1.0,0.49,0.56,1.63,133.79
11,9410,77024,9537178,1175,8.16,2.13,8974,62.32,43.47,1947,13.52,3.33,0.99,0.99,0.45,0.47,1.04,134.0
12,7752,63004,9209283,1167,8.1,2.18,6903,47.94,30.62,2057,14.28,4.96,0.96,0.98,0.45,0.51,2.22,141.93
13,10292,82356,12027628,1166,8.1,2.5,9628,66.86,36.87,2120,14.72,4.96,0.98,0.99,0.44,0.5,2.21,131.85
14,11370,93250,11323342,1144,7.94,2.39,11121,77.23,32.85,1875,13.02,2.84,1.0,1.0,0.45,0.47,1.09,126.12
15,8143,68524,8823290,1173,8.15,2.4,6997,48.59,37.62,2563,17.8,6.87,0.97,0.99,0.45,0.49,2.57,139.39
16,10192,78925,9687367,1306,9.07,2.04,8562,59.46,30.8,3097,21.51,5.23,0.97,0.98,0.44,0.47,2.51,136.43
17,11255,104487,13156284,1021,7.09,2.38,11017,76.51,33.03,1644,11.42,3.0,1.0,1.0,0.45,0.47,1.38,126.68
