id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
53,12,27,1336,10,3.33,1.53,12,4.0,1.73,11,3.67,1.53,0.93,0.89,0.23,0.23,4.22,155.83
54,11,18,901,10,5.0,1.41,11,5.5,2.12,11,5.5,2.12,1.0,1.0,0.36,0.39,8.22,190.78
55,16,35,2171,15,2.5,1.38,15,2.5,1.38,15,2.5,1.38,1.0,1.0,0.54,0.58,2.65,147.96
56,15,41,2153,12,3.0,1.41,15,3.75,1.26,12,3.0,1.41,1.0,1.0,0.32,0.29,12.15,102.02
58,3,13,753,2,1.0,0.0,3,1.5,0.71,2,1.0,0.0,1.0,1.0,0.58,0.58,17.46,59.5
60,14,25,1489,14,2.8,1.1,14,2.8,1.1,14,2.8,1.1,1.0,1.0,0.52,0.52,9.81,123.85
61,6,6,284,6,2.0,1.0,6,2.0,1.0,6,2.0,1.0,1.0,1.0,0.61,0.65,0.0,135.83
62,5,9,384,5,1.67,0.58,5,1.67,0.58,5,1.67,0.58,0.92,0.93,0.53,0.57,10.06,109.33
63,5,13,1066,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.84,0.6,0.54,0.31,13.14,90.75
64,16,40,2606,13,2.6,1.52,16,3.2,1.3,16,3.2,1.3,0.97,0.96,0.59,0.59,17.52,112.27
65,12,38,2576,8,2.67,2.08,12,4.0,1.73,8,2.67,2.08,0.97,0.98,0.39,0.42,4.5,88.78
66,13,37,2572,12,4.0,1.0,13,4.33,1.53,12,4.0,1.0,0.99,0.98,0.21,0.25,0.34,176.67
67,27,56,3510,22,3.14,1.35,26,3.71,1.7,24,3.43,1.62,0.98,0.95,0.42,0.42,6.63,158.42
68,21,53,2744,17,3.4,1.95,19,3.8,2.39,18,3.6,2.3,1.0,1.0,0.38,0.38,15.5,163.97
69,14,25,1526,14,3.5,1.0,14,3.5,1.0,14,3.5,1.0,0.93,0.82,0.31,0.3,7.93,178.94
70,19,36,2018,16,4.0,1.41,19,4.75,1.71,18,4.5,1.29,1.0,1.0,0.37,0.43,4.23,159.83
71,15,24,1520,14,2.8,1.48,15,3.0,1.87,15,3.0,1.87,0.9,0.84,0.62,0.63,4.94,138.6
72,17,49,2804,12,3.0,1.41,17,4.25,1.89,15,3.75,0.96,1.0,1.0,0.26,0.24,10.44,112.73
73,26,49,2882,24,4.0,2.0,26,4.33,1.63,25,4.17,1.83,0.98,0.99,0.4,0.43,9.87,156.28
75,64,171,9997,39,3.55,1.04,58,5.27,1.56,43,3.91,1.45,0.99,0.98,0.35,0.39,10.18,139.44
76,15,45,2907,13,2.6,1.14,15,3.0,1.87,14,2.8,1.48,0.97,0.98,0.39,0.43,4.71,170.5
77,9,15,728,8,2.67,0.58,8,2.67,0.58,8,2.67,0.58,1.0,1.0,0.44,0.47,7.06,164.0
78,13,23,980,13,3.25,2.63,13,3.25,2.63,13,3.25,2.63,0.97,0.97,0.2,0.22,0.01,188.62
79,21,76,5221,14,3.5,2.38,20,5.0,2.45,15,3.75,2.87,1.0,1.0,0.37,0.34,8.99,134.99
80,30,74,5526,16,2.67,0.52,29,4.83,2.71,19,3.17,1.17,0.88,0.76,0.3,0.26,7.35,153.12
82,32,53,2447,23,3.83,2.14,27,4.5,2.43,25,4.17,2.64,0.96,0.97,0.37,0.38,6.78,155.99
83,18,33,1698,17,3.4,1.82,18,3.6,1.82,18,3.6,1.82,0.95,0.95,0.23,0.25,0.23,166.6
85,13,19,966,9,4.5,0.71,9,4.5,0.71,9,4.5,0.71,0.95,0.88,0.42,0.46,9.77,220.87
87,10,12,548,9,4.5,0.71,9,4.5,0.71,9,4.5,0.71,1.0,1.0,0.34,0.42,0.49,170.0
88,31,81,5116,17,3.4,1.14,28,5.6,2.51,20,4.0,1.58,1.0,1.0,0.29,0.29,8.72,137.63
89,8,16,770,6,3.0,0.0,7,3.5,0.71,7,3.5,0.71,1.0,1.0,0.29,0.3,8.67,202.62
90,8,24,1387,7,2.33,0.58,8,2.67,0.58,7,2.33,0.58,1.0,1.0,0.35,0.34,7.66,152.94
91,9,32,2120,7,2.33,1.53,9,3.0,2.65,8,2.67,2.08,1.0,1.0,0.29,0.29,2.46,153.11
92,7,14,716,7,2.33,1.15,7,2.33,1.15,7,2.33,1.15,1.0,1.0,0.64,0.66,7.17,123.0
93,18,29,1316,14,2.8,1.1,16,3.2,1.48,15,3.0,1.41,1.0,1.0,0.27,0.28,1.73,192.07
94,23,73,4269,14,2.8,0.84,19,3.8,1.64,14,2.8,0.84,1.0,1.0,0.18,0.16,5.9,192.09
95,30,72,3510,20,4.0,1.58,27,5.4,2.3,23,4.6,1.82,1.0,1.0,0.26,0.26,6.83,170.54
