id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,84,7420,7476689,46,5.75,2.55,33,4.12,1.25,72,9.0,5.07,0.99,1.0,0.38,0.27,18.39,156.16
1,106,3446,1941225,65,5.42,3.85,34,2.83,1.7,93,7.75,6.85,0.97,0.96,0.49,0.32,57.78,146.63
3,23,165,49390,17,5.67,0.58,16,5.33,0.58,22,7.33,1.53,1.0,1.0,0.51,0.53,4.58,141.66
4,171,88349,114631213,76,6.33,2.31,57,4.75,2.05,135,11.25,7.11,1.0,1.0,0.32,0.21,21.09,148.09
8,125,103975,129326713,73,6.08,3.53,33,2.75,1.71,109,9.08,5.55,1.0,1.0,0.4,0.19,76.54,126.52
9,77,2495,1967237,41,4.1,1.91,40,4.0,1.89,56,5.6,2.17,1.0,1.0,0.36,0.27,16.36,192.84
11,41,3146,3269521,22,4.4,0.55,20,4.0,0.71,31,6.2,2.17,1.0,1.0,0.6,0.5,27.17,169.12
15,63,3119,3660760,38,3.45,1.97,29,2.64,1.12,54,4.91,3.91,0.98,0.99,0.47,0.41,46.34,137.02
25,108,3962,3496250,57,3.17,1.98,46,2.56,1.34,90,5.0,3.96,0.99,1.0,0.49,0.35,38.25,138.9
29,91,6807,6948995,51,4.64,2.38,25,2.27,0.9,81,7.36,5.24,1.0,1.0,0.49,0.33,66.66,132.74
32,231,49309,62404940,46,5.75,1.83,25,3.12,0.64,103,12.88,5.72,1.0,1.0,0.19,0.03,7.66,127.46
36,67,618,167562,42,3.0,1.11,40,2.86,1.23,49,3.5,2.07,1.0,1.0,0.58,0.49,5.44,141.1
37,59,17339,22159817,39,3.25,1.36,36,3.0,1.35,42,3.5,1.57,0.86,0.86,0.47,0.43,0.36,116.69
43,20,403,69770,15,3.75,1.71,10,2.5,0.58,16,4.0,2.16,1.0,1.0,0.65,0.42,56.82,137.11
44,54,396,100149,42,4.2,2.04,34,3.4,1.84,51,5.1,3.57,1.0,1.0,0.42,0.36,7.9,157.45
46,123,164059,188877344,57,3.17,1.76,49,2.72,1.53,84,4.67,3.5,0.99,0.99,0.48,0.38,15.89,151.67
50,188,12176,12883945,110,5.24,2.66,79,3.76,1.34,147,7.0,4.32,1.0,1.0,0.45,0.33,28.02,159.53
51,67,827,312431,34,3.78,2.22,25,2.78,1.64,48,5.33,2.65,1.0,1.0,0.48,0.26,34.72,131.76
53,241,53874,61375640,74,4.62,2.25,61,3.81,1.87,116,7.25,6.29,0.98,0.97,0.4,0.25,7.6,144.01
57,63,8732,10712096,34,3.78,1.86,24,2.67,1.8,52,5.78,4.21,0.99,0.99,0.44,0.32,39.76,139.35
58,17,189,83701,14,2.33,0.82,12,2.0,1.1,16,2.67,1.21,1.0,1.0,0.63,0.54,7.48,137.25
59,45,4793,5600636,25,3.12,1.25,23,2.88,0.99,41,5.12,2.9,0.93,0.88,0.43,0.35,55.96,151.66
60,215,39262,50271839,34,4.86,2.54,23,3.29,0.95,76,10.86,9.41,0.98,0.98,0.39,0.28,1.23,129.5
64,106,15779,17132061,49,4.08,2.87,27,2.25,0.87,82,6.83,5.67,1.0,1.0,0.46,0.32,62.25,137.75
65,86,9697,12103127,28,3.5,1.31,24,3.0,1.07,53,6.62,2.97,1.0,1.0,0.45,0.3,17.21,130.79
67,277,62922,76788530,78,3.55,2.06,56,2.55,1.18,129,5.86,4.92,1.0,1.0,0.46,0.34,22.07,136.34
70,23,1017,1160363,16,4.0,2.58,14,3.5,2.08,21,5.25,4.19,1.0,1.0,0.38,0.27,89.26,145.08
71,101,8009,9479395,40,4.44,1.81,31,3.44,1.59,65,7.22,4.52,1.0,1.0,0.4,0.39,20.83,147.98
72,33,340,175067,26,3.25,2.55,26,3.25,2.25,30,3.75,3.24,1.0,1.0,0.69,0.73,52.14,144.89
88,62,4699,5028355,34,3.78,2.33,30,3.33,1.66,47,5.22,4.52,1.0,1.0,0.35,0.27,22.27,146.94
91,77,1951,2045484,42,3.82,1.47,38,3.45,1.81,61,5.55,3.21,1.0,1.0,0.55,0.55,9.35,133.39
92,36,2174,2457828,16,3.2,0.84,12,2.4,0.55,21,4.2,0.84,0.99,1.0,0.55,0.48,3.79,121.87
98,225,10845,10040311,144,4.0,1.57,119,3.31,1.28,198,5.5,2.69,0.88,0.9,0.47,0.43,78.58,158.58
99,185,8443,2966523,117,4.68,2.43,77,3.08,1.04,153,6.12,4.19,0.88,0.84,0.46,0.46,56.76,143.85
168,184,14463,19585777,61,2.54,1.56,73,3.04,1.46,75,3.12,2.79,0.95,0.9,0.46,0.43,0.29,118.21
169,165,227,79808,28,2.55,1.04,29,2.64,1.12,29,2.64,1.12,0.8,0.68,0.41,0.37,1.01,128.44
