id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,51700,145183,36566185,8002,55.57,17.73,1233,8.56,5.92,25763,178.91,75.58,0.33,0.33,0.52,0.32,1.91,119.62
1,48622,138351,33842515,8119,56.38,19.47,1067,7.41,5.08,24180,167.92,72.32,0.33,0.34,0.5,0.3,1.81,119.79
2,53237,291004,107291379,8227,57.13,16.35,1155,8.02,5.45,25143,174.6,67.13,0.33,0.32,0.5,0.28,1.85,118.56
3,56434,153657,42344818,8627,59.91,20.74,1289,8.95,7.5,27654,192.04,84.88,0.31,0.32,0.51,0.31,1.75,120.22
4,54861,144775,34126826,8260,57.36,20.07,1375,9.55,8.7,26522,184.18,87.53,0.35,0.36,0.51,0.32,1.89,119.01
5,33407,154048,69308531,5605,38.92,4.79,782,5.43,1.82,14703,102.1,13.6,0.38,0.34,0.51,0.28,2.67,117.56
6,40237,139928,37050249,6173,42.87,5.84,798,5.54,2.16,15983,110.99,15.34,0.36,0.31,0.52,0.28,2.34,115.41
7,60154,176389,52184295,8594,59.68,19.42,1279,8.88,6.44,28364,196.97,91.71,0.36,0.37,0.52,0.33,1.88,118.19
8,56582,263148,152705568,8212,57.03,21.59,1413,9.81,7.65,27469,190.76,100.78,0.29,0.3,0.51,0.29,1.48,119.29
9,42884,95973,22125644,7390,51.32,18.35,1312,9.11,5.01,22143,153.77,74.19,0.22,0.22,0.5,0.26,1.34,121.36
10,44824,98976,21139596,7341,50.98,15.03,1205,8.37,6.37,21868,151.86,64.36,0.2,0.21,0.52,0.28,1.24,120.34
11,41914,98448,21477260,7373,51.2,16.23,1135,7.88,5.0,21197,147.2,65.68,0.27,0.26,0.5,0.28,1.45,118.9
12,25334,78899,19764450,5416,37.61,5.11,813,5.65,1.85,12560,87.22,11.26,0.32,0.28,0.49,0.25,2.25,117.46
13,28727,95536,27030247,5316,36.92,5.55,722,5.01,1.63,13253,92.03,12.86,0.33,0.29,0.52,0.27,2.49,115.39
14,46653,108392,23492641,7432,51.61,16.88,1311,9.1,5.07,23630,164.1,66.28,0.27,0.28,0.48,0.28,1.56,120.87
15,53387,125377,28303277,8105,56.28,16.77,1627,11.3,8.33,26952,187.17,79.38,0.29,0.29,0.5,0.31,1.66,121.45
16,51411,131728,37986941,7985,55.45,14.92,1240,8.61,6.78,25248,175.33,65.82,0.28,0.28,0.52,0.29,1.57,118.99
17,52920,175928,50845765,7942,55.15,15.25,1147,7.97,8.13,25432,176.61,69.88,0.38,0.38,0.5,0.32,1.84,117.95
18,50049,138206,33877523,7474,51.9,13.87,937,6.51,4.2,23803,165.3,64.67,0.34,0.33,0.52,0.31,2.12,118.12
19,32816,109834,29502482,5578,38.74,4.6,672,4.67,1.95,14562,101.12,11.12,0.36,0.32,0.5,0.27,2.59,114.35
20,31858,124783,40281654,5351,38.78,5.59,741,5.37,2.9,14432,104.58,13.27,0.42,0.37,0.51,0.29,2.77,115.76
21,53782,139106,33051828,7890,54.79,17.84,1214,8.43,5.48,25807,179.22,82.08,0.29,0.28,0.52,0.29,1.75,117.83
22,56975,155225,43733219,8402,58.35,16.66,1314,9.12,6.9,27854,193.43,79.78,0.31,0.29,0.51,0.29,1.66,119.3
23,56942,149222,39362109,8425,58.51,16.85,1278,8.88,5.97,27632,191.89,82.46,0.31,0.31,0.5,0.29,1.59,118.96
24,55760,256368,209348756,8164,56.69,16.64,1241,8.62,5.89,27036,187.75,77.53,0.34,0.35,0.49,0.29,1.53,119.58
25,53648,138856,49534631,7849,54.51,15.81,1072,7.44,5.83,25793,179.12,74.37,0.27,0.25,0.51,0.24,1.39,119.22
26,33037,109195,37164621,5460,37.92,5.42,693,4.81,1.81,14649,101.73,14.22,0.34,0.27,0.51,0.24,2.2,116.1
27,39842,117381,37209154,5861,40.7,5.26,713,4.95,1.98,17033,118.28,12.93,0.37,0.33,0.5,0.27,2.07,116.91
28,57525,215433,122543054,8397,58.31,18.46,1408,9.78,8.3,27687,192.27,84.37,0.32,0.3,0.49,0.27,1.68,120.36
29,60594,161555,42027269,8638,59.99,17.62,1301,9.03,6.67,28738,199.57,82.43,0.3,0.29,0.5,0.29,1.73,119.19
30,60897,169788,51398649,8726,60.6,17.02,1207,8.38,5.14,28309,196.59,77.76,0.31,0.29,0.51,0.29,1.69,118.83
31,51412,140160,37735735,7510,52.15,19.21,1234,8.57,5.75,23988,166.58,87.15,0.28,0.26,0.51,0.3,1.62,118.99
32,33356,82952,28690701,5921,41.12,8.73,948,6.58,5.0,15011,104.24,27.5,0.21,0.19,0.49,0.25,1.52,116.92
33,28331,78682,22495999,5035,34.97,5.05,661,4.59,2.42,12254,85.1,12.35,0.21,0.19,0.51,0.24,1.78,114.47
34,26074,69089,17797884,4858,33.74,5.36,648,4.5,2.06,11528,80.06,11.35,0.24,0.21,0.51,0.26,1.87,115.14
35,50441,282773,172192172,7876,54.69,18.31,1246,8.65,6.27,23767,165.05,75.53,0.26,0.24,0.49,0.26,1.53,118.12
36,54641,187099,81697730,8092,56.19,18.65,1211,8.41,5.85,26251,182.3,74.72,0.29,0.28,0.5,0.3,1.57,117.31
37,54524,231297,127611288,8241,57.23,16.59,1262,8.76,5.88,26022,180.71,68.39,0.27,0.24,0.5,0.23,1.39,115.41
38,61170,179685,51589592,8451,58.69,17.15,1156,8.03,6.2,27105,188.23,71.42,0.3,0.27,0.52,0.28,1.35,115.66
39,41693,137575,40641993,6437,44.7,5.65,754,5.24,1.64,17456,121.22,14.58,0.3,0.25,0.5,0.22,1.7,112.8
40,45509,158528,56739464,6422,44.6,4.9,815,5.66,3.03,17784,123.5,11.48,0.31,0.27,0.51,0.26,1.74,114.23
41,44044,158846,55789657,6380,44.31,4.66,729,5.06,1.81,17505,121.56,12.26,0.3,0.24,0.49,0.21,1.82,113.13
42,58434,179545,59951689,8696,60.39,18.26,1515,10.52,8.13,26941,187.09,74.32,0.28,0.23,0.48,0.22,1.52,117.15
43,66497,897238,757331609,8959,62.22,17.95,1544,10.72,7.41,30279,210.27,80.06,0.27,0.24,0.49,0.25,1.3,118.84
44,62842,539109,601876751,8715,60.52,17.35,1211,8.41,5.58,28685,199.2,74.76,0.27,0.26,0.52,0.29,1.25,118.24
45,62435,188122,64297064,8388,58.25,17.2,1280,8.89,5.56,28281,196.4,74.43,0.3,0.28,0.52,0.27,1.49,117.23
46,59780,180431,58295645,8120,56.39,16.17,1314,9.12,8.3,26912,186.89,70.89,0.31,0.29,0.52,0.29,1.42,117.43
47,41697,127404,37054501,6255,43.44,5.06,732,5.08,2.25,17128,118.94,15.54,0.3,0.26,0.54,0.27,2.0,113.91
48,30030,81378,24131582,5802,40.29,5.5,767,5.33,1.79,14145,98.23,19.59,0.18,0.14,0.51,0.19,1.1,115.55
49,55703,206427,117277971,8448,58.67,17.37,1464,10.17,8.3,27034,187.74,82.46,0.2,0.18,0.51,0.24,1.02,118.77
50,60077,157693,49236660,9048,62.83,18.63,1410,9.79,6.08,29393,204.12,81.11,0.25,0.24,0.49,0.26,1.39,119.35
51,71526,190580,48622496,9486,65.88,18.97,1462,10.15,6.4,31755,220.52,86.5,0.31,0.29,0.49,0.28,1.46,118.13
52,68664,176995,44588943,9167,63.66,18.67,1419,9.85,6.39,30294,210.38,83.34,0.29,0.29,0.52,0.3,1.44,117.94
53,64575,189809,67428274,8419,58.47,15.77,1391,9.66,8.19,28643,198.91,73.86,0.3,0.29,0.51,0.29,1.54,116.47
54,39142,124583,38031331,5931,41.19,8.61,886,6.15,5.1,16561,115.01,27.38,0.29,0.24,0.5,0.24,2.12,112.11
55,36659,119551,31734347,5674,39.4,8.84,853,5.92,3.3,15351,106.6,27.34,0.34,0.31,0.53,0.3,1.94,113.32
56,54381,142371,39328067,7691,53.41,18.44,1358,9.43,11.24,24951,173.27,78.42,0.25,0.23,0.52,0.27,1.33,116.64
57,52689,201539,96661388,7729,53.67,15.57,1213,8.42,5.27,24272,168.56,64.26,0.27,0.24,0.49,0.22,1.43,116.76
58,64441,173637,49435611,8365,58.09,16.1,1294,8.99,6.0,27485,190.87,74.65,0.24,0.2,0.49,0.22,1.31,115.88
59,58773,144434,36853679,8132,56.47,14.95,1110,7.71,5.25,26479,183.88,64.0,0.22,0.19,0.5,0.23,1.24,116.68
60,61693,183994,65839061,8423,58.49,16.2,1331,9.24,8.77,27114,188.29,75.34,0.27,0.24,0.51,0.24,1.48,115.52
61,41127,175862,78566785,6135,42.6,4.6,702,4.88,2.49,16880,117.22,12.13,0.29,0.24,0.51,0.22,1.99,112.72
62,41537,157977,58933617,6142,42.65,4.88,779,5.41,2.8,16527,114.77,12.63,0.34,0.3,0.52,0.27,2.11,113.26
63,56891,141398,41189456,7965,55.31,14.72,1180,8.19,5.39,25636,178.03,64.65,0.27,0.27,0.51,0.27,1.38,117.81
64,65257,315277,207058936,8303,57.66,16.01,1415,9.83,6.58,28246,196.15,72.99,0.29,0.28,0.52,0.26,1.5,117.99
65,65637,198801,79911753,8348,57.97,16.41,1245,8.65,6.26,27912,193.83,68.75,0.26,0.22,0.48,0.22,1.45,116.23
66,54842,169187,63883160,7727,53.66,15.03,1104,7.67,5.23,24638,171.1,60.73,0.27,0.26,0.51,0.26,1.5,116.69
67,52883,129929,38374909,7742,53.76,14.96,1350,9.38,10.99,23686,164.49,59.75,0.27,0.28,0.5,0.27,1.49,116.44
68,39269,133224,51760115,5991,41.6,5.83,819,5.69,2.57,16813,116.76,17.31,0.3,0.28,0.52,0.25,1.94,112.85
69,36736,105128,28526706,5736,39.83,5.02,768,5.33,2.06,16129,112.01,16.62,0.28,0.26,0.52,0.26,2.0,113.92
70,54472,136671,38942033,7984,55.44,14.03,1328,9.22,7.67,25421,176.53,60.64,0.29,0.3,0.51,0.29,1.88,117.38
71,53047,123941,33315800,7765,53.92,15.27,1203,8.35,5.79,24437,169.7,64.02,0.24,0.25,0.5,0.27,1.57,117.09
72,50289,128501,31692122,7252,50.36,13.2,1287,8.94,6.89,22537,156.51,55.24,0.31,0.34,0.49,0.3,1.72,116.83
73,46309,104445,23697198,6796,47.19,12.02,1050,7.29,4.47,20920,145.28,45.24,0.28,0.32,0.5,0.33,1.68,117.65
74,37040,94351,20775079,5854,40.65,11.15,938,6.51,3.74,17645,122.53,46.8,0.32,0.33,0.51,0.34,2.01,119.18
75,21200,56137,13887808,4144,28.78,5.41,688,4.78,2.09,10222,70.99,12.24,0.26,0.27,0.5,0.3,2.02,117.75
76,20858,62558,14758243,4216,29.28,5.57,594,4.12,1.48,10041,69.73,14.73,0.34,0.34,0.52,0.32,2.64,113.88
77,22251,71948,18855899,4507,31.3,5.31,719,4.99,2.19,10762,74.74,13.47,0.35,0.33,0.53,0.32,2.27,114.02
78,22492,62482,14562946,4392,30.5,5.4,665,4.62,2.18,11051,76.74,11.21,0.32,0.32,0.51,0.32,2.26,113.73
79,21525,54077,12218690,4495,31.22,5.93,757,5.26,3.09,11541,80.15,17.63,0.28,0.29,0.52,0.33,1.78,116.53
80,23508,78157,23759275,4730,32.85,6.45,719,4.99,3.41,12168,84.5,20.53,0.33,0.32,0.52,0.33,2.22,114.79
81,20808,72439,22660685,4438,30.82,5.76,662,4.6,2.42,11316,78.58,16.35,0.39,0.39,0.52,0.33,2.64,116.45
82,21825,72206,17657581,4316,29.97,5.26,707,4.91,1.59,11024,76.56,13.22,0.41,0.4,0.5,0.33,3.55,115.42
83,21064,75255,19630658,4233,29.4,5.19,744,5.17,1.54,10743,74.6,11.95,0.44,0.42,0.52,0.33,3.63,115.76
84,21088,71933,20838634,4165,28.92,5.12,781,5.42,3.06,10907,75.74,15.18,0.4,0.39,0.52,0.32,3.2,116.66
85,32116,76058,17570261,5902,40.99,15.39,1243,8.63,5.02,18090,125.62,64.22,0.28,0.29,0.51,0.31,1.82,119.42
86,33914,87490,17430261,6187,42.97,16.04,1129,7.84,4.77,19302,134.04,64.25,0.28,0.29,0.5,0.31,1.85,116.39
87,34504,89431,18950939,6130,42.57,16.33,1136,7.89,5.39,19309,134.09,65.87,0.27,0.28,0.5,0.31,1.52,116.27
88,33901,92535,33026893,6252,43.42,15.1,1031,7.16,4.85,19063,132.38,55.53,0.26,0.29,0.5,0.29,1.36,116.19
89,21904,77672,20264082,4722,32.79,4.91,702,4.88,1.94,12058,83.74,12.25,0.32,0.28,0.49,0.25,2.35,113.68
90,21698,74760,19519089,4545,31.56,4.69,699,4.85,2.11,11570,80.35,12.19,0.31,0.27,0.51,0.27,2.29,112.95
