id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,73272,191604,33457508,1208,8.39,2.77,48997,340.26,2787.24,1460,10.14,3.12,0.36,0.36,0.47,0.26,4.9,72.32
1,210653,888548,674243658,1203,8.35,2.27,133928,930.06,5637.83,1438,9.99,2.52,0.42,0.44,0.48,0.4,5.73,71.49
2,72075,166078,40830928,1326,9.21,2.41,48022,333.49,2712.96,1597,11.09,3.0,0.3,0.35,0.46,0.25,3.8,68.77
3,13989,92751,35844392,1181,8.2,2.2,1396,9.69,3.42,1458,10.12,2.84,0.31,0.33,0.45,0.19,2.61,67.66
4,11816,135076,90599444,1202,8.35,2.14,1333,9.26,5.01,1518,10.54,2.83,0.32,0.37,0.46,0.28,4.19,75.14
5,5574,83355,29683516,1074,7.46,2.26,1073,7.45,2.88,1371,9.52,2.73,0.39,0.46,0.47,0.32,5.59,75.13
6,16008,585370,326109682,1276,8.86,2.14,1792,12.44,16.63,1585,11.01,2.63,0.69,0.76,0.56,0.67,3.74,64.89
7,16779,162056,74553445,1158,8.04,2.12,1282,8.9,2.88,1459,10.13,2.64,0.46,0.52,0.49,0.35,3.74,68.4
8,13144,582193,613650041,1286,8.93,2.38,1825,12.67,21.81,1660,11.53,3.25,0.43,0.46,0.39,0.23,6.78,87.15
9,7877,408531,479896059,1149,7.98,2.44,1263,8.77,2.66,1478,10.26,2.71,0.41,0.43,0.48,0.33,5.81,89.93
10,14678,358881,173759741,1192,8.28,2.3,1281,8.9,2.94,1478,10.26,3.16,0.81,0.86,0.59,0.76,1.77,70.32
11,11084,130097,60405722,1161,8.06,2.06,1212,8.42,2.41,1390,9.65,2.24,0.54,0.52,0.47,0.36,3.22,82.85
12,4172,83271,45612713,1102,7.65,2.3,1162,8.07,2.74,1353,9.4,2.72,0.44,0.41,0.42,0.2,5.14,89.63
13,5759,188168,124161515,1057,7.34,2.29,1080,7.5,2.36,1320,9.17,2.73,0.33,0.33,0.48,0.26,5.72,71.73
14,13476,204681,141521150,1053,7.31,2.09,1120,7.78,2.58,1321,9.17,2.5,0.25,0.27,0.45,0.23,3.66,67.62
15,13961,826485,1099338394,1058,7.35,2.18,1165,8.09,2.8,1325,9.2,2.81,0.3,0.31,0.47,0.27,3.07,67.48
16,13182,103638,39064626,1184,8.22,2.51,1332,9.25,3.49,1492,10.36,3.28,0.29,0.3,0.46,0.24,3.18,70.41
17,12902,147175,56349378,1169,8.12,2.37,1336,9.28,2.97,1516,10.53,3.23,0.35,0.3,0.47,0.22,2.8,70.01
18,10556,458762,492653596,1074,7.46,1.97,1143,7.94,2.46,1393,9.67,2.78,0.34,0.33,0.45,0.22,4.71,67.26
19,6779,76447,26264931,1048,7.28,2.33,991,6.88,2.6,1379,9.58,3.11,0.34,0.34,0.49,0.22,3.76,68.53
20,5166,4068342,555535390,988,7.16,2.12,944,6.84,2.02,1276,9.25,2.68,0.4,0.41,0.52,0.28,4.15,73.38
21,16382,177127,79066391,1231,8.55,3.0,1270,8.82,3.5,1623,11.27,5.08,0.35,0.4,0.46,0.25,3.48,70.52
22,15249,202757,66776055,1300,9.03,3.52,1418,9.85,3.08,1604,11.14,4.5,0.39,0.41,0.48,0.31,4.18,69.7
23,18262,179797,61922709,1210,8.4,2.46,1404,9.75,3.05,1492,10.36,2.95,0.26,0.29,0.46,0.25,4.35,66.85
24,16998,96907,23327916,1210,8.4,2.18,1336,9.28,3.07,1502,10.43,2.62,0.28,0.26,0.47,0.27,4.73,67.24
25,18838,82371,26182612,1108,7.69,2.53,1079,7.49,2.76,1414,9.82,3.26,0.38,0.39,0.49,0.3,4.05,67.65
26,6048,32022,10598777,1030,7.15,2.08,904,6.28,1.77,1372,9.53,2.95,0.58,0.58,0.52,0.28,4.19,73.77
27,9004,48267,18138352,1068,7.42,2.17,949,6.59,2.15,1453,10.09,3.0,0.57,0.55,0.51,0.3,4.14,69.17
28,17361,107069,27794612,1015,7.05,1.85,1067,7.41,2.02,1317,9.15,2.5,0.38,0.38,0.5,0.24,1.84,65.64
29,14806,60839,17292114,1135,7.88,2.31,1317,9.15,3.23,1451,10.08,2.98,0.34,0.33,0.48,0.21,2.23,67.23
30,22718,414701,280076684,1170,8.12,2.23,1335,9.27,2.92,1507,10.47,2.92,0.61,0.67,0.56,0.58,2.0,63.7
31,17905,196670,96058228,1216,8.44,2.4,1323,9.19,3.12,1496,10.39,2.77,0.48,0.51,0.51,0.4,1.85,66.76
32,12440,79926,25930923,1290,8.96,2.31,1460,10.14,2.82,1616,11.22,3.29,0.43,0.45,0.46,0.26,5.96,73.5
33,16624,393870,217035603,1398,9.71,2.57,1507,10.47,3.04,1768,12.28,3.3,0.8,0.85,0.59,0.75,3.41,64.87
34,23065,663846,423472754,1282,8.9,2.22,1390,9.65,2.68,1604,11.14,3.09,0.95,0.98,0.64,0.9,1.25,61.88
35,18289,191456,96404847,1200,8.33,2.39,1306,9.07,2.8,1496,10.39,3.01,0.48,0.54,0.51,0.4,2.27,66.41
36,11719,111805,47087236,1221,8.48,2.22,1294,8.99,2.63,1609,11.17,3.1,0.41,0.5,0.48,0.37,6.03,72.01
37,13422,232129,169319623,1176,8.17,2.28,1024,7.11,2.08,1582,10.99,2.82,0.66,0.75,0.53,0.46,3.73,72.24
38,10509,3350094,4749928245,1294,8.99,2.31,1103,7.66,2.3,1743,12.1,3.29,0.47,0.56,0.48,0.27,8.37,76.09
39,4669,108952,32692906,1324,9.19,2.37,1132,7.86,2.46,1734,12.04,3.19,0.56,0.64,0.5,0.32,12.1,80.68
40,4558,5226542,6934082046,1338,9.29,2.52,1051,7.3,1.84,1717,11.92,3.09,0.55,0.63,0.49,0.34,14.13,78.38
41,9868,25533138,22325702404,1418,9.85,2.31,1213,8.42,2.55,1821,12.65,3.17,0.71,0.81,0.56,0.64,8.4,71.2
42,17028,385844,282691518,1313,9.12,2.49,1187,8.24,2.47,1611,11.19,3.07,0.49,0.56,0.52,0.44,5.49,71.42
43,12771,126649,62481419,1358,9.43,2.68,1332,9.25,2.86,1706,11.85,3.51,0.44,0.53,0.49,0.32,8.61,74.11
44,17359,1179853,1393069559,1389,9.65,2.48,1361,9.45,3.05,1702,11.82,2.88,0.54,0.63,0.51,0.49,5.2,69.56
45,12890,1333189,1429566987,1357,9.42,2.58,1380,9.58,3.17,1657,11.51,3.1,0.42,0.49,0.47,0.32,7.32,72.95
46,9458,178230,134739327,1371,9.52,2.13,1303,9.05,2.68,1729,12.01,2.76,0.46,0.56,0.47,0.31,8.95,75.83
47,4261,2186254,2452520523,1320,9.17,2.25,1348,9.36,2.61,1657,11.51,2.71,0.49,0.58,0.47,0.34,11.98,81.46
48,3112,658980,631282973,1228,8.53,2.29,1264,8.78,2.35,1477,10.26,2.66,0.66,0.66,0.43,0.31,10.51,119.21
49,11049,459972,514059828,1234,8.57,2.07,1147,7.97,2.14,1547,10.74,3.05,0.48,0.57,0.46,0.3,8.15,84.98
50,9087,95563,32214064,1381,9.59,2.43,1302,9.04,2.39,1734,12.04,3.13,0.42,0.49,0.47,0.34,7.7,79.39
51,12152,106314,31465412,1406,9.76,2.36,1402,9.74,2.94,1748,12.14,2.97,0.44,0.54,0.49,0.35,9.55,76.03
52,10101,128377,76352773,1441,10.01,2.41,1433,9.95,2.72,1786,12.4,3.28,0.51,0.62,0.47,0.33,8.6,84.42
53,8940,337136,372840578,1399,9.72,2.24,1385,9.62,2.5,1773,12.31,2.98,0.53,0.63,0.48,0.32,9.67,83.39
54,3948,399996,469833520,1365,9.61,2.99,1372,9.66,3.33,1704,12.0,3.91,0.59,0.66,0.44,0.32,12.94,94.63
55,3726,61403,23090906,1368,9.57,2.63,1481,10.36,3.1,1688,11.8,3.3,0.67,0.69,0.44,0.31,10.15,99.64
56,9377,118913,58427920,1225,8.51,2.79,1110,7.71,2.68,1527,10.6,3.44,0.45,0.53,0.5,0.34,8.93,82.14
57,26022,1874342,2600934721,1122,7.79,2.33,18425,127.95,652.91,1433,9.95,2.97,0.47,0.56,0.5,0.32,6.69,81.14
58,11792,90250,43667837,1271,8.83,2.21,1085,7.53,2.12,1605,11.15,2.87,0.43,0.56,0.48,0.31,6.52,77.93
59,7876,59416,18852870,1245,8.65,2.21,1031,7.16,1.95,1546,10.74,2.71,0.59,0.7,0.53,0.43,8.14,79.2
60,8808,307107,303642218,1276,8.86,2.5,1027,7.13,2.2,1586,11.01,3.02,0.53,0.6,0.51,0.36,9.99,82.16
61,3382,78332,30413093,1308,9.08,2.31,1081,7.51,2.01,1613,11.2,2.81,0.62,0.69,0.49,0.35,13.79,100.27
62,4052,474126,509950996,1233,8.56,2.5,991,6.88,2.01,1587,11.02,3.44,0.59,0.61,0.49,0.38,14.55,81.21
63,9316,81336,24696491,1302,9.04,2.43,1232,8.56,3.09,1611,11.19,3.01,0.5,0.58,0.48,0.32,9.94,82.14
64,8794,102263,37197857,1283,8.91,2.89,1214,8.43,3.12,1541,10.7,3.33,0.49,0.59,0.48,0.31,10.32,80.01
65,10656,1027248,178671957,1289,8.95,2.18,1329,9.23,2.94,1593,11.06,2.74,0.48,0.56,0.48,0.35,8.33,73.89
66,8230,146808,42157610,1398,9.71,2.24,1431,9.94,2.94,1672,11.61,2.76,0.58,0.69,0.44,0.36,8.44,80.27
67,6313,72011,27105546,1255,8.72,2.41,1275,8.85,2.75,1505,10.45,2.89,0.57,0.64,0.45,0.34,9.89,83.33
68,4247,61486,15642439,1440,10.0,2.38,1475,10.24,2.67,1803,12.52,3.25,0.64,0.71,0.46,0.34,10.31,90.9
69,4043,72096,22509268,1436,9.97,2.57,1390,9.65,2.78,1752,12.17,3.41,0.65,0.73,0.47,0.37,12.29,93.49
70,9836,95814,37843939,1339,9.3,2.26,1333,9.26,2.54,1668,11.58,3.06,0.46,0.59,0.45,0.3,8.78,76.34
71,8309,1585290,2284225409,1353,9.4,2.71,1304,9.06,2.74,1648,11.44,3.36,0.55,0.62,0.49,0.36,8.22,76.15
72,9746,113576,27641143,1275,8.85,2.72,1311,9.1,3.24,1569,10.9,3.3,0.5,0.61,0.48,0.33,6.96,74.73
73,7643,87243,20451697,1432,9.94,2.93,1512,10.5,3.49,1835,12.74,3.75,0.54,0.63,0.46,0.3,6.59,79.13
74,4385,54895,17366444,1426,9.9,2.66,1415,9.83,2.74,1824,12.67,3.37,0.59,0.65,0.45,0.3,13.7,86.67
75,3969,50009,15124133,1509,10.48,2.53,1531,10.63,3.22,1936,13.44,3.15,0.65,0.72,0.5,0.37,16.89,92.09
76,3812,58191,14471088,1385,9.62,2.39,1382,9.6,2.59,1779,12.35,3.25,0.66,0.75,0.49,0.33,16.55,87.64
77,4183,64575,28896565,1460,10.14,2.63,1512,10.5,2.65,1852,12.86,3.29,0.66,0.71,0.45,0.31,13.59,90.01
78,3921,57875,22652533,1372,9.53,2.23,1388,9.64,2.35,1761,12.23,3.09,0.68,0.74,0.47,0.32,12.89,88.79
79,7207,108737,86976965,1441,10.01,2.34,1387,9.63,2.93,1812,12.58,2.94,0.57,0.66,0.49,0.36,11.62,82.3
80,6954,77295,36026718,1355,9.41,2.44,1304,9.06,2.47,1726,11.99,3.05,0.57,0.68,0.51,0.41,13.39,78.3
81,5291,3641079,5220891628,1202,8.35,2.38,1047,7.27,2.36,1568,10.89,3.42,0.65,0.74,0.53,0.5,14.37,76.81
82,4849,99397,36937328,1244,8.64,2.26,1054,7.32,1.75,1661,11.53,3.01,0.62,0.65,0.52,0.46,13.42,78.44
83,5789,102194,34195299,1250,8.68,2.56,1000,6.94,2.09,1708,11.86,3.79,0.66,0.71,0.52,0.35,12.18,84.73
84,7254,155824,77302445,1406,9.76,2.54,1177,8.17,2.31,1982,13.76,3.28,0.82,0.89,0.51,0.26,8.17,104.87
85,9071,217277,185515236,1292,8.97,2.08,1099,7.63,1.99,1777,12.34,2.91,0.83,0.91,0.5,0.24,5.94,99.51
86,10360,100649,37104038,1295,8.99,2.53,1103,7.66,2.19,1781,12.37,3.62,0.76,0.85,0.49,0.25,5.54,93.57
87,8572,157637,107212444,1240,8.61,2.22,1060,7.36,1.97,1700,11.81,3.08,0.78,0.87,0.5,0.25,4.72,98.55
88,8825,87371,33606060,1252,8.69,2.29,1183,8.22,2.18,1781,12.37,3.23,0.79,0.87,0.5,0.26,3.82,99.78
89,7599,135705,48776239,1308,9.08,1.95,1279,8.88,2.15,2016,14.0,3.17,0.89,0.93,0.49,0.22,4.22,110.85
90,5723,227359,245091540,1256,8.72,2.15,1253,8.7,2.34,1800,12.5,2.66,0.86,0.92,0.5,0.3,5.73,103.38
91,10717,1159687,1583981934,1228,8.53,2.84,1175,8.16,2.74,1810,12.57,4.17,0.69,0.81,0.5,0.29,4.6,89.1
92,9040,93714,45201792,1249,8.67,2.83,1145,7.95,2.74,1833,12.73,4.47,0.73,0.84,0.49,0.26,5.2,92.62
93,10803,82434,31108814,1294,9.05,2.53,1168,8.17,2.44,1777,12.43,4.24,0.46,0.56,0.5,0.35,3.27,81.29
94,6595,42267,14518335,1203,8.35,2.49,1149,7.98,2.72,1566,10.88,3.43,0.46,0.54,0.47,0.35,7.5,83.95
95,9419,83782,28629703,1391,9.66,2.47,1370,9.51,2.96,1837,12.76,3.44,0.61,0.71,0.48,0.3,4.72,91.88
96,6974,113836,42340621,1415,9.83,2.25,1362,9.46,2.28,1938,13.46,2.81,0.85,0.93,0.51,0.27,5.79,107.51
97,6579,134662,73313934,1421,9.87,2.65,1316,9.14,2.7,1930,13.4,3.27,0.83,0.9,0.5,0.29,6.56,105.54
98,9964,91075,31711723,1206,8.38,2.13,1087,7.55,2.23,1728,12.0,2.8,0.75,0.85,0.49,0.26,4.94,90.69
99,10339,94918,29619654,1385,9.62,2.39,1298,9.01,2.7,1999,13.88,3.38,0.71,0.82,0.5,0.28,5.72,91.22
100,11893,104098,33494200,1511,10.49,2.6,1476,10.25,3.2,2181,15.15,3.64,0.7,0.81,0.5,0.29,5.38,89.18
101,10033,96642,28022263,1427,9.98,2.37,1296,9.06,2.27,2131,14.9,3.72,0.73,0.83,0.49,0.27,5.81,90.14
102,8832,92789,30220828,1358,9.43,2.39,1353,9.4,2.29,2070,14.38,3.48,0.74,0.83,0.49,0.26,5.89,103.78
103,4913,68181,21672850,1145,7.95,2.12,1215,8.44,2.16,1799,12.49,3.0,0.88,0.93,0.52,0.29,6.78,119.33
104,4946,67831,20433919,1213,8.42,2.95,1335,9.27,2.64,1892,13.14,5.57,0.88,0.93,0.51,0.26,7.87,122.17
105,9836,3494606,4821207063,1292,8.97,2.32,1264,8.78,2.29,1906,13.24,3.02,0.67,0.78,0.51,0.3,6.43,92.36
106,8744,67133,23010012,1281,8.9,2.64,1193,8.28,2.5,1776,12.33,4.01,0.55,0.63,0.48,0.3,6.5,82.22
107,9597,68344,19603216,1272,8.83,2.6,1201,8.34,4.6,1713,11.9,3.71,0.42,0.52,0.49,0.36,7.35,76.15
108,8925,118766,67929512,1394,9.68,2.59,1364,9.47,3.1,2099,14.58,4.29,0.69,0.79,0.48,0.27,7.0,88.36
109,7944,116311,43202840,1365,9.48,2.66,1326,9.21,3.04,1906,13.24,4.59,0.6,0.67,0.46,0.24,7.52,87.64
110,7473,138738,65560323,1472,10.22,2.49,1536,10.67,2.86,2145,14.9,4.39,0.67,0.74,0.45,0.25,11.58,91.7
111,17044,395132,203008205,1368,9.5,2.71,1344,9.33,3.06,2358,16.38,4.34,0.9,0.96,0.47,0.12,3.45,109.59
112,10112,151265,90728022,1322,9.18,2.78,1231,8.55,2.91,1798,12.49,4.4,0.53,0.61,0.46,0.29,7.14,84.37
113,6040,2136548,2739906839,1228,8.53,2.7,1201,8.34,3.01,1577,10.95,3.64,0.48,0.54,0.44,0.32,9.56,81.88
114,8951,3062664,4344014630,1256,8.72,2.36,1145,7.95,2.74,1599,11.1,3.51,0.51,0.58,0.46,0.31,18.32,79.38
115,7162,71686,27674005,1175,8.16,2.38,1024,7.11,2.98,1506,10.46,3.34,0.56,0.63,0.47,0.3,26.32,78.16
116,5805,63342,24677968,1136,7.89,2.25,1009,7.01,2.79,1422,9.88,3.12,0.64,0.7,0.49,0.35,28.45,80.26
117,3476,156123,145199385,1199,8.33,2.55,1123,7.8,2.94,1495,10.38,3.23,0.67,0.71,0.47,0.38,25.45,81.5
118,3362,59790,26384594,1148,7.97,2.62,1176,8.17,3.31,1460,10.14,3.45,0.69,0.71,0.47,0.39,25.3,83.18
119,10245,118212,37246362,1184,8.22,2.28,1056,7.33,2.39,1510,10.49,3.06,0.54,0.62,0.51,0.36,20.29,73.19
120,7775,54162,14819816,1208,8.39,2.15,1183,8.22,2.87,1525,10.59,2.88,0.55,0.61,0.52,0.38,24.45,76.28
121,8994,214114,121692000,1060,7.36,2.23,948,6.58,2.26,1308,9.08,2.69,0.5,0.57,0.52,0.38,19.79,72.71
122,8768,64980,18380950,1180,8.19,2.14,1076,7.47,2.67,1478,10.26,2.88,0.5,0.56,0.49,0.33,22.38,72.54
123,7979,83288,31562480,1209,8.4,2.38,1068,7.42,2.54,1553,10.78,3.16,0.55,0.62,0.52,0.36,22.78,73.82
124,3253,62842,23452280,1108,7.69,2.15,1067,7.41,2.35,1367,9.49,2.76,0.61,0.64,0.5,0.37,27.03,80.31
125,3389,126215,30181290,1194,8.29,2.41,1101,7.65,2.65,1454,10.1,2.93,0.64,0.68,0.49,0.42,25.66,86.13
126,6647,482217,530346245,1253,8.7,2.21,1149,7.98,2.41,1564,10.86,2.84,0.61,0.67,0.5,0.38,24.66,88.56
127,6354,59614,16145333,1169,8.12,2.01,976,6.78,1.79,1490,10.35,2.68,0.57,0.62,0.51,0.34,28.24,85.01
128,8277,76479,39711565,1291,8.97,2.28,1109,7.7,2.38,1702,11.82,3.25,0.56,0.62,0.51,0.36,25.77,80.99
129,7512,108834,74726553,1273,8.84,2.54,1141,7.92,2.74,1591,11.05,3.13,0.61,0.65,0.48,0.33,26.76,77.88
130,6772,57034,18796408,1221,8.48,2.44,1126,7.82,2.72,1554,10.79,3.21,0.59,0.65,0.49,0.35,21.21,78.29
131,3176,44468,11938773,1134,7.88,2.22,1037,7.2,2.35,1453,10.09,2.93,0.64,0.68,0.48,0.33,21.73,81.75
132,3698,78798,36682202,1304,9.06,2.36,1236,8.58,2.83,1648,11.44,3.2,0.61,0.67,0.46,0.37,28.12,80.97
133,8430,222153,153908212,1228,8.53,2.36,1140,7.92,2.84,1605,11.15,3.31,0.55,0.62,0.49,0.34,24.85,74.74
134,6718,128973,36967564,1265,8.78,2.44,1033,7.17,2.58,1620,11.25,3.21,0.57,0.66,0.5,0.36,27.56,77.46
135,8050,154129,41676581,1223,8.49,2.37,987,6.85,2.19,1594,11.07,3.44,0.48,0.57,0.51,0.34,22.36,74.69
136,7928,216189,140892006,1302,9.04,2.44,1176,8.17,2.78,1661,11.53,3.34,0.52,0.57,0.51,0.39,22.91,75.02
137,6842,132465,51874849,1337,9.28,2.0,1195,8.3,2.34,1710,11.88,2.93,0.55,0.62,0.49,0.37,24.8,79.13
138,3599,219804,225927163,1212,8.42,2.32,898,6.24,1.71,1593,11.06,2.95,0.58,0.65,0.53,0.36,31.01,75.65
139,3946,254347,147464998,1299,9.02,2.18,1024,7.11,2.17,1663,11.55,2.99,0.58,0.66,0.5,0.39,31.47,75.11
140,10218,68004,17550638,1276,8.86,2.64,1052,7.31,2.58,1635,11.35,3.61,0.58,0.66,0.53,0.45,19.52,72.17
141,9265,102890,48072343,1403,9.74,2.82,1158,8.04,2.62,1863,12.94,4.05,0.56,0.61,0.53,0.46,20.85,74.97
142,9885,72970,23300997,1425,9.9,2.64,1053,7.31,2.73,1920,13.33,3.9,0.54,0.59,0.5,0.4,20.2,77.87
143,8639,244544,253885861,1308,9.08,1.93,1088,7.56,2.35,1684,11.69,2.93,0.51,0.54,0.49,0.33,23.27,78.03
144,7654,56648,18971277,1381,9.59,2.59,1075,7.47,3.04,1842,12.79,3.71,0.55,0.59,0.49,0.32,19.04,80.99
145,4070,47284,13169999,1307,9.08,2.7,1000,6.94,2.51,1659,11.52,3.29,0.66,0.71,0.51,0.35,22.23,82.5
146,5077,56329,19692890,1574,10.93,2.81,1249,8.67,2.97,1991,13.83,3.64,0.63,0.67,0.47,0.34,21.64,84.13
147,10520,221237,51383242,1413,9.81,2.63,1053,7.31,2.45,1859,12.91,3.32,0.52,0.61,0.5,0.35,20.14,75.43
