id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,296,4426,2864043,208,4.73,2.5,179,4.07,1.69,258,5.86,3.92,0.87,0.84,0.47,0.44,20.09,132.38
1,25,130,82297,22,3.14,0.9,23,3.29,1.11,25,3.57,1.13,0.65,0.59,0.42,0.41,8.5,122.76
2,36,145,35426,31,3.88,1.36,30,3.75,1.16,32,4.0,1.6,0.92,0.82,0.28,0.23,7.46,165.1
3,548,2985,1129074,436,4.36,1.64,458,4.58,1.75,497,4.97,2.35,0.97,0.94,0.42,0.38,4.64,163.03
4,182,371,70053,143,6.22,1.59,154,6.7,1.79,158,6.87,1.96,0.96,0.91,0.41,0.4,0.49,170.69
7,200,4232,4205018,143,5.11,2.39,124,4.43,1.97,164,5.86,3.15,0.81,0.78,0.48,0.47,4.32,131.94
8,524,1079,210896,285,4.38,1.73,352,5.42,2.09,373,5.74,2.3,0.94,0.92,0.33,0.34,1.52,190.48
9,454,836,101850,249,4.7,1.45,335,6.32,2.32,319,6.02,1.86,0.98,0.97,0.4,0.44,0.12,184.77
10,161,1057,413395,89,4.24,2.14,111,5.29,2.28,121,5.76,3.06,0.99,0.98,0.39,0.38,7.91,190.19
11,807,1501,197702,555,4.96,1.58,624,5.57,1.87,618,5.52,1.79,0.97,0.94,0.3,0.32,0.27,193.87
12,866,1651,150265,633,4.83,1.76,704,5.37,2.02,675,5.15,1.89,0.95,0.91,0.32,0.33,0.86,174.85
13,660,1685,272893,559,4.2,1.93,616,4.63,2.35,623,4.68,2.4,0.93,0.89,0.47,0.47,0.64,159.49
14,685,2057,452372,528,4.29,1.78,606,4.93,2.21,588,4.78,1.96,0.92,0.9,0.39,0.37,2.12,150.05
15,460,1686,426888,340,4.59,1.82,429,5.8,2.71,372,5.03,1.84,0.93,0.9,0.35,0.36,5.52,144.1
16,70,441,135922,50,5.0,1.83,53,5.3,2.21,62,6.2,2.86,0.94,0.93,0.42,0.42,1.56,155.38
17,110,1880,993375,57,5.18,2.18,57,5.18,2.68,70,6.36,2.73,1.0,1.0,0.37,0.33,4.15,148.91
18,841,4861,1451610,432,3.96,1.74,792,7.27,12.87,474,4.35,2.04,0.97,0.94,0.44,0.43,0.76,150.2
19,760,1770,262931,629,4.59,2.04,682,4.98,2.49,696,5.08,2.42,0.89,0.85,0.44,0.43,0.3,142.53
20,749,1660,234615,628,4.76,2.0,703,5.33,2.26,712,5.39,2.34,0.93,0.9,0.44,0.42,0.95,152.38
21,373,1547,445281,320,4.64,2.13,323,4.68,2.35,352,5.1,2.5,0.91,0.88,0.49,0.48,3.11,139.3
22,71,1081,437823,65,6.5,2.22,45,4.5,1.58,71,7.1,2.6,0.8,0.78,0.59,0.58,21.32,117.28
23,65,408,134529,50,5.0,2.75,47,4.7,2.63,61,6.1,3.41,0.97,0.9,0.39,0.41,2.7,158.41
24,107,1777,784271,52,4.73,2.28,49,4.45,1.86,66,6.0,4.0,0.98,0.99,0.56,0.51,9.81,145.37
25,537,1229,221026,427,4.36,1.96,467,4.77,1.96,485,4.95,2.5,0.96,0.94,0.45,0.45,1.52,158.25
26,628,1241,157432,516,4.06,1.8,581,4.57,2.13,585,4.61,2.13,0.95,0.93,0.44,0.43,1.03,148.0
27,843,2191,469047,666,4.97,5.8,658,4.91,2.01,775,5.78,7.4,0.96,0.95,0.52,0.49,0.31,140.65
28,4183,7574,866442,343,5.91,6.25,316,5.45,2.42,399,6.88,7.92,0.95,0.94,0.33,0.32,0.28,183.31
30,305,2698,1623207,214,4.46,2.48,196,4.08,2.01,272,5.67,4.74,0.78,0.74,0.5,0.51,1.39,137.57
31,92,1501,790059,52,4.73,2.37,46,4.18,1.47,72,6.55,5.18,0.99,0.99,0.45,0.33,15.06,146.74
35,237,3119,2304290,157,4.76,2.19,138,4.18,1.76,196,5.94,3.66,0.88,0.86,0.46,0.39,3.95,127.52
37,47,2021,2270790,29,4.83,2.32,29,4.83,2.14,41,6.83,4.62,0.99,1.0,0.42,0.36,7.19,123.76
38,114,1255,426626,66,5.08,2.53,57,4.38,2.26,86,6.62,4.41,0.99,1.0,0.49,0.39,17.0,149.23
42,178,1850,951541,124,4.0,1.63,114,3.68,1.28,142,4.58,2.38,0.93,0.91,0.53,0.5,9.1,158.3
43,40,113,17459,35,5.0,2.52,28,4.0,1.83,35,5.0,2.52,0.75,0.69,0.31,0.33,8.85,142.96
44,49,278,101619,36,3.6,1.65,34,3.4,1.43,44,4.4,3.57,0.88,0.86,0.44,0.4,0.45,142.7
45,74,1517,664046,35,4.38,2.2,30,3.75,1.58,47,5.88,4.79,0.99,1.0,0.43,0.34,12.66,155.17
46,322,6402,6104495,231,4.44,2.5,211,4.06,1.61,277,5.33,5.06,0.94,0.92,0.5,0.46,2.99,150.57
49,298,2049,772074,199,5.24,2.19,187,4.92,1.84,241,6.34,3.18,0.92,0.91,0.52,0.45,7.49,143.52
50,68,1103,584512,53,7.57,5.06,36,5.14,2.27,61,8.71,5.65,0.74,0.73,0.5,0.41,22.36,93.73
51,55,331,107017,39,4.88,1.81,38,4.75,2.05,49,6.12,2.85,0.94,0.93,0.54,0.5,0.66,135.95
52,110,2213,1510096,50,5.0,2.36,48,4.8,2.15,65,6.5,4.01,0.99,1.0,0.47,0.35,1.29,142.0
53,479,1709,523492,376,4.0,1.9,417,4.44,2.21,436,4.64,2.43,0.96,0.94,0.49,0.49,0.26,154.94
54,560,1377,255801,448,3.86,1.64,502,4.33,1.83,498,4.29,1.82,0.95,0.93,0.43,0.43,0.45,162.93
55,755,1854,254378,564,4.78,1.91,697,5.91,2.53,633,5.36,2.32,0.93,0.9,0.31,0.33,2.04,148.21
56,417,1528,385540,321,4.65,2.15,373,5.41,2.65,367,5.32,2.45,0.93,0.9,0.4,0.38,1.77,152.92
57,132,454,277620,40,4.44,1.01,123,13.67,20.19,44,4.89,1.27,0.92,0.9,0.4,0.3,5.63,120.41
58,53,393,159370,37,3.7,1.57,44,4.4,2.07,44,4.4,2.63,0.97,0.97,0.42,0.37,1.16,137.03
59,72,1548,724114,41,3.73,1.42,40,3.64,1.43,50,4.55,2.21,0.97,0.94,0.45,0.41,14.82,117.79
60,88,929,410298,51,4.64,2.01,48,4.36,1.57,70,6.36,2.54,0.99,1.0,0.54,0.56,3.4,132.13
63,285,1977,869528,193,4.02,1.6,196,4.08,1.8,232,4.83,2.68,0.88,0.86,0.48,0.45,6.49,124.07
65,71,550,226102,30,4.29,3.04,28,4.0,2.45,45,6.43,6.37,1.0,1.0,0.57,0.6,13.9,148.09
66,618,6997,6236451,411,4.28,1.91,446,4.65,2.08,471,4.91,2.45,0.97,0.95,0.46,0.47,2.05,152.24
67,888,3362,851590,592,4.66,1.67,723,5.69,2.45,701,5.52,2.32,0.94,0.93,0.41,0.42,3.54,143.7
68,909,3163,512367,662,4.9,2.05,819,6.07,3.19,718,5.32,2.2,0.96,0.95,0.41,0.39,3.75,159.78
69,1258,7241,1369219,721,5.15,2.13,1118,7.99,4.15,811,5.79,2.42,0.96,0.97,0.45,0.44,11.83,150.13
70,630,3655,1617187,387,5.03,2.02,454,5.9,3.05,471,6.12,2.28,0.94,0.94,0.45,0.43,7.23,137.67
72,52,183,48349,37,4.11,1.62,42,4.67,2.18,41,4.56,2.3,1.0,1.0,0.45,0.44,1.42,168.03
73,351,2287,635086,199,4.97,1.67,229,5.72,2.84,247,6.18,2.7,0.99,1.0,0.48,0.48,17.93,141.47
86,279,6212,4028615,155,6.46,4.28,115,4.79,1.79,199,8.29,6.43,0.99,0.97,0.41,0.38,6.7,152.34
87,66,305,100955,40,4.0,1.7,45,4.5,1.43,53,5.3,3.56,1.0,1.0,0.4,0.36,0.96,168.88
94,28,605,131907,18,3.6,1.82,14,2.8,1.3,25,5.0,3.67,1.0,1.0,0.69,0.56,4.3,142.07
