id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
72,4,5,212,3,1.5,0.71,4,2.0,1.41,4,2.0,1.41,1.0,1.0,0.42,0.4,0.0,44.16
138,9,34,10325,7,2.33,2.31,9,3.0,2.65,8,2.67,2.89,1.0,1.0,0.56,0.82,1.62,100.72
143,5,13,4964,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,1.0,1.0,0.34,0.6,0.98,101.75
161,6,20,2456,4,2.0,0.0,5,2.5,0.71,6,3.0,1.41,1.0,1.0,0.48,0.62,0.15,121.12
172,11,32,3020,8,2.67,0.58,11,3.67,1.15,11,3.67,1.15,0.92,0.94,0.58,0.6,0.71,93.73
180,9,21,3212,6,3.0,0.0,9,4.5,0.71,6,3.0,0.0,1.0,1.0,0.7,0.77,0.22,99.28
181,14,51,12102,10,2.5,1.29,14,3.5,1.73,13,3.25,1.5,0.98,0.99,0.49,0.65,0.39,115.6
185,14,25,7330,9,3.0,1.0,11,3.67,1.15,11,3.67,1.15,0.78,0.74,0.4,0.52,0.02,212.43
186,7,17,1319,6,3.0,1.41,7,3.5,0.71,7,3.5,0.71,1.0,1.0,0.34,0.31,0.16,138.79
187,10,53,5539,7,2.33,0.58,10,3.33,0.58,8,2.67,0.58,0.98,0.99,0.37,0.35,0.8,127.45
191,9,26,8037,6,2.0,0.0,9,3.0,1.0,9,3.0,1.0,0.95,0.77,0.78,0.7,0.39,112.31
192,33,134,21081,28,3.11,1.05,32,3.56,1.33,29,3.22,1.2,1.0,1.0,0.33,0.35,0.52,154.94
193,12,27,2711,10,5.0,0.0,11,5.5,0.71,11,5.5,0.71,0.98,0.99,0.41,0.56,0.06,183.92
202,5,26,3259,4,2.0,1.41,5,2.5,2.12,5,2.5,2.12,0.93,0.86,0.5,0.55,2.97,127.12
203,3,7,359,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,1.0,1.0,0.92,0.93,0.02,92.5
211,10,33,8224,8,4.0,0.0,10,5.0,0.0,8,4.0,0.0,0.97,1.0,0.47,0.6,0.3,154.9
212,5,51,15458,3,1.5,0.71,5,2.5,0.71,3,1.5,0.71,1.0,1.0,0.67,0.86,0.62,105.84
215,7,25,3835,5,2.5,2.12,7,3.5,2.12,6,3.0,2.83,1.0,1.0,0.66,0.8,0.2,78.6
216,8,42,8788,5,1.67,0.58,8,2.67,1.15,8,2.67,1.15,1.0,1.0,0.49,0.72,0.97,89.0
217,4,24,3022,2,1.0,0.0,4,2.0,1.41,3,1.5,0.71,1.0,1.0,0.5,0.5,0.46,90.16
219,7,27,8609,6,3.0,1.41,7,3.5,0.71,6,3.0,1.41,1.0,1.0,0.61,0.82,0.62,138.29
221,18,88,16902,13,2.17,0.41,18,3.0,1.1,15,2.5,0.55,0.99,1.0,0.52,0.65,0.94,112.0
224,6,58,10475,3,1.5,0.71,6,3.0,1.41,4,2.0,0.0,1.0,1.0,0.46,0.52,0.46,59.12
231,13,62,9447,11,2.75,0.5,13,3.25,1.26,11,2.75,0.5,0.99,1.0,0.5,0.69,0.33,117.11
233,3,15,4129,2,1.0,0.0,3,1.5,0.71,2,1.0,0.0,1.0,1.0,1.0,1.0,0.22,62.0
240,5,20,2574,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,1.0,1.0,0.54,0.7,0.39,98.75
243,5,27,7181,4,2.0,0.0,5,2.5,0.71,5,2.5,0.71,0.97,1.0,0.64,0.64,0.3,106.84
247,10,40,6882,7,2.33,0.58,9,3.0,1.0,9,3.0,1.0,1.0,1.0,0.64,0.65,0.86,81.06
255,7,23,1898,3,1.5,0.71,7,3.5,2.12,6,3.0,1.41,0.98,0.99,0.26,0.21,0.08,192.85
259,8,61,17334,4,2.0,1.41,8,4.0,0.0,6,3.0,1.41,1.0,1.0,0.41,0.72,0.46,135.62
261,13,25,1470,11,3.67,0.58,13,4.33,1.15,13,4.33,1.15,1.0,1.0,0.35,0.35,0.04,192.73
264,10,51,10488,6,3.0,0.0,8,4.0,1.41,6,3.0,0.0,1.0,1.0,0.54,0.74,0.64,178.05
265,9,26,8473,6,2.0,1.73,9,3.0,1.0,9,3.0,1.0,1.0,1.0,0.57,0.7,0.73,173.08
267,7,48,14269,5,2.5,0.71,7,3.5,2.12,6,3.0,1.41,1.0,1.0,0.47,0.85,1.66,77.25
268,8,12,889,8,4.0,1.41,8,4.0,1.41,8,4.0,1.41,0.8,0.6,0.45,0.4,0.06,175.26
273,8,10,476,7,3.5,0.71,7,3.5,0.71,7,3.5,0.71,1.0,1.0,0.24,0.27,0.1,145.74
274,7,26,3799,4,2.0,0.0,7,3.5,2.12,6,3.0,1.41,0.96,0.98,0.62,0.77,0.34,144.55
275,11,71,16925,7,2.33,1.15,10,3.33,1.53,10,3.33,1.53,0.99,1.0,0.31,0.57,0.49,140.73
279,8,52,15819,7,2.33,0.58,8,2.67,0.58,8,2.67,0.58,1.0,1.0,0.36,0.63,0.65,173.55
