id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,154,13675,17205649,99,4.12,2.07,82,3.42,1.59,135,5.62,3.84,0.98,0.98,0.47,0.43,10.6,96.83
1,481,70197,71376951,271,4.52,2.28,206,3.43,1.59,379,6.32,3.54,0.71,0.69,0.49,0.39,11.49,96.99
2,223,17634,13897573,135,4.35,1.92,100,3.23,1.02,183,5.9,3.52,0.86,0.87,0.48,0.4,11.31,110.21
3,692,14893,6216078,314,4.42,2.06,266,3.75,1.7,512,7.21,4.17,0.92,0.92,0.52,0.46,15.51,90.65
4,801,21897,12896093,365,4.93,2.36,308,4.16,1.66,587,7.93,4.44,0.87,0.88,0.52,0.45,18.53,97.95
5,1426,308011,281530687,600,6.0,2.73,450,4.5,1.81,1047,10.47,5.88,0.92,0.92,0.52,0.46,25.67,89.84
6,1259,22310,7880394,508,5.18,2.2,402,4.1,1.65,757,7.72,4.88,0.91,0.91,0.54,0.46,13.18,103.52
7,355,29885,23078541,237,5.39,2.03,175,3.98,1.52,305,6.93,3.41,0.89,0.89,0.46,0.39,19.04,98.23
8,469,25252,19214083,239,4.88,2.69,176,3.59,1.43,364,7.43,4.37,0.78,0.76,0.44,0.34,19.83,98.14
9,715,28713,19513211,383,5.98,2.55,297,4.64,1.59,551,8.61,4.27,0.85,0.83,0.44,0.41,17.91,149.66
10,807,126590,132662829,441,6.3,2.29,289,4.13,1.47,627,8.96,3.79,0.89,0.85,0.47,0.47,43.45,139.2
11,153,3464,2666612,91,5.06,1.8,76,4.22,1.31,110,6.11,2.25,0.96,0.96,0.45,0.36,28.82,166.68
14,224,8503,5898071,163,4.41,2.06,97,2.62,1.21,207,5.59,2.64,0.97,0.96,0.47,0.35,63.1,106.35
15,215,111881,95068592,101,3.88,1.63,69,2.65,1.29,171,6.58,3.1,0.86,0.86,0.48,0.47,30.37,88.07
16,93,1874,535550,64,3.2,1.2,66,3.3,1.53,86,4.3,1.72,0.85,0.82,0.59,0.53,16.94,124.37
17,540,15830,7232328,318,5.68,2.04,198,3.54,1.45,482,8.61,4.11,0.99,0.98,0.48,0.41,26.44,97.78
20,46,1245,1196000,27,4.5,1.87,25,4.17,2.14,43,7.17,4.31,0.84,0.86,0.4,0.35,7.68,98.03
21,487,18150,14540560,242,5.5,2.83,150,3.41,1.74,393,8.93,5.74,0.85,0.86,0.44,0.34,10.14,88.65
22,532,28702,25481571,289,4.52,2.09,215,3.36,1.42,435,6.8,4.07,0.84,0.83,0.5,0.42,11.72,98.98
23,370,18039,13942998,209,5.97,4.33,112,3.2,1.69,312,8.91,7.82,0.9,0.89,0.51,0.42,19.19,108.56
24,152,5698,2492565,100,4.35,1.82,75,3.26,0.92,144,6.26,3.66,0.91,0.88,0.62,0.55,10.23,107.66
25,98,28849,6468094,56,5.09,1.7,37,3.36,1.43,82,7.45,3.36,0.77,0.72,0.47,0.36,13.59,84.1
29,7,194,183151,6,2.0,1.73,6,2.0,1.73,7,2.33,1.53,0.67,0.67,0.45,0.42,1.16,92.08
30,23,394,176905,17,5.67,1.53,12,4.0,1.0,19,6.33,2.08,0.62,0.64,0.42,0.21,14.72,90.8
32,9,115,26840,6,3.0,2.83,9,4.5,2.12,9,4.5,2.12,0.9,0.98,0.56,0.52,7.34,86.84
35,88,2560,2243247,69,3.45,1.99,58,2.9,1.37,81,4.05,2.33,0.97,0.97,0.46,0.36,8.28,98.3
36,454,14294,9170575,216,5.4,4.11,107,2.68,1.05,359,8.98,8.24,0.75,0.72,0.45,0.35,30.97,102.56
37,483,19751,15704818,170,4.36,2.11,101,2.59,1.04,313,8.03,5.81,0.89,0.91,0.48,0.38,16.38,102.25
38,447,50826,52727533,124,4.59,2.29,75,2.78,1.55,246,9.11,6.44,0.96,0.96,0.47,0.35,12.34,91.62
