id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,334,1727,240112,59,9.83,2.56,326,54.33,34.03,60,10.0,2.76,0.99,0.99,0.3,0.34,1.78,125.91
1,716,4580,681844,53,8.83,1.94,675,112.5,24.39,54,9.0,1.9,1.0,1.0,0.47,0.48,1.3,123.8
2,239,1203,162374,49,8.17,1.6,230,38.33,34.72,53,8.83,1.94,0.98,0.97,0.36,0.43,1.84,128.45
3,145,527,59565,43,8.6,2.7,142,28.4,16.52,46,9.2,2.49,0.98,0.99,0.22,0.29,2.32,122.56
4,295,1751,255069,42,7.0,1.67,289,48.17,39.58,43,7.17,1.6,1.0,1.0,0.4,0.43,1.7,136.6
5,23,71,4869,19,4.75,0.96,23,5.75,0.96,19,4.75,0.96,0.96,0.98,0.29,0.3,2.58,128.99
6,27,70,6224,14,4.67,2.08,27,9.0,3.61,15,5.0,2.0,1.0,1.0,0.35,0.49,1.95,123.2
7,256,2023,319821,35,7.0,2.55,251,50.2,44.77,35,7.0,2.55,1.0,1.0,0.36,0.39,1.18,138.01
8,74,196,15364,39,7.8,1.92,74,14.8,4.09,41,8.2,2.77,0.96,0.98,0.27,0.33,1.83,138.12
9,60,161,13762,26,5.2,1.79,60,12.0,3.74,27,5.4,2.07,1.0,1.0,0.28,0.35,2.15,128.36
10,66,225,22601,25,5.0,1.41,65,13.0,7.31,31,6.2,2.28,0.95,0.93,0.21,0.3,2.34,132.04
11,57,194,20127,35,7.0,2.24,57,11.4,3.65,36,7.2,2.59,1.0,1.0,0.32,0.36,2.61,132.56
12,71,178,14146,29,5.8,1.64,69,13.8,3.27,35,7.0,1.22,0.99,1.0,0.15,0.2,3.54,135.39
13,102,276,21486,31,6.2,1.92,100,20.0,8.51,38,7.6,2.07,1.0,1.0,0.15,0.18,3.22,125.4
14,105,298,20344,39,7.8,1.3,105,21.0,4.0,47,9.4,1.34,1.0,1.0,0.17,0.24,2.93,131.87
15,33,82,5074,17,8.5,0.71,33,16.5,2.12,18,9.0,0.0,0.98,0.98,0.11,0.14,2.02,136.5
16,70,698,425630,34,6.8,1.48,69,13.8,3.77,36,7.2,1.1,0.98,0.98,0.18,0.25,3.69,130.6
17,61,170,14235,28,7.0,0.82,61,15.25,4.57,31,7.75,1.5,1.0,1.0,0.13,0.19,3.85,135.32
18,59,159,11909,35,7.0,2.35,58,11.6,4.04,36,7.2,2.49,0.98,0.97,0.23,0.34,2.65,127.82
19,127,845,106821,42,7.0,1.41,125,20.83,6.91,44,7.33,1.75,1.0,1.0,0.35,0.42,5.95,123.25
20,175,1332,176626,40,6.67,1.51,170,28.33,2.42,42,7.0,1.26,1.0,1.0,0.42,0.48,8.81,125.06
21,298,1824,262573,41,6.83,1.33,291,48.5,26.48,45,7.5,1.52,1.0,1.0,0.51,0.54,2.14,128.57
22,119,606,83238,25,5.0,1.87,115,23.0,32.31,30,6.0,2.65,1.0,1.0,0.34,0.39,1.21,143.41
23,26,66,4435,17,5.67,2.89,25,8.33,5.13,17,5.67,2.89,1.0,1.0,0.36,0.38,1.67,153.99
24,53,147,10145,33,6.6,1.67,52,10.4,3.29,36,7.2,1.79,0.98,0.98,0.28,0.31,2.45,140.26
25,189,1263,177560,48,8.0,1.79,187,31.17,3.06,51,8.5,1.52,1.0,1.0,0.38,0.42,2.53,126.71
26,314,1906,264805,64,10.67,3.39,304,50.67,16.74,71,11.83,3.54,1.0,1.0,0.44,0.47,2.2,126.37
27,239,1219,165218,41,6.83,2.23,235,39.17,17.61,44,7.33,2.66,1.0,1.0,0.33,0.37,2.07,126.63
28,62,168,9962,30,6.0,1.58,62,12.4,5.55,33,6.6,1.67,1.0,1.0,0.17,0.27,2.91,130.41
29,25,82,6680,19,4.75,0.96,24,6.0,2.16,20,5.0,0.82,1.0,1.0,0.3,0.32,1.59,142.85
30,43,134,7980,25,5.0,1.22,40,8.0,2.0,28,5.6,1.82,0.91,0.88,0.3,0.32,3.08,121.11
31,23,70,5964,17,5.67,1.15,23,7.67,1.53,17,5.67,1.15,1.0,1.0,0.31,0.43,1.43,134.02
32,19,67,5962,16,4.0,0.82,19,4.75,0.96,18,4.5,1.0,1.0,1.0,0.52,0.54,0.46,142.39
33,29,89,7172,25,4.17,2.14,29,4.83,2.32,27,4.5,1.87,0.99,1.0,0.42,0.44,0.44,146.7
34,19,55,5151,19,4.75,0.96,19,4.75,0.96,19,4.75,0.96,0.93,0.95,0.27,0.18,0.72,157.3
