id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
4,21,2098,2851174,14,4.67,3.79,14,4.67,3.79,18,6.0,4.36,0.52,0.42,0.16,0.07,9.42,104.06
6,4,7,340,4,2.0,0.0,4,2.0,0.0,4,2.0,0.0,1.0,1.0,0.55,0.57,0.0,56.5
7,27,1119,311377,20,4.0,2.45,12,2.4,0.89,25,5.0,4.58,1.0,1.0,0.53,0.33,81.78,113.62
9,22,108,30990,18,4.5,2.38,16,4.0,2.16,20,5.0,2.16,0.97,0.9,0.41,0.38,7.51,154.76
10,36,457,170207,20,5.0,3.92,10,2.5,1.29,29,7.25,5.5,1.0,1.0,0.55,0.5,3.28,87.04
11,13,66,20163,10,3.33,1.53,10,3.33,1.53,11,3.67,1.15,1.0,1.0,0.54,0.5,0.13,160.08
12,25,248,96133,19,6.33,4.16,13,4.33,1.53,23,7.67,6.43,1.0,1.0,0.68,0.74,18.31,101.22
29,11,126,47047,11,3.67,0.58,9,3.0,0.0,11,3.67,0.58,0.99,1.0,0.55,0.3,8.75,145.58
30,45,3560,3992667,33,5.5,1.52,24,4.0,1.1,39,6.5,2.51,0.99,1.0,0.27,0.06,22.99,123.38
31,16,141,43788,12,4.0,1.0,10,3.33,0.58,16,5.33,2.52,0.99,1.0,0.61,0.59,16.44,149.58
32,28,291,72195,23,4.6,2.07,17,3.4,1.52,27,5.4,2.61,0.99,1.0,0.53,0.37,34.14,136.4
33,18,195,59184,11,3.67,2.08,8,2.67,1.53,14,4.67,3.06,1.0,1.0,0.34,0.23,8.17,121.99
34,14,586,287153,13,4.33,0.58,5,1.67,0.58,14,4.67,0.58,0.76,0.85,0.48,0.28,48.79,126.12
35,21,335,206085,20,5.0,1.83,15,3.75,0.96,20,5.0,1.83,0.81,0.76,0.37,0.17,5.17,141.99
37,6,49,11122,6,3.0,1.41,5,2.5,0.71,6,3.0,1.41,0.99,1.0,0.66,0.58,0.12,129.88
51,8,292,221415,6,3.0,0.0,7,3.5,0.71,7,3.5,0.71,1.0,1.0,0.38,0.18,2.82,149.25
52,9,125,31152,8,2.67,2.08,8,2.67,2.08,8,2.67,2.08,1.0,1.0,0.57,0.59,13.92,117.73
54,11,272,61944,7,1.75,0.5,7,1.75,0.5,7,1.75,0.5,1.0,1.0,0.66,0.53,3.4,109.98
56,14,176,40353,7,3.5,0.71,6,3.0,0.0,13,6.5,3.54,1.0,1.0,0.56,0.28,1.84,63.38
58,11,150,43359,10,3.33,1.53,9,3.0,1.73,11,3.67,1.53,0.75,0.74,0.46,0.5,9.96,121.0
59,20,1088,344929,11,5.5,2.12,5,2.5,0.71,13,6.5,3.54,0.99,1.0,0.76,0.7,16.86,61.34
62,12,173,43150,11,5.5,4.95,6,3.0,1.41,12,6.0,5.66,0.94,0.93,0.48,0.29,36.36,127.1
63,36,827,494469,30,6.0,1.87,19,3.8,1.79,36,7.2,3.11,0.99,1.0,0.33,0.24,39.11,125.62
64,13,89,32002,12,4.0,1.73,10,3.33,1.53,12,4.0,1.73,0.97,0.99,0.45,0.44,10.98,147.61
65,17,489,206288,16,4.0,1.63,16,4.0,1.63,17,4.25,1.26,0.86,0.71,0.44,0.61,39.84,132.42
66,20,20,1060,15,3.0,2.0,18,3.6,3.21,16,3.2,2.39,0.46,0.36,0.55,0.65,0.0,120.94
67,66,1487,1191626,24,6.0,2.16,19,4.75,2.36,50,12.5,7.14,1.0,1.0,0.46,0.34,11.96,138.63
76,10,55,21892,9,3.0,0.0,8,2.67,0.58,10,3.33,0.58,0.83,0.81,0.56,0.56,0.07,123.67
77,9,51,14145,7,3.5,0.71,7,3.5,0.71,8,4.0,1.41,0.97,0.99,0.44,0.49,4.62,146.38
78,15,119,42682,11,2.75,0.5,11,2.75,0.5,14,3.5,0.58,0.73,0.64,0.44,0.32,15.56,107.79
79,26,337,98163,18,3.0,2.0,15,2.5,1.52,22,3.67,2.42,0.93,0.9,0.72,0.64,16.84,97.86
80,14,118,69300,13,4.33,0.58,12,4.0,1.0,13,4.33,0.58,1.0,1.0,0.43,0.34,0.58,142.07
81,13,208,96808,9,3.0,1.0,9,3.0,1.0,11,3.67,1.15,1.0,1.0,0.29,0.25,6.7,174.22
82,15,210,44707,12,3.0,1.15,10,2.5,0.58,14,3.5,1.29,0.99,1.0,0.57,0.56,10.83,86.88
