id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
172,5,120,25751,4,2.0,1.41,3,1.5,0.71,5,2.5,2.12,1.0,1.0,0.94,0.88,5.11,63.62
175,10,143,58238,8,4.0,0.0,8,4.0,1.41,10,5.0,0.0,0.88,0.88,0.74,0.7,2.16,173.9
176,11,522,74423,11,3.67,1.15,6,2.0,1.0,11,3.67,1.15,1.0,1.0,0.73,0.69,7.19,109.07
177,16,780,759056,8,4.0,0.0,3,1.5,0.71,10,5.0,1.41,0.88,0.89,0.36,0.28,20.12,78.84
178,34,961,973647,26,6.5,1.29,18,4.5,1.91,33,8.25,2.06,0.9,0.93,0.49,0.46,7.5,131.17
179,7,70,15868,7,3.5,2.12,7,3.5,2.12,7,3.5,2.12,1.0,1.0,0.66,0.66,1.98,141.35
195,14,114,35224,12,4.0,2.0,10,3.33,2.31,13,4.33,2.08,0.96,0.98,0.56,0.51,9.23,106.39
196,17,177,45339,13,4.33,2.08,13,4.33,1.53,16,5.33,0.58,0.9,0.97,0.71,0.78,5.96,149.9
248,8,92,26115,6,2.0,1.0,6,2.0,1.0,6,2.0,1.0,1.0,1.0,0.76,0.86,4.71,138.17
249,19,578,375364,12,3.0,1.83,11,2.75,1.5,14,3.5,1.91,0.6,0.58,0.63,0.55,11.29,139.01
250,25,172,52130,14,3.5,0.58,15,3.75,0.5,18,4.5,1.29,1.0,1.0,0.42,0.34,5.33,187.41
251,7,70,17576,6,2.0,1.0,7,2.33,1.15,7,2.33,1.15,1.0,1.0,0.56,0.44,0.27,144.33
252,15,108,24583,7,3.5,2.12,6,3.0,0.0,8,4.0,1.41,1.0,1.0,0.73,0.68,1.72,148.88
270,22,491,351968,14,4.67,1.53,11,3.67,1.15,15,5.0,1.73,1.0,1.0,0.45,0.35,3.54,164.33
357,27,344,134071,17,4.25,1.5,10,2.5,0.58,24,6.0,1.83,0.99,1.0,0.5,0.42,29.56,124.82
358,33,442,245563,23,4.6,1.52,17,3.4,0.55,30,6.0,2.83,0.99,1.0,0.39,0.14,28.13,142.35
359,21,12224,17376005,14,2.8,1.64,14,2.8,1.79,19,3.8,2.17,1.0,1.0,0.19,0.11,81.66,135.11
360,24,15543,21820951,17,3.4,1.52,14,2.8,1.92,22,4.4,1.95,1.0,1.0,0.4,0.32,43.07,142.75
373,24,12315,17309385,19,3.8,1.3,13,2.6,1.14,23,4.6,2.41,1.0,1.0,0.52,0.56,57.21,160.19
374,31,13907,20193629,18,3.6,1.34,11,2.2,0.45,26,5.2,1.92,1.0,1.0,0.4,0.3,73.98,132.07
375,28,667,334911,17,3.4,0.55,10,2.0,0.71,26,5.2,1.92,1.0,1.0,0.62,0.58,64.86,132.99
376,39,4157,5709766,26,4.33,3.14,17,2.83,1.83,37,6.17,2.93,1.0,1.0,0.52,0.4,25.3,136.83
377,49,13356,19310087,26,4.33,1.97,23,3.83,1.47,44,7.33,3.27,0.99,1.0,0.56,0.58,43.92,138.73
378,33,306,107118,20,3.33,0.82,16,2.67,0.52,30,5.0,0.89,1.0,1.0,0.6,0.58,42.06,141.25
391,17,237,57558,13,4.33,2.08,9,3.0,1.0,16,5.33,2.52,0.99,0.98,0.74,0.47,61.36,141.42
392,9,82,30118,6,2.0,1.0,5,1.67,0.58,8,2.67,1.15,1.0,1.0,0.84,0.86,47.29,117.9
