id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
6,24,4056,4291687,9,2.25,0.96,8,2.0,0.82,22,5.5,4.04,0.96,0.97,0.46,0.41,38.29,125.33
7,31,29437,15759385,13,2.17,0.98,19,3.17,1.47,26,4.33,1.37,0.56,0.53,0.61,0.56,158.21,134.16
8,20,9150,8447986,12,4.0,1.73,17,5.67,2.31,20,6.67,1.53,0.09,0.05,0.4,0.46,100.74,160.06
57,10,30,5171,9,3.0,0.0,10,3.33,0.58,10,3.33,0.58,1.0,1.0,0.37,0.34,0.06,116.69
59,8,92,48549,7,3.5,0.71,5,2.5,0.71,8,4.0,0.0,0.98,0.99,0.59,0.45,0.15,128.25
80,6,20,1212,5,2.5,0.71,5,2.5,0.71,6,3.0,1.41,0.97,0.96,0.5,0.5,15.24,168.75
81,32,643,601126,19,3.8,1.3,16,3.2,1.64,29,5.8,1.92,1.0,1.0,0.52,0.46,8.78,124.62
104,9,8697,12895555,7,3.5,0.71,6,3.0,0.0,8,4.0,1.41,1.0,1.0,0.28,0.15,53.56,136.16
106,21,66,32882,16,4.0,1.41,20,5.0,0.82,20,5.0,0.82,0.93,0.8,0.23,0.27,0.63,204.01
107,10,47,12438,7,2.33,1.15,9,3.0,1.0,9,3.0,1.0,1.0,1.0,0.39,0.4,0.04,184.75
108,29,80,24017,24,4.0,1.67,26,4.33,1.37,26,4.33,1.37,0.98,0.99,0.34,0.39,0.07,200.96
109,18,56,7943,17,4.25,0.96,17,4.25,0.96,18,4.5,1.0,1.0,1.0,0.46,0.41,5.01,156.08
110,12,28,3269,10,3.33,2.52,10,3.33,2.52,10,3.33,2.52,0.92,0.91,0.39,0.41,0.01,148.24
112,15,146,130060,12,4.0,2.0,13,4.33,2.08,13,4.33,2.08,1.0,1.0,0.47,0.54,0.1,194.78
113,14,173,139789,10,3.33,1.53,11,3.67,2.08,11,3.67,2.08,0.94,0.94,0.63,0.75,3.2,158.71
114,12,36,8289,11,3.67,1.15,12,4.0,1.0,12,4.0,1.0,0.94,0.88,0.35,0.32,0.01,155.96
117,10,158,90969,9,3.0,1.73,9,3.0,1.73,10,3.33,1.53,0.99,1.0,0.62,0.73,0.38,155.5
118,9,15,1244,8,4.0,1.41,8,4.0,1.41,8,4.0,1.41,1.0,1.0,0.45,0.59,0.02,199.8
119,7,15,1230,6,3.0,1.41,7,3.5,2.12,7,3.5,2.12,0.95,0.88,0.3,0.26,0.28,96.65
121,15,121,124474,11,5.5,0.71,12,6.0,1.41,12,6.0,1.41,1.0,1.0,0.61,0.66,0.07,210.05
122,8,17,1127,7,2.33,1.15,8,2.67,1.53,8,2.67,1.53,0.96,0.97,0.58,0.6,6.7,159.61
125,11,25,2733,9,4.5,0.71,9,4.5,0.71,9,4.5,0.71,1.0,1.0,0.5,0.66,5.01,208.58
126,9,104,55576,8,4.0,1.41,8,4.0,1.41,8,4.0,1.41,1.0,1.0,0.44,0.64,0.2,200.42
127,14,92,78721,8,4.0,0.0,10,5.0,0.0,9,4.5,0.71,1.0,1.0,0.52,0.5,0.22,173.79
128,17,62,16609,14,3.5,1.0,15,3.75,1.5,15,3.75,1.5,0.99,1.0,0.48,0.51,0.13,173.78
129,25,1098,1341597,17,3.4,1.52,19,3.8,1.79,22,4.4,1.14,1.0,1.0,0.31,0.24,1.31,160.35
130,6,7,338,6,3.0,0.0,6,3.0,0.0,6,3.0,0.0,1.0,1.0,0.29,0.24,0.0,140.17
131,5,11,935,5,2.5,2.12,5,2.5,2.12,5,2.5,2.12,0.94,0.72,0.46,0.38,0.06,120.38
132,4,7,355,4,2.0,0.0,4,2.0,0.0,4,2.0,0.0,1.0,1.0,0.42,0.4,0.02,185.25
134,10,67,4866,10,3.33,1.15,9,3.0,1.0,10,3.33,1.15,0.99,1.0,0.48,0.45,5.03,119.25
135,8,12,1031,8,4.0,1.41,8,4.0,1.41,8,4.0,1.41,0.93,0.72,0.34,0.3,0.02,114.5
182,24,3436,4301897,16,4.0,3.37,14,3.5,2.38,20,5.0,4.0,1.0,1.0,0.32,0.17,56.6,164.1
183,7,4741,6479827,5,2.5,0.71,4,2.0,0.0,7,3.5,0.71,1.0,1.0,0.12,0.04,101.88,133.79
222,17,1616,2176578,10,5.0,1.41,11,5.5,0.71,13,6.5,2.12,0.99,1.0,0.29,0.14,24.3,189.86
223,9,37,4200,6,3.0,0.0,7,3.5,0.71,7,3.5,0.71,1.0,1.0,0.55,0.44,54.03,222.38
224,25,1682,1855254,14,4.67,2.52,13,4.33,1.15,21,7.0,5.29,1.0,1.0,0.27,0.15,15.53,172.79
252,31,117,46000,17,4.25,1.71,16,4.0,1.41,20,5.0,2.16,0.99,1.0,0.4,0.32,0.3,193.0
253,30,129,85123,14,3.5,1.0,14,3.5,1.0,20,5.0,1.41,0.98,0.99,0.36,0.44,0.07,183.93
254,41,630,328135,20,4.0,1.0,16,3.2,1.3,30,6.0,2.74,1.0,1.0,0.6,0.56,19.32,166.69
255,28,113,32841,15,5.0,1.73,15,5.0,2.65,19,6.33,1.53,1.0,1.0,0.31,0.2,8.08,167.93
319,5,12,1656,4,2.0,0.0,4,2.0,0.0,4,2.0,0.0,1.0,1.0,0.83,0.9,0.04,88.42
320,7,39,12509,7,3.5,0.71,7,3.5,0.71,7,3.5,0.71,0.92,0.98,0.44,0.36,0.02,123.46
321,11,45,12200,8,2.67,1.53,11,3.67,2.31,11,3.67,2.31,1.0,1.0,0.77,0.84,0.04,159.4
322,14,25,2063,12,4.0,1.0,13,4.33,0.58,13,4.33,0.58,0.93,0.95,0.41,0.53,0.02,143.62
323,30,76658,113571068,13,2.6,1.34,13,2.6,1.95,29,5.8,4.49,0.98,0.99,0.35,0.24,5.54,116.63
365,25,2983,3848944,9,3.0,2.0,6,2.0,1.0,16,5.33,3.79,1.0,1.0,0.48,0.41,11.52,114.89
366,5,24,6594,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,1.0,1.0,0.68,0.75,0.18,173.25
396,3,23,2719,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,1.0,1.0,0.75,0.8,0.32,101.25
397,14,152,69493,13,4.33,1.15,14,4.67,1.53,14,4.67,1.53,1.0,1.0,0.42,0.57,42.54,157.87
398,13,53,14320,12,4.0,1.0,13,4.33,1.53,13,4.33,1.53,1.0,1.0,0.47,0.42,25.02,164.28
399,11,34,6898,7,2.33,1.15,8,2.67,1.53,10,3.33,2.08,1.0,1.0,0.89,0.94,1.46,130.08
400,15,21,1065,13,4.33,1.53,15,5.0,2.0,15,5.0,2.0,0.9,0.84,0.41,0.4,0.48,164.95
401,11,62,28225,10,3.33,2.08,11,3.67,2.31,11,3.67,2.31,1.0,1.0,0.41,0.38,0.13,164.07
402,13,48,10613,11,3.67,2.08,13,4.33,3.21,13,4.33,3.21,1.0,1.0,0.47,0.5,0.02,178.15
403,7,240,193487,6,2.0,1.0,7,2.33,1.15,6,2.0,1.0,1.0,1.0,0.56,0.75,0.96,156.0
404,15,69,8810,13,4.33,2.89,15,5.0,3.61,15,5.0,3.61,0.85,0.74,0.45,0.5,1.11,163.56
406,11,40,13734,9,3.0,1.0,10,3.33,1.15,11,3.67,0.58,0.98,1.0,0.55,0.61,0.49,165.28
407,14,32,2640,10,3.33,1.53,11,3.67,1.53,11,3.67,1.53,0.89,0.96,0.6,0.73,20.51,196.79
408,12,39,9586,11,3.67,2.52,12,4.0,2.0,12,4.0,2.0,0.98,1.0,0.4,0.41,5.1,145.75
