id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
32,7,69,18888,7,3.5,2.12,5,2.5,0.71,7,3.5,2.12,0.99,1.0,0.64,0.52,0.8,77.25
58,21,112,42962,8,4.0,1.41,7,3.5,2.12,8,4.0,1.41,1.0,1.0,0.37,0.22,0.68,220.34
76,33,386,123729,22,4.4,0.55,18,3.6,1.67,32,6.4,1.82,0.82,0.82,0.41,0.32,6.99,102.35
77,3,4,236,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,1.0,1.0,0.75,0.72,0.01,58.25
78,3,35,5244,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,1.0,1.0,0.97,1.0,9.54,108.25
79,18,429,182817,15,3.75,1.71,12,3.0,0.82,17,4.25,2.63,0.75,0.74,0.56,0.43,10.03,149.68
81,15,117,19148,13,4.33,3.06,14,4.67,2.52,15,5.0,3.0,0.86,0.71,0.46,0.55,3.92,148.2
82,14,174,45096,11,3.67,2.89,9,3.0,1.73,12,4.0,2.65,0.91,0.96,0.16,0.11,11.23,81.0
83,19,360,86773,12,3.0,0.82,10,2.5,0.58,16,4.0,2.16,0.62,0.53,0.49,0.53,7.95,107.45
100,35,1048,553918,26,6.5,1.29,20,5.0,1.41,32,8.0,2.16,0.84,0.67,0.5,0.38,7.54,94.62
101,97,2282,846373,53,8.83,6.24,32,5.33,2.42,76,12.67,9.18,0.84,0.79,0.5,0.36,19.36,109.92
102,70,1973,836712,46,7.67,5.57,34,5.67,2.42,63,10.5,6.47,0.68,0.64,0.54,0.34,8.7,114.21
103,67,7578,5896593,37,6.17,2.64,29,4.83,2.48,54,9.0,3.95,0.72,0.66,0.39,0.17,9.77,102.83
104,14,555,65971,9,4.5,3.54,10,5.0,2.83,13,6.5,3.54,1.0,1.0,0.48,0.5,8.19,111.39
173,38,2366,2051450,25,6.25,5.38,13,3.25,1.71,34,8.5,7.72,1.0,1.0,0.6,0.46,6.66,137.7
180,10,66,8734,10,3.33,0.58,9,3.0,0.0,10,3.33,0.58,1.0,1.0,0.63,0.55,2.67,156.45
181,14,138,38770,10,3.33,1.53,9,3.0,2.65,13,4.33,1.53,1.0,1.0,0.57,0.47,15.11,115.52
221,34,61,2430,20,3.33,1.51,25,4.17,2.04,26,4.33,2.25,0.85,0.83,0.3,0.32,0.81,183.17
222,50,75,10871,24,4.0,1.67,28,4.67,2.07,29,4.83,1.94,0.97,0.97,0.3,0.27,0.07,159.98
223,24,229,143787,15,3.75,0.5,19,4.75,1.26,20,5.0,1.41,1.0,1.0,0.38,0.36,1.55,173.3
225,36,275,124958,17,3.4,1.14,24,4.8,1.92,24,4.8,1.92,1.0,1.0,0.23,0.13,0.25,194.22
