id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
3134,163,11507,9461553,48,16.0,4.0,66,22.0,9.54,84,28.0,8.54,0.66,0.74,0.29,0.05,27.01,63.03
3135,249,31060,10402797,64,16.0,2.16,168,42.0,32.44,186,46.5,35.37,0.49,0.6,0.53,0.32,132.86,58.57
3136,364,52536,34320380,84,14.0,6.36,131,21.83,19.99,171,28.5,21.0,0.68,0.72,0.36,0.1,44.19,62.92
3137,166,30601,29917384,59,9.83,1.94,84,14.0,5.22,106,17.67,4.32,0.65,0.74,0.22,0.04,88.02,69.26
3140,13,87,40935,11,3.67,3.79,11,3.67,3.79,12,4.0,3.61,0.82,0.78,0.48,0.42,4.96,114.15
3141,39,1066,1097117,24,4.8,2.39,24,4.8,1.79,32,6.4,2.97,0.76,0.74,0.45,0.36,11.4,74.7
3142,32,351,318347,25,4.17,1.94,30,5.0,2.19,31,5.17,2.14,0.82,0.78,0.65,0.62,3.56,90.55
3143,323,30866,26541974,90,15.0,10.32,97,16.17,11.86,210,35.0,25.89,0.61,0.65,0.32,0.1,26.28,65.92
3144,397,34752,28344751,108,18.0,3.74,245,40.83,10.05,292,48.67,19.5,0.48,0.64,0.35,0.11,121.3,59.1
3145,51,1952,927091,27,5.4,2.61,20,4.0,2.83,31,6.2,2.95,0.98,0.95,0.64,0.36,10.54,89.52
3146,9,16,940,8,2.67,1.15,8,2.67,1.15,8,2.67,1.15,0.67,0.67,0.56,0.6,0.02,128.2
3151,6,26,7695,6,2.0,1.0,5,1.67,1.15,6,2.0,1.0,0.68,0.67,0.7,0.75,0.07,55.39
3153,175,23879,23666649,37,6.17,2.32,51,8.5,8.31,64,10.67,5.99,0.86,0.83,0.36,0.16,16.07,69.5
3154,156,14935,15093569,58,9.67,5.01,83,13.83,10.3,110,18.33,12.82,0.72,0.8,0.26,0.11,42.44,81.77
3155,70,9761,10938139,28,4.67,1.63,26,4.33,1.75,47,7.83,6.4,0.99,1.0,0.39,0.32,10.32,75.48
3156,147,15114,12510776,59,14.75,7.63,42,10.5,8.27,109,27.25,13.35,0.84,0.84,0.55,0.32,14.38,63.75
3157,114,8986,7711660,54,9.0,3.35,30,5.0,2.0,73,12.17,3.54,0.78,0.79,0.34,0.12,15.27,74.79
3158,30,4379,4784181,22,3.67,1.75,18,3.0,1.1,24,4.0,2.19,1.0,1.0,0.52,0.41,17.04,90.58
3159,186,31686,35159860,55,9.17,4.96,46,7.67,4.03,110,18.33,12.88,0.93,0.96,0.23,0.03,18.22,82.23
3160,220,29636,26721513,61,10.17,3.06,86,14.33,4.13,104,17.33,5.32,0.57,0.68,0.27,0.04,75.07,61.42
3161,315,23531,17918165,85,14.17,10.23,255,42.5,52.55,276,46.0,55.45,0.26,0.31,0.37,0.19,101.49,62.11
3162,385,21126,22299318,88,14.67,8.98,250,41.67,45.75,303,50.5,46.07,0.96,0.99,0.32,0.11,17.43,63.82
3163,36,4657,5561952,27,5.4,2.3,19,3.8,1.3,29,5.8,3.11,0.99,1.0,0.17,0.17,19.66,86.69
3164,179,16048,13866814,60,10.0,4.69,82,13.67,16.24,115,19.17,16.69,0.77,0.83,0.36,0.23,21.36,76.78
3165,209,31199,27912439,54,9.0,3.58,57,9.5,3.67,72,12.0,4.65,0.74,0.8,0.28,0.07,25.35,82.11
3166,291,50765,50563666,65,10.83,2.99,80,13.33,4.41,95,15.83,5.12,0.69,0.77,0.26,0.03,42.84,66.21
3167,447,55533,51329386,109,18.17,3.66,184,30.67,9.83,226,37.67,9.77,0.78,0.88,0.32,0.04,64.7,63.52
3168,314,39380,45448874,91,15.17,8.54,110,18.33,16.23,177,29.5,22.82,0.96,0.99,0.23,0.04,23.29,65.94
3169,198,37901,44245611,38,6.33,1.97,29,4.83,1.83,63,10.5,4.32,1.0,1.0,0.22,0.01,5.91,71.3
3170,117,17916,21367247,23,3.83,1.17,19,3.17,1.17,29,4.83,1.47,1.0,1.0,0.2,0.01,4.86,60.06
3171,17,1247,1230710,4,2.0,1.41,4,2.0,1.41,5,2.5,2.12,1.0,1.0,0.67,0.51,5.23,64.06
3172,7,32,5945,5,1.67,0.58,5,1.67,0.58,6,2.0,0.0,0.64,0.58,0.71,0.7,0.69,90.11
3173,12,86,15970,10,2.5,1.91,8,2.0,1.15,12,3.0,2.83,0.92,0.88,0.73,0.71,0.77,78.12
3174,8,153,149764,7,3.5,0.71,6,3.0,0.0,8,4.0,1.41,0.66,0.6,0.27,0.2,0.17,84.46
3175,4,30,4910,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,1.0,1.0,0.84,0.95,0.16,89.0
3176,142,5654,6389479,16,4.0,2.16,18,4.5,3.11,39,9.75,10.37,0.94,0.94,0.42,0.26,3.1,57.28
3177,63,2977,3295477,31,5.17,4.45,38,6.33,6.77,48,8.0,8.05,0.97,1.0,0.25,0.08,11.66,65.21
3178,39,1015,584872,16,4.0,2.16,16,4.0,1.83,24,6.0,2.16,0.97,0.98,0.53,0.3,16.7,60.01
3179,115,9540,9294077,45,15.0,8.19,53,17.67,13.65,103,34.33,21.5,0.77,0.9,0.34,0.2,26.62,60.76
3180,691,37467,37712274,125,20.83,8.93,458,76.33,39.71,486,81.0,40.08,0.96,0.99,0.4,0.2,15.32,71.68
3181,938,37004,36279466,145,24.17,3.66,719,119.83,16.39,754,125.67,15.91,0.91,0.98,0.29,0.05,17.8,54.84
3182,1031,25589,26173778,158,26.33,2.34,852,142.0,23.43,870,145.0,24.82,0.89,0.98,0.26,0.03,18.13,54.52
3183,320,72371,94762773,83,13.83,7.49,161,26.83,20.23,181,30.17,20.96,0.89,0.93,0.24,0.03,35.65,64.91
3184,480,22106,22579715,109,18.17,4.96,320,53.33,4.03,344,57.33,7.17,0.78,0.82,0.29,0.1,49.16,54.92
3185,426,32007,34316648,109,18.17,1.47,246,41.0,9.1,296,49.33,8.12,0.82,0.94,0.25,0.03,60.17,58.74
3186,458,79033,98810928,88,14.67,9.0,293,48.83,45.49,340,56.67,47.78,0.86,0.88,0.4,0.21,23.58,62.68
3187,146,9325,6661228,62,12.4,6.19,68,13.6,15.98,113,22.6,19.11,0.81,0.81,0.46,0.3,30.7,74.37
3188,327,48702,42775139,78,13.0,5.1,133,22.17,14.76,167,27.83,13.82,0.66,0.75,0.28,0.04,73.44,60.38
3189,179,28503,34002198,24,4.0,1.41,21,3.5,1.05,42,7.0,2.0,1.0,1.0,0.2,0.01,10.68,60.68
3190,71,20295,24072722,14,4.67,1.53,11,3.67,1.15,19,6.33,1.15,0.91,0.97,0.26,0.05,4.33,59.55
3198,83,11194,11286849,38,7.6,5.13,33,6.6,4.16,57,11.4,6.91,0.93,0.98,0.35,0.15,22.66,61.85
3206,205,30944,32743413,56,9.33,2.58,59,9.83,3.76,89,14.83,4.58,0.77,0.86,0.23,0.02,33.0,57.8
3207,113,15970,16622666,44,7.33,3.5,40,6.67,3.83,61,10.17,5.49,0.8,0.87,0.38,0.3,24.77,75.15
3208,113,2339,1612917,35,5.83,3.71,27,4.5,2.88,54,9.0,6.9,0.83,0.84,0.47,0.37,3.0,88.31
3209,227,13041,12129170,56,11.2,2.77,26,5.2,1.3,116,23.2,6.38,0.99,0.99,0.37,0.1,10.14,59.1
3210,164,19755,17876162,68,11.33,4.46,52,8.67,4.68,103,17.17,8.16,0.71,0.77,0.37,0.21,28.98,65.62
3211,52,2624,742562,40,6.67,1.97,29,4.83,1.83,48,8.0,3.79,0.71,0.87,0.61,0.44,13.7,95.98
3212,33,742,552838,23,4.6,2.3,21,4.2,2.05,29,5.8,2.39,0.68,0.66,0.59,0.62,10.36,71.14
3213,126,14059,12412728,43,14.33,2.08,68,22.67,15.53,89,29.67,10.79,0.43,0.47,0.23,0.04,35.33,63.35
3214,289,38854,32206389,97,16.17,6.43,194,32.33,22.68,232,38.67,22.21,0.41,0.48,0.27,0.07,45.0,61.7
3215,523,65235,56157239,112,18.67,10.01,320,53.33,51.06,393,65.5,55.11,0.65,0.72,0.29,0.05,41.94,67.75
3216,37,267,24834,23,3.83,1.83,19,3.17,1.47,36,6.0,2.45,0.16,0.16,0.49,0.51,9.41,76.4
3217,24,508,455126,20,4.0,1.58,20,4.0,2.0,24,4.8,2.17,0.58,0.6,0.45,0.34,8.35,90.05
3218,9,121,62842,8,4.0,1.41,6,3.0,0.0,9,4.5,2.12,0.85,0.97,0.15,0.05,11.18,80.0
