id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
3,24,2779,1726141,10,5.0,1.41,7,3.5,0.71,21,10.5,0.71,1.0,1.0,0.4,0.36,61.19,128.0
4,16,421,188129,13,4.33,1.15,9,3.0,1.0,14,4.67,1.53,1.0,1.0,0.36,0.42,65.71,163.83
5,26,634,443154,19,4.75,1.71,15,3.75,1.71,21,5.25,2.22,0.84,0.77,0.46,0.32,27.01,152.76
28,11,93,16019,11,5.5,2.12,9,4.5,0.71,11,5.5,2.12,1.0,1.0,0.45,0.29,51.76,166.44
82,16,17509,2195135,10,5.0,0.0,7,3.5,2.12,15,7.5,3.54,1.0,1.0,0.62,0.33,2.34,154.5
84,10,92,13482,9,4.5,2.12,7,3.5,2.12,10,5.0,1.41,0.98,0.99,0.68,0.6,59.81,147.58
85,7,5829,5730619,5,1.67,0.58,6,2.0,1.0,7,2.33,0.58,1.0,1.0,0.38,0.15,42.86,172.83
196,10,141,58686,7,3.5,0.71,6,3.0,0.0,9,4.5,2.12,1.0,1.0,0.66,0.5,19.52,137.26
220,13,95218,140344905,10,5.0,0.0,6,3.0,0.0,11,5.5,0.71,0.83,0.76,0.22,0.07,53.5,135.89
221,38,123388,5523078,17,4.25,1.26,19,4.75,2.22,21,5.25,1.89,1.0,1.0,0.86,0.72,36.56,196.57
224,11,56,14273,7,3.5,2.12,8,4.0,1.41,9,4.5,2.12,1.0,1.0,0.45,0.28,20.62,207.77
225,13,47,2464,8,4.0,0.0,10,5.0,0.0,10,5.0,0.0,1.0,1.0,0.76,0.82,43.36,232.05
269,49,1678,1487868,32,8.0,2.45,21,5.25,2.75,40,10.0,4.4,0.91,0.79,0.3,0.38,65.11,170.74
270,32,1980,777577,23,5.75,0.96,20,5.0,0.0,26,6.5,1.29,0.74,0.74,0.49,0.49,59.0,195.44
271,39,3225,2519622,27,5.4,1.82,23,4.6,2.19,34,6.8,3.19,0.81,0.82,0.53,0.4,100.21,186.83
272,26,506,121434,19,6.33,4.16,15,5.0,2.0,25,8.33,5.77,0.98,0.98,0.29,0.3,100.74,158.27
273,11,100,18979,11,3.67,2.08,8,2.67,0.58,11,3.67,2.08,1.0,1.0,0.41,0.32,76.47,181.17
274,47,1063,877444,29,4.83,2.23,25,4.17,1.72,34,5.67,2.8,0.83,0.78,0.25,0.22,65.46,190.21
275,40,996,555607,24,4.8,1.3,20,4.0,1.87,27,5.4,1.67,1.0,1.0,0.35,0.36,52.32,191.59
276,38,649,413829,26,6.5,1.73,22,5.5,2.65,30,7.5,1.73,0.96,0.93,0.45,0.32,48.26,181.69
345,4,78,23990,4,2.0,1.41,4,2.0,1.41,4,2.0,1.41,1.0,1.0,0.44,0.25,81.04,166.83
346,18,14186,20968804,13,4.33,3.51,9,3.0,1.73,17,5.67,2.89,0.94,0.95,0.29,0.22,7.11,136.03
364,21,613,508493,14,3.5,1.29,13,3.25,0.96,19,4.75,2.36,0.97,0.98,0.48,0.34,3.66,149.24
365,8,99,13023,7,3.5,2.12,6,3.0,1.41,7,3.5,2.12,1.0,1.0,0.76,0.83,19.8,159.08
393,18,98,18012,13,4.33,0.58,14,4.67,0.58,16,5.33,1.53,1.0,1.0,0.44,0.27,7.84,136.71
438,14,509,313252,9,4.5,3.54,3,1.5,0.71,13,6.5,6.36,0.97,0.95,0.41,0.12,60.04,123.88
440,17,296,150669,14,4.67,2.08,9,3.0,1.0,16,5.33,3.21,1.0,1.0,0.53,0.52,90.67,143.79
441,13,81,6912,9,3.0,1.73,10,3.33,2.31,10,3.33,2.31,1.0,1.0,0.51,0.56,97.53,137.69
509,11,158,66003,8,4.0,1.41,6,3.0,1.41,11,5.5,0.71,1.0,1.0,0.55,0.37,28.32,116.95
586,10,5339,5364113,8,4.0,0.0,7,3.5,0.71,10,5.0,0.0,1.0,1.0,0.32,0.06,13.64,159.8
587,20,4444,3850831,8,4.0,1.41,6,3.0,0.0,10,5.0,1.41,0.64,0.66,0.63,0.42,36.12,161.73
589,10,2789,360976,7,2.33,0.58,6,2.0,0.0,9,3.0,0.0,1.0,1.0,0.86,0.86,53.64,134.28
591,12,152,53957,11,3.67,1.53,10,3.33,1.15,12,4.0,2.0,0.98,1.0,0.75,0.7,30.43,181.67
702,21,898,658199,9,3.0,1.73,7,2.33,0.58,10,3.33,2.31,0.64,0.66,0.45,0.29,2.28,136.51
773,21,1339,1373618,14,4.67,0.58,13,4.33,0.58,20,6.67,3.06,1.0,1.0,0.54,0.45,17.48,114.4
776,8,61,18943,6,2.0,1.0,6,2.0,1.0,7,2.33,1.53,1.0,1.0,0.66,0.48,46.8,148.93
778,10,128,52008,9,4.5,0.71,8,4.0,1.41,10,5.0,1.41,1.0,1.0,0.19,0.1,72.66,136.17
779,10,68,12415,9,3.0,1.0,9,3.0,1.0,9,3.0,1.0,0.99,1.0,0.62,0.48,31.12,180.4
