id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
3,13,180,77643,10,3.33,3.21,9,3.0,2.65,12,4.0,3.46,1.0,1.0,0.45,0.36,14.43,108.76
5,17,197,55191,15,3.75,1.71,10,2.5,1.29,17,4.25,2.63,1.0,1.0,0.47,0.4,5.96,122.24
11,19,55,10819,16,4.0,1.15,15,3.75,0.96,19,4.75,1.71,1.0,1.0,0.52,0.52,0.03,152.99
12,8,42,9934,8,2.67,1.53,8,2.67,1.53,8,2.67,1.53,0.86,0.79,0.72,0.68,0.66,112.5
13,23,61,14768,21,4.2,1.64,21,4.2,1.64,21,4.2,1.64,0.98,0.98,0.28,0.27,0.07,153.49
14,11,253,159396,6,3.0,1.41,4,2.0,0.0,9,4.5,0.71,1.0,1.0,0.4,0.18,4.72,64.09
17,27,539,340679,14,4.67,1.15,13,4.33,0.58,19,6.33,0.58,0.97,0.89,0.48,0.22,4.5,113.19
19,39,10482,8854541,25,6.25,2.06,13,3.25,1.26,32,8.0,3.56,0.97,0.98,0.45,0.24,28.01,102.72
27,9,1085,1177248,9,4.5,0.71,6,3.0,0.0,9,4.5,0.71,1.0,1.0,0.32,0.16,3.2,124.0
28,23,2569,2679393,9,4.5,2.12,6,3.0,2.83,18,9.0,2.83,1.0,1.0,0.35,0.15,13.78,67.48
29,27,1358,1409899,20,4.0,2.92,16,3.2,1.92,24,4.8,3.11,1.0,1.0,0.5,0.51,4.61,127.34
30,10,57,14757,8,4.0,2.83,8,4.0,1.41,9,4.5,2.12,1.0,1.0,0.54,0.58,8.38,153.42
54,16,380,131304,10,3.33,1.53,7,2.33,1.53,13,4.33,1.53,1.0,1.0,0.53,0.44,7.19,115.61
57,35,470,189593,26,6.5,3.32,12,3.0,0.82,33,8.25,4.92,1.0,1.0,0.52,0.47,11.62,112.0
58,22,262,79380,12,6.0,0.0,10,5.0,1.41,13,6.5,0.71,0.99,0.98,0.5,0.45,7.92,138.72
66,6,18,1728,6,3.0,0.0,6,3.0,0.0,6,3.0,0.0,1.0,1.0,0.68,0.76,1.08,88.16
74,16,153,35004,13,6.5,3.54,8,4.0,1.41,16,8.0,5.66,0.98,1.0,0.74,0.7,5.81,87.42
80,15,184,97945,15,5.0,4.36,8,2.67,1.53,15,5.0,4.36,1.0,1.0,0.22,0.17,16.07,106.52
105,22,249,110502,14,7.0,1.41,8,4.0,1.41,19,9.5,0.71,0.98,1.0,0.31,0.23,6.86,129.5
