id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,31,41,1808,28,4.67,3.14,29,4.83,3.13,30,5.0,3.41,0.91,0.88,0.52,0.49,0.01,199.27
1,28,34,1495,22,4.4,1.67,27,5.4,2.19,27,5.4,2.19,0.92,0.88,0.35,0.33,0.0,195.17
2,35,52,2200,33,5.5,1.22,35,5.83,1.83,35,5.83,1.83,0.94,0.91,0.41,0.39,0.01,180.56
3,22,34,1467,19,3.17,1.47,20,3.33,1.37,20,3.33,1.37,0.96,0.94,0.45,0.43,0.02,191.06
4,22,30,1336,18,4.5,1.29,21,5.25,1.89,22,5.5,1.91,0.87,0.82,0.56,0.53,0.0,204.84
5,20,29,1160,18,3.6,1.67,20,4.0,1.73,20,4.0,1.73,1.0,1.0,0.44,0.44,0.02,243.49
6,16,27,1091,15,3.75,1.5,16,4.0,1.83,16,4.0,1.83,0.98,0.98,0.57,0.57,5.7,228.34
7,20,26,1060,15,3.0,0.71,19,3.8,1.3,19,3.8,1.3,0.98,0.97,0.26,0.25,0.02,229.31
8,21,27,1114,17,2.83,1.47,18,3.0,1.41,19,3.17,1.72,0.94,0.92,0.54,0.52,0.01,207.97
9,13,17,688,13,2.17,1.17,13,2.17,1.17,13,2.17,1.17,1.0,1.0,0.67,0.66,0.08,224.58
10,16,25,1000,14,2.33,0.52,15,2.5,0.84,15,2.5,0.84,0.89,0.9,0.6,0.59,0.01,200.9
11,7,9,364,5,1.67,0.58,7,2.33,0.58,7,2.33,0.58,1.0,1.0,0.64,0.63,0.0,206.39
12,19,25,1049,17,2.83,0.75,18,3.0,0.89,17,2.83,0.75,0.97,0.97,0.35,0.33,0.0,204.15
13,13,23,1099,13,3.25,1.26,13,3.25,1.26,13,3.25,1.26,0.96,0.9,0.44,0.42,0.01,192.38
14,31,38,1568,24,4.8,0.84,30,6.0,1.58,30,6.0,1.58,1.0,1.0,0.43,0.42,0.0,221.05
