id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
1388,12,45,2639,3,1.5,0.71,11,5.5,2.12,3,1.5,0.71,1.0,1.0,0.65,0.6,41.86,70.5
1714,5,13,640,3,1.5,0.71,5,2.5,2.12,4,2.0,1.41,1.0,1.0,0.36,0.38,16.05,100.88
1833,4,9,698,4,2.0,0.0,4,2.0,0.0,4,2.0,0.0,0.92,0.93,0.58,0.59,0.09,151.25
1839,13,29,1538,10,5.0,0.0,13,6.5,2.12,13,6.5,2.12,1.0,1.0,0.48,0.5,14.97,129.8
1851,5,23,1832,4,2.0,1.41,5,2.5,0.71,4,2.0,1.41,0.96,0.9,0.53,0.5,21.34,91.08
1989,7,11,540,5,2.5,0.71,6,3.0,0.0,6,3.0,0.0,1.0,1.0,0.26,0.26,0.62,79.38
2114,9,15,716,7,3.5,2.12,7,3.5,2.12,7,3.5,2.12,1.0,1.0,0.53,0.6,14.22,187.2
2204,9,30,2268,4,2.0,0.0,9,4.5,2.12,4,2.0,0.0,0.98,0.99,0.32,0.2,19.44,92.42
2247,13,34,1870,9,4.5,2.12,13,6.5,2.12,9,4.5,2.12,0.97,0.98,0.24,0.23,13.48,138.24
2286,10,34,1592,6,3.0,0.0,9,4.5,2.12,6,3.0,0.0,1.0,1.0,0.3,0.34,13.97,163.52
2563,9,15,742,8,4.0,1.41,9,4.5,0.71,8,4.0,1.41,0.9,0.92,0.3,0.3,8.54,137.52
2604,3,9,416,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,1.0,1.0,0.75,0.78,9.24,93.5
2666,12,16,973,11,5.5,2.12,12,6.0,2.83,11,5.5,2.12,1.0,1.0,0.34,0.44,0.02,163.62
2680,4,12,886,4,2.0,0.0,4,2.0,0.0,4,2.0,0.0,1.0,1.0,0.5,0.48,5.33,155.75
2810,7,28,1622,2,1.0,0.0,7,3.5,2.12,2,1.0,0.0,1.0,1.0,0.8,0.77,52.1,59.6
2862,8,28,1995,4,2.0,1.41,7,3.5,0.71,6,3.0,0.0,1.0,1.0,0.49,0.42,31.9,77.54
2887,7,29,1978,3,1.5,0.71,7,3.5,2.12,4,2.0,0.0,1.0,1.0,0.24,0.2,13.06,60.3
2950,14,53,3290,3,1.5,0.71,14,7.0,4.24,3,1.5,0.71,1.0,1.0,0.61,0.55,37.3,56.6
3075,13,18,832,8,4.0,2.83,8,4.0,2.83,8,4.0,2.83,1.0,1.0,0.39,0.46,9.78,194.02
3169,11,33,1988,5,2.5,0.71,9,4.5,3.54,5,2.5,0.71,0.89,0.96,0.5,0.58,11.58,141.6
3332,11,32,1961,6,3.0,1.41,11,5.5,0.71,6,3.0,1.41,0.96,0.94,0.56,0.5,29.08,75.28
3373,2,15,1059,2,1.0,0.0,2,1.0,0.0,2,1.0,0.0,1.0,1.0,0.46,0.38,63.68,49.0
3422,3,16,1171,2,1.0,0.0,3,1.5,0.71,3,1.5,0.71,1.0,1.0,0.36,0.42,3.9,54.5
3480,8,41,3061,5,2.5,0.71,8,4.0,0.0,6,3.0,0.0,1.0,1.0,0.46,0.55,1.91,80.38
3490,6,24,1713,2,1.0,0.0,6,3.0,2.83,2,1.0,0.0,1.0,1.0,0.7,0.64,46.34,60.3
3638,9,27,1768,4,2.0,0.0,9,4.5,3.54,4,2.0,0.0,1.0,1.0,0.52,0.51,22.32,106.6
3730,4,16,975,2,1.0,0.0,4,2.0,1.41,2,1.0,0.0,1.0,1.0,0.66,0.64,44.72,57.34
3806,14,49,2886,7,3.5,2.12,13,6.5,0.71,7,3.5,2.12,1.0,1.0,0.3,0.28,20.58,110.5
3863,8,18,1230,7,3.5,2.12,8,4.0,1.41,7,3.5,2.12,0.96,0.94,0.5,0.47,16.9,199.94
3869,9,34,2634,3,1.5,0.71,9,4.5,3.54,3,1.5,0.71,1.0,1.0,0.66,0.58,29.89,55.46
3931,13,34,1996,6,3.0,1.41,13,6.5,0.71,8,4.0,0.0,1.0,1.0,0.37,0.36,17.31,104.82
3938,11,19,2943,9,4.5,2.12,11,5.5,3.54,9,4.5,2.12,1.0,1.0,0.32,0.28,2.56,150.08
3986,5,13,708,4,2.0,0.0,5,2.5,0.71,5,2.5,0.71,1.0,1.0,0.54,0.55,14.34,170.17
4028,9,15,752,6,3.0,1.41,8,4.0,2.83,7,3.5,2.12,1.0,1.0,0.6,0.64,17.1,162.78
4069,8,11,960,8,4.0,1.41,8,4.0,1.41,8,4.0,1.41,0.7,0.56,0.44,0.39,10.54,166.54
4105,13,24,1254,7,3.5,0.71,12,6.0,1.41,10,5.0,0.0,1.0,1.0,0.5,0.52,14.96,162.92
4133,12,40,2575,5,2.5,2.12,12,6.0,7.07,6,3.0,2.83,1.0,1.0,0.66,0.64,41.55,93.59
4175,11,13,592,7,3.5,2.12,10,5.0,4.24,9,4.5,3.54,1.0,1.0,0.43,0.44,4.14,180.67
4267,8,12,566,8,4.0,1.41,8,4.0,1.41,8,4.0,1.41,0.93,0.94,0.17,0.16,0.01,119.34
4268,4,8,356,4,2.0,1.41,4,2.0,1.41,4,2.0,1.41,1.0,1.0,0.26,0.26,0.02,122.5
4269,21,64,5150,10,5.0,1.41,20,10.0,2.83,11,5.5,2.12,1.0,1.0,0.39,0.35,0.15,101.45
4270,13,18,848,11,3.67,1.15,12,4.0,1.73,12,4.0,1.73,0.93,0.94,0.19,0.18,0.06,105.89
4285,20,44,2451,9,4.5,0.71,16,8.0,4.24,9,4.5,0.71,1.0,1.0,0.47,0.46,16.77,164.46
4395,5,5,216,4,2.0,0.0,5,2.5,0.71,5,2.5,0.71,1.0,1.0,0.42,0.43,0.0,173.08
4397,11,12,594,9,3.0,1.0,10,3.33,1.15,11,3.67,1.53,0.92,0.87,0.47,0.43,0.0,130.68
4453,13,29,1604,9,4.5,0.71,12,6.0,2.83,10,5.0,1.41,1.0,1.0,0.38,0.4,12.2,182.53
4513,9,14,693,8,4.0,0.0,9,4.5,0.71,9,4.5,0.71,0.88,0.86,0.34,0.34,6.37,92.75
4576,5,7,316,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,1.0,1.0,0.35,0.33,0.01,90.58
4577,9,26,1546,8,4.0,2.83,9,4.5,2.12,8,4.0,2.83,0.94,0.96,0.29,0.24,21.15,102.84
4578,8,16,744,8,2.67,0.58,8,2.67,0.58,8,2.67,0.58,1.0,1.0,0.36,0.34,0.55,58.11
4579,10,14,662,9,3.0,1.73,10,3.33,2.08,9,3.0,1.73,0.82,0.83,0.29,0.27,0.67,74.42
4580,15,19,849,8,2.67,0.58,14,4.67,0.58,13,4.33,2.08,0.94,0.94,0.21,0.2,0.01,129.73
4581,12,16,720,9,3.0,0.0,12,4.0,1.0,11,3.67,1.15,1.0,1.0,0.26,0.25,0.0,127.49
4644,6,17,1056,5,2.5,2.12,6,3.0,1.41,5,2.5,2.12,0.96,0.96,0.52,0.48,23.76,86.25
4652,8,19,1614,5,2.5,0.71,7,3.5,2.12,7,3.5,2.12,0.94,0.81,0.46,0.4,16.14,120.0
4716,11,21,1418,7,3.5,0.71,11,5.5,0.71,9,4.5,0.71,1.0,1.0,0.32,0.36,0.05,163.78
4771,6,7,348,5,2.5,2.12,6,3.0,2.83,6,3.0,2.83,1.0,1.0,0.58,0.57,0.1,96.2
