id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
189,11,17,768,10,5.0,1.41,11,5.5,0.71,11,5.5,0.71,1.0,1.0,0.3,0.33,6.34,191.64
351,8,13,589,8,4.0,1.41,7,3.5,0.71,8,4.0,1.41,0.9,0.92,0.32,0.32,6.32,146.6
543,12,39,2123,8,4.0,2.83,12,6.0,0.0,8,4.0,2.83,1.0,1.0,0.38,0.38,22.26,103.08
648,6,17,820,6,3.0,1.41,6,3.0,1.41,6,3.0,1.41,1.0,1.0,0.26,0.28,7.95,148.88
658,6,20,962,4,2.0,0.0,6,3.0,0.0,4,2.0,0.0,1.0,1.0,0.31,0.26,7.31,119.66
1126,11,16,1317,8,4.0,0.0,11,5.5,0.71,10,5.0,0.0,0.81,0.86,0.24,0.18,0.59,150.51
1133,15,49,2897,6,3.0,1.41,15,7.5,0.71,6,3.0,1.41,1.0,1.0,0.34,0.32,4.37,76.72
1225,16,38,2384,7,3.5,0.71,14,7.0,2.83,7,3.5,0.71,0.98,0.98,0.36,0.31,3.42,121.5
1228,21,36,1830,9,4.5,2.12,21,10.5,3.54,11,5.5,2.12,0.98,0.98,0.48,0.5,1.56,123.52
1452,5,11,1069,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,1.0,1.0,0.36,0.29,1.26,139.16
1581,7,10,504,7,3.5,0.71,7,3.5,0.71,7,3.5,0.71,1.0,1.0,0.21,0.23,0.53,168.38
1646,6,12,847,5,2.5,2.12,6,3.0,2.83,6,3.0,2.83,1.0,1.0,0.6,0.57,1.72,115.4
1708,7,14,576,5,2.5,0.71,7,3.5,0.71,5,2.5,0.71,1.0,1.0,0.32,0.34,3.15,137.21
1738,17,40,3706,9,3.0,2.0,17,5.67,6.43,9,3.0,2.0,1.0,1.0,0.45,0.41,1.79,87.92
1868,19,25,1598,14,7.0,1.41,16,8.0,1.41,15,7.5,0.71,1.0,1.0,0.15,0.12,0.84,193.21
