id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
625,17,427,201319,7.0,3.0,11.0,1.0,1.0,0.39,0.1,9.31,152.59
626,3,16,2003,3.0,2.0,3.0,1.0,1.0,0.75,0.91,80.25,164.67
627,5,826,179569,5.0,4.0,5.0,0.02,0.03,0.95,0.93,15.9,174.8
628,11,6250,2631878,7.0,6.0,10.0,0.02,0.01,0.21,0.1,65.88,133.73
629,9,3125,487543,3.0,4.0,8.0,0.03,0.07,0.41,0.21,72.25,171.33
630,11,2264,318485,4.0,4.0,7.0,0.04,0.1,0.98,0.94,19.18,168.09
631,12,8148,2892796,6.0,5.0,9.0,0.01,0.01,0.16,0.03,46.66,144.0
632,10,4106,2714468,7.0,9.0,10.0,0.01,0.01,0.22,0.07,12.06,142.4
633,12,1295,284077,8.0,7.0,10.0,0.11,0.2,0.94,0.87,26.83,140.17
640,5,14,1119,4.0,5.0,5.0,0.93,0.97,0.43,0.45,12.07,146.4
661,5,1546,1310346,4.0,4.0,4.0,1.0,1.0,0.36,0.02,0.27,161.2
681,32,86769,73191554,7.0,6.0,7.0,0.0,0.0,0.35,0.04,27.94,226.44
682,16,170,26177,5.0,6.0,7.0,0.27,0.43,0.88,0.71,21.3,211.31
683,9,454,64774,5.0,5.0,5.0,0.19,0.28,0.33,0.35,26.04,158.0
684,22,983,227900,10.0,8.0,15.0,0.72,0.85,0.33,0.51,71.08,163.14
685,19,2464,1975856,10.0,7.0,17.0,0.33,0.11,0.8,0.95,116.62,156.05
686,11,12796,6716314,8.0,8.0,9.0,0.0,0.0,0.44,0.09,147.03,124.18
687,7,329,50130,5.0,4.0,7.0,0.12,0.24,0.95,0.89,71.82,113.86
688,11,24232,22044274,9.0,8.0,10.0,0.0,0.0,0.5,0.34,120.15,127.82
689,14,4594,2816053,10.0,8.0,11.0,0.02,0.01,0.61,0.92,134.59,158.07
690,17,14948,19136336,10.0,6.0,14.0,1.0,1.0,0.0,0.0,72.11,163.65
691,2,47,20435,2.0,2.0,2.0,1.0,1.0,0.38,0.39,61.7,83.5
692,4,25,6175,3.0,3.0,4.0,0.6,0.88,0.76,0.92,91.61,136.75
693,7,23,1860,3.0,3.0,6.0,0.09,0.05,0.22,0.13,23.1,202.29
694,9,37,3871,6.0,4.0,7.0,0.59,0.75,0.76,0.83,31.14,157.78
695,11,39,2744,5.0,6.0,9.0,0.44,0.43,0.26,0.17,40.66,190.91
696,8,512,28217,6.0,5.0,8.0,0.99,0.99,0.96,0.77,39.13,144.88
697,14,33553,35337270,8.0,7.0,12.0,1.0,1.0,0.19,0.01,43.22,190.5
699,8,41,5108,5.0,5.0,7.0,0.73,0.79,0.63,0.76,47.14,192.25
700,7,31,5171,6.0,6.0,7.0,0.77,0.87,0.68,0.85,53.6,213.71
701,2,31,17508,1.0,1.0,2.0,1.0,1.0,0.35,0.28,2.38,120.0
704,9,26,1804,3.0,4.0,5.0,0.15,0.1,0.38,0.27,19.08,221.67
