id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
4074,39,76668,75649109,7.0,3.0,26.0,1.0,1.0,0.31,0.01,6.16,109.26
4075,3,93,103995,2.0,2.0,2.0,1.0,1.0,0.1,0.01,1.12,119.67
4076,30,8644,10332666,2.0,2.0,2.0,1.0,1.0,0.16,0.01,2.05,120.4
4077,10,342,416855,3.0,2.0,4.0,1.0,1.0,0.14,0.02,16.37,109.4
4079,2,40,20790,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.54,123.0
4080,56,18668,20517532,5.0,4.0,9.0,1.0,1.0,0.2,0.01,0.09,116.43
4082,3,30,10280,2.0,2.0,3.0,1.0,1.0,0.4,0.26,90.3,164.0
4086,7,665,760711,3.0,3.0,7.0,1.0,1.0,0.17,0.01,4.35,128.57
4088,3,30,8303,3.0,3.0,3.0,1.0,1.0,0.5,0.35,0.07,138.33
4090,3,17,3740,2.0,2.0,3.0,1.0,1.0,0.76,0.9,0.26,162.33
4091,2,23,9929,2.0,2.0,2.0,1.0,1.0,0.52,0.27,0.42,87.5
4092,2,3,120,2.0,2.0,2.0,1.0,1.0,0.67,0.67,0.05,88.0
4094,3,31,4211,3.0,2.0,3.0,1.0,1.0,0.97,0.99,30.38,165.67
4101,2,60,25887,1.0,1.0,2.0,1.0,1.0,0.73,0.6,30.62,123.0
4102,5,25,1952,4.0,4.0,5.0,1.0,1.0,0.88,0.94,54.12,172.6
4104,3,9,367,3.0,3.0,3.0,1.0,1.0,0.78,0.78,90.06,209.67
4106,5,40,17614,5.0,4.0,5.0,0.52,0.62,0.2,0.18,0.18,158.6
4108,7,40,10011,6.0,5.0,6.0,1.0,1.0,0.3,0.2,47.26,137.0
4370,5,75,24951,3.0,2.0,5.0,1.0,1.0,0.53,0.32,0.34,146.6
4371,4,143,110581,3.0,2.0,4.0,1.0,1.0,0.34,0.07,0.36,151.75
4384,7,321,384652,3.0,3.0,3.0,1.0,1.0,0.14,0.01,1.79,112.86
4385,8,2750,2824352,6.0,5.0,8.0,1.0,1.0,0.27,0.01,16.12,177.88
4386,4,15,2019,2.0,2.0,2.0,1.0,1.0,0.87,0.96,0.18,152.0
4388,4,93,37504,4.0,1.0,4.0,1.0,1.0,0.57,0.48,19.1,108.0
4389,3,141,56314,3.0,2.0,3.0,1.0,1.0,0.45,0.09,90.19,165.67
4390,2,33,17037,2.0,2.0,2.0,1.0,1.0,0.58,0.57,64.53,185.0
4392,3,27,8937,3.0,3.0,3.0,1.0,1.0,0.52,0.27,2.54,140.33
4393,4,27,10501,3.0,4.0,4.0,1.0,1.0,0.89,0.99,7.72,116.5
4394,3,31,5431,2.0,1.0,2.0,1.0,1.0,0.81,0.48,19.07,166.0
4395,3,14,1550,2.0,3.0,3.0,1.0,1.0,0.86,0.95,20.02,205.67
4396,9,996,446344,4.0,1.0,9.0,0.19,0.11,0.94,0.98,106.93,130.56
4397,6,79,33318,4.0,3.0,5.0,1.0,1.0,0.63,0.54,11.33,129.67
5238,14,891,412366,5.0,3.0,10.0,1.0,1.0,0.65,0.09,4.78,121.57
5239,19,2856,3315882,8.0,4.0,15.0,1.0,1.0,0.17,0.01,4.76,102.84
5241,5,81,20472,5.0,3.0,5.0,1.0,1.0,0.51,0.27,27.68,162.6
5242,6,113,59479,3.0,2.0,4.0,1.0,1.0,0.34,0.36,93.48,180.67
5244,4,22,2384,4.0,3.0,4.0,1.0,1.0,0.86,0.9,0.11,136.0
5245,5,196,32307,5.0,3.0,5.0,1.0,1.0,0.47,0.59,140.81,160.0
5248,6,65,20394,5.0,4.0,6.0,0.63,0.45,0.48,0.23,31.84,154.0
5249,11,146,30676,5.0,3.0,11.0,0.91,0.84,0.56,0.45,72.85,122.0
5250,5,34,2688,5.0,3.0,5.0,1.0,1.0,0.79,0.87,83.18,133.4
5251,4,17,753,4.0,3.0,4.0,1.0,1.0,0.59,0.54,59.87,186.75
12812,3,3,160,3.0,3.0,3.0,0.33,0.25,0.33,0.49,0.0,247.67
22353,6,2995,3291269,1.0,1.0,1.0,1.0,1.0,0.23,0.01,0.1,123.0
22354,28,15774,16239401,5.0,2.0,16.0,1.0,1.0,0.28,0.01,4.61,127.18
22355,19,2640,3681739,10.0,5.0,10.0,1.0,1.0,0.01,0.0,12.81,106.89
22356,24,1674,75712,5.0,3.0,6.0,1.0,1.0,1.0,0.97,1.08,125.29
22359,5,482,433117,5.0,1.0,5.0,1.0,1.0,0.32,0.05,39.81,149.4
22360,8,1174,930843,5.0,1.0,7.0,0.16,0.11,0.27,0.04,47.64,139.62
22361,22,887,476421,13.0,1.0,20.0,0.75,0.82,0.43,0.2,54.76,106.05
22362,6,53,5976,6.0,2.0,6.0,0.68,0.26,0.7,0.87,135.17,139.83
22363,12,818,605946,11.0,4.0,12.0,0.97,0.99,0.29,0.06,75.7,155.08
22364,5,38,6032,4.0,1.0,5.0,0.74,0.22,0.47,0.54,174.04,136.0
22367,3,5,212,2.0,2.0,3.0,1.0,1.0,0.4,0.38,0.01,95.33
22372,4,41,3823,4.0,3.0,4.0,1.0,1.0,0.95,0.98,67.7,136.5
22373,3,51,17653,3.0,2.0,3.0,1.0,1.0,0.25,0.13,84.37,96.0
22375,8,144,50525,5.0,2.0,8.0,0.81,0.74,0.54,0.39,44.49,138.0
22376,7,74,26203,6.0,4.0,7.0,0.92,0.89,0.43,0.34,80.05,112.43
22377,13,901,577025,9.0,3.0,13.0,0.87,0.97,0.49,0.12,95.9,155.31
22378,10,162,101422,6.0,8.0,6.0,0.96,0.99,0.31,0.1,40.21,161.7
22379,7,119,32898,4.0,2.0,7.0,1.0,1.0,0.41,0.25,54.03,159.14
22380,9,289,165570,8.0,4.0,9.0,1.0,1.0,0.23,0.03,99.28,141.0
22381,18,1963,1038854,14.0,2.0,18.0,1.0,1.0,0.25,0.11,83.67,111.67
22382,4,44,10276,3.0,1.0,4.0,1.0,1.0,0.82,0.96,115.29,123.5
22383,7,127,41291,4.0,3.0,6.0,0.81,0.73,0.66,0.72,117.92,151.43
22384,12,200,52457,9.0,4.0,12.0,0.81,0.84,0.64,0.58,66.98,112.08
22385,4,44,10718,4.0,3.0,4.0,1.0,1.0,0.61,0.77,138.83,84.25
22387,5,293,232162,4.0,2.0,5.0,0.18,0.07,0.04,0.01,41.24,122.8
22388,3,12,7944,2.0,2.0,2.0,1.0,1.0,0.58,0.88,0.08,165.33
22389,6,100,35484,5.0,4.0,6.0,0.47,0.15,0.66,0.31,16.7,153.0
22390,3,107,26352,2.0,1.0,3.0,1.0,1.0,0.35,0.17,210.5,100.0
22517,5,35,16186,5.0,4.0,5.0,0.97,1.0,0.26,0.08,0.05,197.0
22518,15,339,120158,8.0,4.0,15.0,0.83,0.94,0.5,0.29,67.9,165.67
22519,2,35,15745,2.0,1.0,2.0,0.54,0.55,0.17,0.11,45.03,93.0
22526,5,185,141052,5.0,3.0,5.0,1.0,1.0,0.29,0.04,16.28,160.8
22527,7,2128,1957389,5.0,2.0,7.0,0.02,0.0,0.18,0.06,47.58,102.71
22530,12,276,102793,7.0,3.0,11.0,0.73,0.91,0.66,0.36,33.87,155.0
22812,14,176,72166,5.0,2.0,9.0,1.0,1.0,0.52,0.28,10.12,114.86
22813,15,198,56338,11.0,5.0,15.0,0.99,0.99,0.32,0.14,64.15,139.93
22814,12,408,198694,6.0,2.0,11.0,0.94,0.94,0.39,0.1,57.78,133.83
22821,21,1365,1377282,4.0,2.0,10.0,0.99,0.99,0.28,0.17,0.8,122.57
22822,11,151,49031,9.0,4.0,11.0,0.9,0.87,0.34,0.24,45.93,140.45
22823,7,194,233346,5.0,4.0,5.0,0.93,0.99,0.09,0.05,1.1,149.86
23213,12,120,65623,4.0,3.0,5.0,1.0,1.0,0.4,0.16,0.14,117.25
23214,1,13,2700,1.0,1.0,1.0,1.0,1.0,0.54,0.8,0.02,123.0
23215,13,147,51987,6.0,3.0,11.0,1.0,1.0,0.51,0.29,8.52,107.31
