id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
7587,3,7,360,3.0,3.0,3.0,1.0,1.0,0.71,0.77,21.4,187.0
7681,7,16,1014,5.0,7.0,7.0,0.94,0.95,0.06,0.04,8.65,194.29
7751,5,8,388,5.0,5.0,5.0,1.0,1.0,0.5,0.56,12.63,134.8
7764,6,6,252,5.0,5.0,5.0,1.0,1.0,0.17,0.16,0.0,125.33
7767,2,2,92,2.0,2.0,2.0,0.5,0.48,0.5,0.48,0.0,59.5
7840,4,11,596,3.0,4.0,4.0,1.0,1.0,0.36,0.36,15.83,200.5
7841,6,22,1324,3.0,6.0,3.0,1.0,1.0,0.36,0.33,23.76,119.33
7908,1,3,124,1.0,1.0,1.0,1.0,1.0,0.33,0.35,0.13,250.0
8005,7,16,823,5.0,7.0,5.0,1.0,1.0,0.25,0.26,19.63,165.71
8033,4,7,284,3.0,4.0,4.0,1.0,1.0,0.14,0.15,0.01,252.5
8042,2,7,611,2.0,2.0,2.0,1.0,1.0,0.29,0.18,3.31,152.5
8060,2,11,579,2.0,2.0,2.0,1.0,1.0,0.36,0.28,16.03,251.0
8117,4,5,216,4.0,4.0,4.0,1.0,1.0,0.4,0.43,0.01,204.5
8142,5,11,560,4.0,5.0,5.0,1.0,1.0,0.73,0.77,25.28,93.4
8143,3,9,2408,3.0,3.0,3.0,1.0,1.0,0.22,0.03,5.26,117.67
8187,2,2,84,2.0,2.0,2.0,1.0,1.0,0.5,0.52,0.0,157.5
8194,4,11,605,3.0,3.0,3.0,0.91,0.85,0.36,0.36,15.83,200.5
8238,5,11,895,4.0,5.0,5.0,0.91,0.87,0.36,0.24,14.45,171.4
8298,5,8,336,5.0,5.0,5.0,1.0,1.0,0.12,0.13,0.01,170.6
8321,5,8,424,4.0,4.0,4.0,1.0,1.0,0.12,0.14,0.23,134.4
8382,1,3,124,1.0,1.0,1.0,1.0,1.0,0.33,0.35,0.25,243.0
8455,1,1,52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,62.0
8661,5,12,811,4.0,5.0,4.0,1.0,1.0,0.33,0.27,17.25,135.4
8687,1,4,224,1.0,1.0,1.0,1.0,1.0,0.25,0.27,0.26,57.0
8721,2,2,88,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.0,157.5
8726,5,5,228,5.0,5.0,5.0,1.0,1.0,0.2,0.26,0.0,173.2
8753,2,5,276,2.0,2.0,2.0,1.0,1.0,0.8,0.78,31.6,59.5
8803,2,6,845,1.0,2.0,2.0,0.83,0.92,0.5,0.15,31.68,117.0
8805,4,7,344,4.0,4.0,4.0,1.0,1.0,0.57,0.63,15.87,100.25
8958,2,7,615,2.0,2.0,2.0,1.0,1.0,0.29,0.18,3.09,51.0
8975,6,7,336,6.0,6.0,6.0,1.0,1.0,0.14,0.13,0.17,119.17
9020,3,3,124,3.0,3.0,3.0,1.0,1.0,0.33,0.35,0.0,189.33
9021,7,16,1082,5.0,7.0,6.0,1.0,1.0,0.31,0.46,0.06,139.86
9063,5,11,577,4.0,5.0,5.0,1.0,1.0,0.18,0.19,1.8,174.2
9133,3,9,731,3.0,3.0,3.0,1.0,1.0,0.22,0.15,0.92,120.33
9134,4,6,237,4.0,4.0,4.0,0.83,0.88,0.17,0.19,0.01,215.5
9156,4,9,697,4.0,4.0,4.0,1.0,1.0,0.56,0.71,0.46,53.75
9199,4,5,244,4.0,4.0,4.0,1.0,1.0,0.2,0.18,0.25,155.25
9200,3,9,476,2.0,3.0,2.0,1.0,1.0,0.89,0.91,42.19,56.0
9230,2,8,458,1.0,2.0,2.0,1.0,1.0,0.5,0.47,34.6,60.0
9248,3,12,692,1.0,2.0,2.0,1.0,1.0,0.67,0.62,44.14,60.67
9257,5,5,202,5.0,5.0,5.0,0.8,0.83,0.2,0.22,0.0,135.8
9334,6,22,1136,4.0,6.0,5.0,1.0,1.0,0.32,0.33,10.56,120.33
9354,9,17,1119,7.0,9.0,8.0,1.0,1.0,0.18,0.15,1.06,142.33
9364,1,4,164,1.0,1.0,1.0,1.0,1.0,0.25,0.27,0.07,254.0
9400,2,4,176,2.0,2.0,2.0,1.0,1.0,0.75,0.75,31.61,154.5
9409,2,8,412,2.0,2.0,2.0,1.0,1.0,0.88,0.9,31.64,59.5
9606,3,6,248,2.0,3.0,3.0,1.0,1.0,0.17,0.18,0.02,253.33
9693,2,5,268,2.0,2.0,2.0,1.0,1.0,0.2,0.22,1.51,156.0
9734,4,12,878,4.0,4.0,4.0,1.0,1.0,0.33,0.5,0.81,202.75
9780,6,12,642,4.0,5.0,5.0,1.0,1.0,0.33,0.34,11.53,119.33
