id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
48,3,4,168,3.0,3.0,3.0,1.0,1.0,0.25,0.24,0.0,116.33
297,3,7,480,3.0,3.0,3.0,1.0,1.0,0.71,0.82,0.04,185.67
298,6,106,30446,4.0,3.0,6.0,1.0,1.0,0.35,0.23,73.96,66.17
299,2,12,1996,2.0,2.0,2.0,1.0,1.0,0.92,0.98,0.05,154.5
301,3,3,121,3.0,3.0,3.0,1.0,1.0,0.33,0.34,0.0,182.0
302,9,366,125711,7.0,3.0,8.0,1.0,1.0,0.51,0.53,14.63,102.33
465,4,148,12676,4.0,1.0,4.0,1.0,1.0,0.86,0.6,23.41,58.75
466,14,495,207251,11.0,3.0,12.0,1.0,1.0,0.45,0.25,64.65,58.21
467,3,36,5063,3.0,2.0,3.0,1.0,1.0,0.97,0.99,41.4,124.33
468,6,431,373607,5.0,3.0,6.0,1.0,1.0,0.87,0.92,43.5,58.5
469,3,51,20429,3.0,2.0,3.0,1.0,1.0,0.35,0.17,3.42,143.0
470,3,70,18537,2.0,2.0,2.0,1.0,1.0,0.47,0.29,32.49,123.33
471,4,6,520,4.0,4.0,4.0,1.0,1.0,0.33,0.35,0.02,152.25
749,6,76,32001,4.0,2.0,5.0,1.0,1.0,0.26,0.15,0.33,109.0
1124,3,30,2091,1.0,1.0,2.0,1.0,1.0,0.5,0.44,0.07,60.0
1125,4,13,821,4.0,4.0,4.0,1.0,1.0,0.38,0.37,0.02,153.75
1126,7,40,8162,6.0,5.0,7.0,0.98,0.99,0.48,0.27,0.12,142.29
1436,7,7,280,2.0,3.0,3.0,1.0,1.0,0.14,0.14,0.0,220.29
2375,3,36,8796,3.0,3.0,3.0,1.0,1.0,0.5,0.26,57.09,119.33
2376,16,542,279541,10.0,4.0,12.0,1.0,1.0,0.43,0.14,32.47,83.69
2377,9,153,23816,7.0,5.0,8.0,1.0,1.0,0.25,0.17,34.53,129.56
2378,13,267,87414,8.0,4.0,13.0,1.0,1.0,0.38,0.12,61.24,117.77
2412,7,40,11864,4.0,4.0,6.0,1.0,1.0,0.5,0.31,1.73,113.29
2413,14,518,110331,12.0,3.0,13.0,1.0,1.0,0.72,0.3,56.11,73.5
2414,13,549,455817,8.0,3.0,10.0,1.0,1.0,0.24,0.03,25.4,74.46
2415,20,1415,859449,11.0,3.0,17.0,1.0,1.0,0.43,0.06,85.71,82.5
2416,13,727,454900,7.0,2.0,9.0,1.0,1.0,0.45,0.07,31.35,87.69
2417,23,1911,614642,8.0,2.0,11.0,1.0,1.0,0.74,0.16,60.08,67.22
2418,11,565,289123,8.0,4.0,11.0,1.0,1.0,0.48,0.18,62.09,94.27
2419,18,1936,1351205,7.0,5.0,10.0,1.0,1.0,0.44,0.04,27.78,102.56
2420,19,1183,126849,11.0,4.0,16.0,1.0,1.0,0.87,0.54,48.53,82.47
2421,22,2220,2327791,14.0,2.0,15.0,1.0,1.0,0.11,0.01,55.33,67.05
