id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
7577,3,6,244,2.0,2.0,2.0,1.0,1.0,0.17,0.18,0.01,252.67
7674,3,9,633,3.0,3.0,3.0,0.89,0.65,0.78,0.59,21.07,141.67
7722,6,11,589,5.0,5.0,6.0,0.82,0.88,0.09,0.07,0.67,86.5
7742,3,5,212,3.0,3.0,3.0,1.0,1.0,0.2,0.21,0.05,160.67
7936,3,9,460,2.0,3.0,3.0,1.0,1.0,0.78,0.81,21.06,118.33
7987,3,3,128,3.0,3.0,3.0,1.0,1.0,0.33,0.34,0.0,118.67
7989,3,9,472,2.0,3.0,2.0,1.0,1.0,0.89,0.92,42.23,124.33
8137,2,8,673,1.0,2.0,1.0,1.0,1.0,0.62,0.73,3.05,60.0
8172,3,5,272,3.0,3.0,3.0,1.0,1.0,0.4,0.41,0.37,122.67
8182,4,7,344,4.0,4.0,4.0,1.0,1.0,0.57,0.63,15.8,202.5
8200,7,16,1247,6.0,6.0,6.0,1.0,1.0,0.31,0.4,0.06,134.86
8283,1,3,128,1.0,1.0,1.0,1.0,1.0,0.33,0.34,0.1,245.0
8382,3,5,212,2.0,3.0,3.0,1.0,1.0,0.2,0.21,0.07,109.67
8417,2,13,1500,2.0,2.0,2.0,1.0,1.0,0.38,0.46,8.33,54.0
8430,1,2,84,1.0,1.0,1.0,1.0,1.0,0.5,0.52,0.01,62.0
8491,4,6,256,4.0,3.0,4.0,1.0,1.0,0.17,0.17,0.03,192.75
8540,4,13,655,3.0,4.0,4.0,1.0,1.0,0.38,0.35,0.09,203.5
8563,2,7,388,1.0,2.0,1.0,1.0,1.0,0.57,0.58,31.88,60.5
8573,4,10,787,3.0,4.0,4.0,1.0,1.0,0.4,0.27,18.07,156.5
8605,3,7,384,3.0,3.0,3.0,1.0,1.0,0.14,0.11,5.21,54.67
8681,2,6,308,2.0,2.0,2.0,1.0,1.0,0.83,0.87,22.72,155.0
8722,3,6,300,2.0,3.0,3.0,1.0,1.0,0.83,0.87,21.2,125.67
8734,5,20,1142,3.0,5.0,5.0,1.0,1.0,0.2,0.19,27.05,58.4
8744,3,5,204,1.0,2.0,2.0,1.0,1.0,0.2,0.22,0.01,189.33
8775,3,3,172,2.0,2.0,2.0,1.0,1.0,0.33,0.35,0.0,122.67
8870,4,13,680,2.0,4.0,3.0,1.0,1.0,0.23,0.26,15.91,155.0
8923,5,7,280,5.0,5.0,5.0,0.86,0.9,0.14,0.16,0.02,211.6
8964,4,6,244,3.0,4.0,4.0,1.0,1.0,0.17,0.18,0.03,251.0
9067,4,6,252,4.0,4.0,4.0,1.0,1.0,0.17,0.17,0.03,198.5
9077,3,9,472,2.0,3.0,3.0,1.0,1.0,0.89,0.92,42.13,125.67
9090,1,10,983,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.37,46.0
9139,2,4,417,2.0,2.0,2.0,1.0,1.0,0.25,0.66,2.48,156.0
9187,1,1,44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,62.0
9216,4,9,370,4.0,4.0,4.0,0.89,0.92,0.56,0.59,3.82,201.5
9217,3,9,499,2.0,3.0,3.0,1.0,1.0,0.44,0.43,23.1,122.67
9324,2,5,256,2.0,2.0,2.0,1.0,1.0,0.8,0.84,22.77,157.5
9388,3,6,264,3.0,3.0,3.0,1.0,1.0,0.17,0.17,0.02,188.33
9404,5,18,878,3.0,5.0,3.0,1.0,1.0,0.11,0.1,0.98,91.0
9411,2,9,486,2.0,2.0,2.0,1.0,1.0,0.44,0.44,31.69,50.5
9472,4,9,708,3.0,4.0,3.0,1.0,1.0,0.56,0.71,1.17,100.75
9561,3,11,860,2.0,3.0,2.0,1.0,1.0,0.45,0.31,27.19,121.0
9584,2,11,839,2.0,2.0,2.0,1.0,1.0,0.45,0.34,32.23,146.5
9632,4,7,403,4.0,4.0,4.0,0.86,0.74,0.57,0.54,15.8,105.5
9725,5,5,204,5.0,5.0,5.0,1.0,1.0,0.2,0.22,0.0,212.2
9750,1,5,268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.65,62.0
9765,1,5,493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24,62.0
9780,3,3,170,2.0,3.0,3.0,0.67,0.49,0.33,0.26,0.0,122.0
9908,3,6,244,2.0,3.0,3.0,1.0,1.0,0.17,0.18,0.01,253.33
9976,3,5,216,3.0,3.0,3.0,1.0,1.0,0.6,0.61,21.06,186.67
10085,5,14,732,3.0,5.0,5.0,1.0,1.0,0.86,0.89,37.92,136.4
10096,4,5,236,4.0,4.0,4.0,1.0,1.0,0.4,0.47,0.78,201.75
10150,3,7,392,2.0,3.0,3.0,1.0,1.0,0.29,0.29,2.4,125.0
10202,4,4,180,4.0,4.0,4.0,1.0,1.0,0.25,0.33,0.0,201.25
10214,3,3,140,3.0,3.0,3.0,1.0,1.0,0.33,0.43,0.0,185.67
10278,7,24,1545,2.0,7.0,2.0,1.0,1.0,0.21,0.18,13.47,82.86
10279,3,17,1042,2.0,3.0,2.0,1.0,1.0,0.47,0.41,42.15,119.67
10353,10,34,2242,3.0,7.0,3.0,1.0,1.0,0.38,0.31,20.36,131.5
10473,4,4,181,4.0,4.0,4.0,0.75,0.77,0.25,0.33,0.0,155.0
10485,4,17,1126,4.0,4.0,4.0,1.0,1.0,0.41,0.33,15.79,152.5
10491,2,2,104,2.0,2.0,2.0,1.0,1.0,0.5,0.58,0.0,53.5
10550,5,53,2124,3.0,5.0,5.0,1.0,1.0,0.02,0.02,59.66,124.4
10590,3,12,648,1.0,3.0,3.0,1.0,1.0,1.0,1.0,63.22,62.0
10641,4,7,284,4.0,4.0,4.0,1.0,1.0,0.14,0.15,0.01,201.75
10646,6,9,420,5.0,5.0,5.0,1.0,1.0,0.44,0.51,10.57,218.83
10682,4,5,252,3.0,4.0,3.0,1.0,1.0,0.6,0.68,0.78,155.25
10736,3,7,573,3.0,3.0,3.0,1.0,1.0,0.71,0.86,1.02,185.0
10753,3,6,296,3.0,3.0,3.0,1.0,1.0,0.67,0.73,21.06,186.33
10756,4,11,579,4.0,4.0,4.0,1.0,1.0,0.36,0.37,15.84,148.0
10757,3,6,248,3.0,3.0,3.0,1.0,1.0,0.17,0.18,0.02,184.0
10926,4,10,512,3.0,4.0,3.0,1.0,1.0,0.8,0.84,31.61,154.5
10967,2,14,1142,1.0,2.0,1.0,1.0,1.0,0.36,0.43,2.31,59.0
10989,2,7,304,2.0,2.0,2.0,1.0,1.0,0.71,0.72,7.62,248.5
11029,5,8,400,3.0,5.0,4.0,1.0,1.0,0.12,0.11,12.67,136.8
11037,6,12,706,4.0,6.0,6.0,1.0,1.0,0.17,0.12,3.61,216.0
11052,3,6,300,3.0,3.0,3.0,1.0,1.0,0.67,0.72,21.14,119.0
11065,6,6,248,4.0,6.0,6.0,1.0,1.0,0.17,0.18,0.0,186.17
11077,6,15,1219,3.0,3.0,3.0,1.0,1.0,0.33,0.41,0.07,218.33
11087,3,4,192,2.0,2.0,2.0,1.0,1.0,0.5,0.58,1.05,189.33
11094,2,4,168,2.0,2.0,2.0,1.0,1.0,0.25,0.26,0.06,155.0
11123,3,6,248,3.0,3.0,3.0,1.0,1.0,0.17,0.18,0.01,183.33
11134,6,7,308,5.0,6.0,6.0,1.0,1.0,0.14,0.19,0.0,153.33
11149,5,15,644,5.0,5.0,5.0,1.0,1.0,0.07,0.07,17.59,169.6
11215,3,6,252,3.0,3.0,3.0,1.0,1.0,0.67,0.68,21.11,189.33
11243,6,15,799,4.0,6.0,6.0,1.0,1.0,0.53,0.54,22.06,122.67
11297,3,3,144,3.0,3.0,3.0,1.0,1.0,0.33,0.31,0.0,121.33
11365,3,4,204,2.0,3.0,3.0,1.0,1.0,0.5,0.55,0.14,123.33
11380,9,21,1129,7.0,9.0,7.0,1.0,1.0,0.48,0.57,0.39,119.44
11391,8,12,805,7.0,8.0,8.0,1.0,1.0,0.42,0.61,0.03,177.88
11453,2,2,100,2.0,2.0,2.0,1.0,1.0,0.5,0.6,0.0,157.5
11472,4,14,793,3.0,4.0,4.0,0.93,0.84,0.57,0.53,20.64,148.75
11475,5,5,208,4.0,4.0,4.0,1.0,1.0,0.2,0.19,0.0,207.0
11553,4,11,580,3.0,4.0,3.0,1.0,1.0,0.18,0.19,15.01,122.0
11582,1,5,493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,62.0
11607,6,8,372,5.0,5.0,5.0,1.0,1.0,0.38,0.44,10.52,184.33
11797,2,5,276,2.0,2.0,2.0,1.0,1.0,0.2,0.22,0.0,58.0
11824,1,1,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,62.0
