id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
28,19,4702,4852899,8.0,5.0,16.0,1.0,1.0,0.3,0.02,3.8,113.79
31,1,51,2961,1.0,1.0,1.0,1.0,1.0,0.49,0.5,289.04,122.0
37,5,62,3994,4.0,4.0,5.0,1.0,1.0,0.58,0.64,61.79,120.4
38,6,10,435,6.0,6.0,6.0,1.0,1.0,0.2,0.18,0.04,194.5
40,5,56,3169,4.0,3.0,4.0,1.0,1.0,0.48,0.49,116.26,77.8
41,4,8,324,3.0,3.0,4.0,1.0,1.0,0.25,0.25,0.01,133.5
45,3,3,625,3.0,3.0,3.0,0.67,0.14,0.33,0.07,0.0,143.67
56,5,36,9689,4.0,5.0,5.0,1.0,1.0,0.44,0.39,0.14,184.4
58,2,51,2961,1.0,1.0,1.0,1.0,1.0,0.49,0.5,290.42,89.5
67,6,28,9360,3.0,5.0,5.0,1.0,1.0,0.36,0.12,10.41,228.17
68,16,273,86916,7.0,4.0,13.0,1.0,1.0,0.56,0.16,3.76,104.06
69,11,414,363899,7.0,2.0,11.0,1.0,1.0,0.28,0.07,22.84,122.45
70,1,27,9904,1.0,1.0,1.0,1.0,1.0,0.48,0.43,126.85,122.0
73,3,54,42862,3.0,2.0,3.0,1.0,1.0,0.3,0.11,8.62,137.33
74,17,1627,1596802,8.0,6.0,11.0,1.0,1.0,0.25,0.03,155.81,153.71
75,4,91,22596,2.0,1.0,4.0,1.0,1.0,0.68,0.21,174.61,123.0
76,4,132,63435,3.0,2.0,4.0,1.0,1.0,0.66,0.66,178.57,154.25
77,2,52,2997,2.0,2.0,2.0,0.98,0.99,0.48,0.5,149.06,57.5
78,2,40,13558,2.0,2.0,2.0,1.0,1.0,0.5,0.56,0.43,187.5
79,4,48,4079,4.0,3.0,4.0,1.0,1.0,0.5,0.63,44.08,119.0
81,3,40,4538,3.0,2.0,3.0,1.0,1.0,0.28,0.6,85.87,141.67
83,6,29,4010,5.0,4.0,6.0,1.0,1.0,0.86,0.92,0.13,130.33
87,6,15,3752,6.0,5.0,6.0,1.0,1.0,0.13,0.03,1.62,174.83
89,1,3,388,1.0,1.0,1.0,1.0,1.0,0.67,0.46,0.08,122.0
90,4,16,1754,4.0,3.0,4.0,1.0,1.0,0.56,0.4,15.01,106.0
94,6,32,1800,6.0,5.0,6.0,0.97,0.96,0.84,0.87,49.71,173.67
99,5,27,1535,4.0,5.0,5.0,1.0,1.0,0.85,0.89,56.82,183.0
102,3,15,1073,3.0,3.0,3.0,1.0,1.0,0.87,0.9,0.27,207.33
103,2,25,1464,2.0,1.0,2.0,1.0,1.0,0.96,0.96,138.05,122.0
106,3,4,204,3.0,3.0,3.0,0.75,0.65,0.25,0.2,0.01,207.67
115,4,15,1686,4.0,4.0,4.0,1.0,1.0,0.53,0.39,15.02,187.75
117,5,5,205,4.0,5.0,5.0,1.0,1.0,0.2,0.2,0.0,182.2
119,3,7,411,3.0,3.0,3.0,1.0,1.0,0.71,0.81,20.39,207.67
185,5,19,5870,5.0,5.0,5.0,1.0,1.0,0.42,0.18,2.07,114.8
188,4,22,10686,3.0,4.0,4.0,1.0,1.0,0.45,0.32,0.18,217.75
194,3,16,1113,3.0,3.0,3.0,1.0,1.0,0.88,0.9,0.04,132.0
196,3,47,2880,3.0,3.0,3.0,1.0,1.0,0.38,0.38,81.2,112.33
211,3,31,1809,3.0,2.0,3.0,1.0,1.0,0.13,0.16,96.43,75.0
212,24,2266,2095319,7.0,4.0,20.0,1.0,1.0,0.33,0.09,13.53,131.54
213,7,280,133191,4.0,4.0,7.0,1.0,1.0,0.48,0.06,6.31,155.29
215,5,26,5459,4.0,4.0,4.0,0.92,0.99,0.46,0.33,0.04,156.4
216,5,61,17318,4.0,2.0,5.0,0.98,1.0,0.48,0.16,36.95,132.4
219,5,39,13202,2.0,1.0,3.0,1.0,1.0,0.23,0.08,0.99,104.0
221,3,42,12708,1.0,1.0,2.0,1.0,1.0,0.55,0.31,0.4,119.0
223,1,27,8193,1.0,1.0,1.0,1.0,1.0,0.48,0.32,2.6,122.0
224,1,1,41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,122.0
225,5,54,3132,4.0,4.0,4.0,1.0,1.0,0.93,0.95,115.51,159.0
245,7,49,6803,6.0,5.0,6.0,1.0,1.0,0.24,0.26,39.71,154.29
246,3,3,121,3.0,3.0,3.0,1.0,1.0,0.33,0.34,0.0,208.67
248,2,30,9263,1.0,1.0,2.0,1.0,1.0,0.53,0.4,0.39,122.0
249,5,25,5436,4.0,4.0,4.0,1.0,1.0,0.48,0.33,0.06,171.8
254,5,6,343,5.0,5.0,5.0,1.0,1.0,0.33,0.52,0.02,223.2
255,5,16,1957,4.0,4.0,4.0,0.94,0.98,0.75,0.92,0.04,169.6
260,5,52,2978,4.0,4.0,4.0,1.0,1.0,0.44,0.46,112.68,147.4
266,7,8314,12044665,6.0,3.0,7.0,1.0,1.0,0.0,0.0,62.25,114.14
268,4,46,19546,4.0,4.0,4.0,1.0,1.0,0.46,0.67,0.31,218.5
270,4,13,1098,4.0,4.0,4.0,1.0,1.0,0.46,0.49,15.0,165.25
271,5,29,4995,3.0,3.0,5.0,1.0,1.0,0.9,0.98,0.16,130.4
272,3,30,18495,2.0,2.0,3.0,1.0,1.0,0.43,0.16,0.24,162.33
274,4,24,8111,4.0,4.0,4.0,1.0,1.0,0.46,0.34,0.05,218.25
278,3,4,164,3.0,3.0,3.0,1.0,1.0,0.5,0.49,0.01,163.33
279,4,38,8245,3.0,3.0,4.0,1.0,1.0,0.66,0.56,2.06,134.5
281,6,76,12134,3.0,2.0,5.0,1.0,1.0,0.38,0.27,50.68,97.67
283,7,65,16546,5.0,5.0,6.0,1.0,1.0,0.4,0.23,1.07,166.29
285,6,16,1396,6.0,6.0,6.0,0.88,0.91,0.62,0.78,4.78,161.5
287,2,20,9011,2.0,2.0,2.0,1.0,1.0,0.4,0.11,0.04,82.5
289,6,61,8149,6.0,5.0,6.0,1.0,1.0,0.75,0.54,52.77,139.33
291,2,24,9199,2.0,2.0,2.0,1.0,1.0,0.42,0.12,9.9,183.5
294,5,56,3169,4.0,3.0,4.0,0.98,0.99,0.48,0.49,115.04,122.2
295,4,6,512,4.0,4.0,4.0,1.0,1.0,0.33,0.35,0.02,215.75
304,5,47,12687,5.0,3.0,5.0,1.0,1.0,0.72,0.37,33.19,173.4
307,5,20,3878,5.0,5.0,5.0,1.0,1.0,0.8,0.96,0.19,223.0
308,9,49,33669,8.0,7.0,8.0,1.0,1.0,0.18,0.03,0.26,168.56
