id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
7535,6,14,791,4.0,6.0,4.0,1.0,1.0,0.21,0.21,14.16,121.0
7600,11,15,724,5.0,8.0,8.0,1.0,1.0,0.07,0.08,1.38,196.64
7625,5,6,333,4.0,4.0,4.0,1.0,1.0,0.17,0.13,0.2,174.6
7657,2,5,264,2.0,2.0,2.0,1.0,1.0,0.2,0.23,0.01,54.0
7727,4,8,454,3.0,4.0,3.0,1.0,1.0,0.25,0.25,2.35,157.0
7754,3,3,128,3.0,3.0,3.0,1.0,1.0,0.33,0.34,0.0,123.33
7879,2,5,204,2.0,2.0,2.0,1.0,1.0,0.2,0.22,0.01,249.5
7890,4,13,903,3.0,4.0,3.0,1.0,1.0,0.31,0.24,17.88,153.5
7943,3,11,815,3.0,3.0,3.0,1.0,1.0,0.36,0.27,21.47,115.0
7958,4,7,348,2.0,4.0,4.0,0.86,0.89,0.14,0.17,0.05,99.25
7982,6,9,366,5.0,6.0,6.0,0.89,0.89,0.11,0.12,0.01,220.17
8000,3,11,910,3.0,3.0,3.0,0.91,0.88,0.36,0.49,1.08,118.0
8002,4,4,172,4.0,4.0,4.0,1.0,1.0,0.25,0.26,0.0,149.75
8004,5,8,380,3.0,4.0,4.0,1.0,1.0,0.5,0.57,12.67,208.4
8134,3,8,376,3.0,3.0,3.0,1.0,1.0,0.38,0.35,1.62,121.67
8162,3,7,425,2.0,3.0,2.0,1.0,1.0,0.14,0.14,0.08,124.67
8208,5,9,452,3.0,4.0,3.0,1.0,1.0,0.67,0.73,9.13,131.0
8249,4,12,884,3.0,4.0,3.0,1.0,1.0,0.42,0.57,3.96,104.0
8441,3,3,155,3.0,3.0,3.0,0.67,0.54,0.33,0.28,0.0,184.0
8443,3,9,525,2.0,2.0,2.0,1.0,1.0,0.44,0.41,23.07,58.0
8513,3,6,526,3.0,3.0,3.0,1.0,1.0,0.67,0.84,1.04,120.0
8527,1,1,44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,62.0
8760,5,17,1296,2.0,5.0,4.0,1.0,1.0,0.29,0.37,1.53,98.0
8793,4,16,860,3.0,4.0,3.0,1.0,1.0,0.31,0.32,15.01,105.5
8794,3,8,435,2.0,3.0,3.0,0.88,0.92,0.25,0.26,0.55,53.33
8861,5,10,534,5.0,5.0,5.0,0.9,0.93,0.2,0.21,1.8,90.8
8892,7,13,959,6.0,7.0,6.0,0.92,0.87,0.38,0.52,0.88,111.43
8912,3,5,220,3.0,3.0,3.0,1.0,1.0,0.2,0.2,0.07,140.33
9030,4,11,580,3.0,4.0,3.0,1.0,1.0,0.18,0.19,15.06,154.75
9053,5,5,216,4.0,5.0,5.0,0.6,0.59,0.2,0.2,0.0,173.2
9081,8,17,890,5.0,7.0,7.0,1.0,1.0,0.47,0.49,16.56,77.62
9108,1,1,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,62.0
9156,4,4,168,4.0,4.0,4.0,1.0,1.0,0.25,0.26,0.0,102.75
9170,3,16,1332,2.0,3.0,2.0,1.0,1.0,0.31,0.36,5.14,117.0
9199,3,10,904,3.0,3.0,3.0,0.8,0.65,0.4,0.24,21.15,118.33
9235,2,2,84,2.0,2.0,2.0,1.0,1.0,0.5,0.52,0.0,58.5
9290,3,6,300,2.0,3.0,3.0,1.0,1.0,0.67,0.72,21.17,121.33
9323,3,12,1222,3.0,3.0,3.0,1.0,1.0,0.42,0.44,0.03,122.0
9340,2,4,164,2.0,2.0,2.0,1.0,1.0,0.25,0.27,0.05,248.5
9371,3,7,406,3.0,3.0,3.0,1.0,1.0,0.29,0.21,5.05,123.33
9396,2,3,132,2.0,2.0,2.0,1.0,1.0,0.67,0.7,0.02,157.5
9430,3,15,822,2.0,3.0,3.0,1.0,1.0,0.33,0.33,20.34,52.33
9451,7,30,1334,5.0,6.0,6.0,1.0,1.0,0.13,0.16,52.58,110.71
9478,4,6,272,4.0,4.0,4.0,1.0,1.0,0.17,0.16,0.01,170.75
9490,4,9,392,4.0,4.0,4.0,1.0,1.0,0.56,0.56,3.8,199.0
9559,3,9,516,2.0,2.0,2.0,1.0,1.0,0.44,0.42,23.06,121.33
9569,1,1,44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,62.0
9593,3,6,244,3.0,3.0,3.0,1.0,1.0,0.17,0.18,0.01,250.67
9651,4,7,292,4.0,4.0,4.0,1.0,1.0,0.14,0.15,0.01,101.75
9739,4,4,188,2.0,4.0,4.0,1.0,1.0,0.25,0.32,0.0,101.25
9836,8,9,384,7.0,8.0,8.0,1.0,1.0,0.11,0.14,0.0,157.12
9949,2,11,855,1.0,1.0,1.0,1.0,1.0,0.45,0.56,0.18,60.5
9955,2,8,446,1.0,2.0,1.0,1.0,1.0,0.5,0.48,34.6,60.0
9964,3,4,192,3.0,3.0,3.0,1.0,1.0,0.5,0.58,0.09,186.67
9977,2,2,84,2.0,2.0,2.0,1.0,1.0,0.5,0.52,0.0,154.0
10017,3,5,244,3.0,3.0,3.0,1.0,1.0,0.2,0.25,0.0,251.67
10035,4,13,1483,2.0,4.0,3.0,1.0,1.0,0.31,0.15,18.88,107.75
10039,3,6,248,3.0,3.0,3.0,1.0,1.0,0.17,0.18,0.01,252.33
10081,4,10,556,3.0,4.0,4.0,1.0,1.0,0.4,0.39,17.3,154.75
10084,3,3,128,3.0,3.0,3.0,1.0,1.0,0.33,0.34,0.0,185.33
10086,2,6,308,2.0,2.0,2.0,1.0,1.0,0.83,0.87,31.64,155.0
10210,6,9,372,6.0,6.0,6.0,1.0,1.0,0.11,0.12,0.01,215.5
10213,14,58,4450,4.0,13.0,4.0,1.0,1.0,0.45,0.36,10.68,85.29
10254,3,6,248,3.0,3.0,3.0,1.0,1.0,0.17,0.18,0.01,252.33
10259,4,14,760,3.0,4.0,3.0,1.0,1.0,0.5,0.5,31.92,56.75
10317,3,4,196,3.0,3.0,3.0,1.0,1.0,0.5,0.57,1.04,186.67
10374,7,21,1104,4.0,7.0,4.0,1.0,1.0,0.29,0.3,9.46,82.57
10379,4,7,402,4.0,4.0,4.0,1.0,1.0,0.14,0.1,3.78,202.25
10427,3,13,693,2.0,3.0,2.0,1.0,1.0,0.31,0.31,42.2,49.67
10428,6,13,665,6.0,6.0,6.0,0.85,0.89,0.31,0.32,10.54,119.83
10460,2,5,256,2.0,2.0,2.0,1.0,1.0,0.8,0.84,31.61,56.5
10495,5,11,600,3.0,4.0,4.0,1.0,1.0,0.36,0.36,13.85,172.4
10573,2,5,208,2.0,2.0,2.0,1.0,1.0,0.4,0.42,0.02,158.0
10598,5,9,448,5.0,5.0,5.0,1.0,1.0,0.67,0.73,12.7,136.4
10607,7,10,412,5.0,6.0,6.0,1.0,1.0,0.4,0.41,9.05,193.57
