id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
42,13,2450,2104795,7.0,4.0,12.0,1.0,1.0,0.26,0.03,14.73,71.15
43,7,122,57832,5.0,4.0,6.0,0.98,1.0,0.5,0.15,20.14,97.86
44,4,4,180,4.0,4.0,4.0,0.75,0.69,0.25,0.31,0.0,151.5
45,7,111,39119,6.0,4.0,7.0,1.0,1.0,0.86,0.81,6.25,111.0
46,7,47,20257,6.0,6.0,6.0,1.0,1.0,0.34,0.11,0.03,165.0
47,3,22,6926,3.0,3.0,3.0,1.0,1.0,0.41,0.19,0.19,48.0
49,3,50,16899,2.0,2.0,2.0,1.0,1.0,0.48,0.23,7.38,119.0
50,9,188,74289,6.0,2.0,8.0,1.0,1.0,0.44,0.17,7.26,79.44
51,8,90,27170,6.0,4.0,8.0,0.93,0.99,0.88,0.96,12.03,111.75
53,8,3395,3543086,7.0,3.0,7.0,1.0,1.0,0.26,0.02,22.08,79.75
54,6,106,37831,5.0,5.0,6.0,0.58,0.32,0.54,0.73,0.18,151.5
63,4,192,204032,4.0,2.0,4.0,1.0,1.0,0.22,0.04,3.44,107.0
64,8,134,29109,6.0,4.0,8.0,1.0,1.0,0.65,0.33,14.63,79.25
65,4,20,9658,4.0,4.0,4.0,1.0,1.0,0.85,0.99,0.11,148.75
66,11,205,59911,6.0,2.0,10.0,0.86,0.75,0.7,0.54,13.93,56.64
67,13,1987,2303606,8.0,5.0,12.0,1.0,1.0,0.36,0.33,13.49,100.38
68,8,111,24083,7.0,5.0,8.0,1.0,1.0,0.39,0.33,3.03,54.0
69,3,35,14342,3.0,2.0,3.0,0.43,0.5,0.57,0.5,1.2,119.33
70,3,16,4246,3.0,3.0,3.0,1.0,1.0,0.5,0.22,0.47,185.67
92,2,69,18072,1.0,1.0,2.0,0.64,0.37,0.52,0.54,3.27,56.0
