id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,8,60,8174,6.0,7.0,7.0,1.0,1.0,0.4,0.41,1.32,150.88
1,7,80,10911,6.0,7.0,6.0,1.0,1.0,0.56,0.56,12.02,109.43
3,12,105,16411,10.0,12.0,10.0,1.0,1.0,0.37,0.43,2.27,101.25
4,13,137,19788,10.0,13.0,12.0,0.99,1.0,0.53,0.56,8.36,129.15
5,5,66,10971,4.0,5.0,5.0,1.0,1.0,0.55,0.63,1.1,133.2
6,7,68,11063,6.0,7.0,6.0,1.0,1.0,0.53,0.63,0.79,118.43
7,8,94,14855,5.0,7.0,7.0,1.0,1.0,0.38,0.47,1.38,75.12
9,12,144,22839,7.0,12.0,8.0,1.0,1.0,0.47,0.57,1.25,133.17
10,9,89,12958,8.0,9.0,9.0,0.99,1.0,0.54,0.62,1.57,162.44
11,3,46,6212,3.0,3.0,3.0,1.0,1.0,0.52,0.54,2.83,183.33
12,8,44,6852,6.0,7.0,7.0,1.0,1.0,0.55,0.67,0.34,160.0
14,6,8,320,5.0,5.0,6.0,0.62,0.66,0.12,0.11,0.26,150.5
15,4,5,180,4.0,2.0,4.0,0.2,0.22,0.6,0.6,0.0,104.75
16,5,38,4867,3.0,3.0,5.0,0.92,0.98,0.58,0.58,17.13,134.4
17,4,27,5359,3.0,4.0,3.0,1.0,1.0,0.52,0.64,1.58,106.5
18,12,90,13925,8.0,12.0,8.0,0.99,1.0,0.56,0.67,1.17,105.42
19,2,28,4363,2.0,2.0,2.0,0.93,0.98,0.46,0.54,0.68,53.0
20,3,11,4741,3.0,3.0,3.0,1.0,1.0,0.82,0.98,2.67,186.33
26,6,27,4225,6.0,6.0,6.0,1.0,1.0,0.37,0.52,0.21,128.33
28,1,1,36,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,61.0
29,8,9,348,5.0,5.0,7.0,0.67,0.69,0.11,0.1,0.11,195.38
32,2,22,3977,2.0,2.0,2.0,1.0,1.0,0.45,0.55,0.11,58.0
34,3,3,160,3.0,3.0,3.0,0.67,0.52,0.33,0.48,0.0,55.0
36,4,24,3389,4.0,4.0,4.0,1.0,1.0,0.46,0.56,3.86,103.5
37,4,17,2529,4.0,4.0,4.0,1.0,1.0,0.82,0.95,0.18,203.0
39,5,16,2505,5.0,5.0,5.0,0.94,0.97,0.81,0.95,0.06,133.2
41,3,41,6362,3.0,3.0,3.0,1.0,1.0,0.32,0.37,2.92,57.33
42,6,42,6339,6.0,6.0,6.0,0.98,0.99,0.29,0.36,0.55,151.0
43,10,105,16948,5.0,10.0,9.0,1.0,1.0,0.47,0.54,2.0,96.3
44,14,180,31367,5.0,14.0,13.0,1.0,1.0,0.54,0.59,1.44,83.64
