id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
1674,3,3,157,3.0,3.0,3.0,0.67,0.54,0.33,0.46,0.0,244.0
6327,3,4,2996,3.0,3.0,3.0,0.5,0.03,0.5,0.97,0.0,247.33
7643,4,8,412,3.0,4.0,3.0,1.0,1.0,0.75,0.8,11.44,155.5
7677,2,2,84,2.0,2.0,2.0,1.0,1.0,0.5,0.52,0.0,151.0
7724,3,5,212,3.0,3.0,3.0,1.0,1.0,0.2,0.21,0.04,123.0
7756,2,6,543,2.0,2.0,2.0,1.0,1.0,0.83,0.93,0.22,57.5
7760,2,6,312,1.0,2.0,2.0,1.0,1.0,0.83,0.86,22.75,53.5
7853,5,6,264,5.0,5.0,5.0,1.0,1.0,0.17,0.23,0.06,133.8
7886,3,14,1027,2.0,3.0,2.0,1.0,1.0,0.43,0.52,0.2,115.33
7960,3,6,308,3.0,3.0,3.0,1.0,1.0,0.67,0.7,21.06,122.33
8020,2,2,84,2.0,2.0,2.0,1.0,1.0,0.5,0.52,0.0,154.0
8123,3,6,296,2.0,3.0,3.0,1.0,1.0,0.67,0.73,21.06,189.33
8146,4,8,602,4.0,4.0,4.0,1.0,1.0,0.62,0.79,0.07,99.75
8194,3,10,532,1.0,3.0,1.0,1.0,1.0,0.8,0.81,42.21,59.0
8195,4,20,1245,3.0,4.0,3.0,1.0,1.0,0.45,0.39,31.61,100.5
8208,3,6,537,2.0,3.0,3.0,1.0,1.0,0.67,0.82,1.04,54.0
8215,5,10,537,5.0,5.0,5.0,1.0,1.0,0.2,0.21,1.84,209.8
8232,6,9,448,5.0,6.0,6.0,1.0,1.0,0.11,0.12,0.17,153.33
8233,8,16,820,6.0,7.0,6.0,1.0,1.0,0.12,0.14,8.28,151.62
8242,3,7,397,2.0,3.0,3.0,1.0,1.0,0.14,0.11,1.08,120.67
8382,5,13,805,5.0,5.0,5.0,0.92,0.89,0.38,0.33,12.83,88.8
8399,2,6,533,2.0,2.0,2.0,1.0,1.0,0.83,0.92,1.54,157.5
8455,4,8,372,3.0,4.0,4.0,1.0,1.0,0.12,0.12,0.76,154.75
8472,1,4,216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.2,62.0
8482,1,4,224,1.0,1.0,1.0,1.0,1.0,0.25,0.27,3.01,59.0
8560,2,2,84,2.0,2.0,2.0,1.0,1.0,0.5,0.52,0.0,157.5
8640,6,20,1263,3.0,6.0,6.0,1.0,1.0,0.6,0.51,35.6,57.33
8761,4,4,168,4.0,4.0,4.0,1.0,1.0,0.25,0.26,0.0,153.25
8805,2,3,124,2.0,2.0,2.0,1.0,1.0,0.67,0.68,3.4,157.5
8813,4,13,1040,4.0,4.0,4.0,0.92,0.97,0.38,0.47,0.08,105.75
8856,3,10,755,3.0,3.0,3.0,1.0,1.0,0.4,0.29,21.11,120.0
8893,3,5,238,3.0,3.0,3.0,0.6,0.54,0.2,0.18,0.04,187.67
8919,5,10,563,5.0,5.0,5.0,0.9,0.95,0.2,0.2,0.3,103.0
8976,2,5,256,2.0,2.0,2.0,1.0,1.0,0.8,0.84,31.62,157.5
8983,4,16,1279,3.0,4.0,3.0,1.0,1.0,0.38,0.42,0.41,116.75
9024,2,2,264,2.0,2.0,2.0,0.5,0.17,0.5,0.17,0.0,157.5
9065,7,21,1206,6.0,7.0,6.0,1.0,1.0,0.24,0.4,27.86,120.14
9119,2,8,412,2.0,2.0,2.0,1.0,1.0,0.88,0.9,31.57,154.5
9246,2,9,1093,2.0,2.0,2.0,0.89,0.96,0.44,0.36,5.0,49.0
9258,1,4,164,1.0,1.0,1.0,1.0,1.0,0.25,0.27,0.07,254.0
9288,4,5,236,3.0,4.0,4.0,1.0,1.0,0.4,0.47,0.0,153.25
9299,3,7,324,3.0,3.0,3.0,1.0,1.0,0.14,0.14,0.37,185.0
9323,4,13,1299,3.0,4.0,4.0,0.92,0.93,0.38,0.41,0.02,103.5
9353,2,2,88,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.0,53.5
9383,2,9,1476,2.0,2.0,2.0,1.0,1.0,0.44,0.15,31.66,54.0
9397,1,1,52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,62.0
9401,2,7,392,1.0,2.0,1.0,1.0,1.0,0.29,0.23,0.92,57.5
9465,6,9,424,5.0,6.0,5.0,0.89,0.93,0.44,0.51,10.56,186.5
9480,6,12,592,4.0,6.0,6.0,1.0,1.0,0.67,0.73,21.07,187.67
9481,4,8,416,4.0,4.0,4.0,1.0,1.0,0.5,0.52,16.05,56.75
9539,2,2,100,2.0,2.0,2.0,1.0,1.0,0.5,0.6,0.0,157.5
9555,4,11,667,4.0,4.0,4.0,0.91,0.85,0.36,0.32,15.84,101.75
9582,3,3,124,2.0,2.0,2.0,1.0,1.0,0.33,0.35,0.0,183.67
9585,4,13,746,4.0,4.0,4.0,0.92,0.95,0.54,0.5,17.09,54.5
9595,2,8,703,1.0,2.0,2.0,1.0,1.0,0.5,0.31,36.08,60.0
9620,6,9,368,4.0,6.0,6.0,1.0,1.0,0.11,0.12,0.01,218.5
9706,2,4,168,2.0,2.0,2.0,1.0,1.0,0.25,0.26,0.06,152.0
9745,6,9,475,6.0,5.0,6.0,0.78,0.71,0.44,0.45,7.55,151.5
9746,3,3,134,3.0,3.0,3.0,0.67,0.75,0.33,0.45,0.0,122.33
9750,4,11,796,4.0,4.0,4.0,1.0,1.0,0.36,0.27,15.82,149.75
9793,7,20,1476,5.0,6.0,5.0,1.0,1.0,0.5,0.65,0.61,168.0
9797,5,8,328,4.0,4.0,4.0,1.0,1.0,0.12,0.13,0.01,211.6
9825,6,16,800,4.0,5.0,4.0,1.0,1.0,0.75,0.8,18.26,186.33
9981,4,6,260,4.0,4.0,4.0,1.0,1.0,0.5,0.51,15.8,107.25
9985,3,5,232,3.0,3.0,3.0,1.0,1.0,0.6,0.57,21.07,124.0
9993,2,11,460,2.0,2.0,2.0,1.0,1.0,0.64,0.62,36.89,142.0
9995,3,11,637,2.0,3.0,2.0,1.0,1.0,0.27,0.27,3.1,120.67
10015,2,2,84,2.0,2.0,2.0,1.0,1.0,0.5,0.52,0.0,155.0
10047,4,7,344,3.0,4.0,4.0,1.0,1.0,0.57,0.63,15.8,100.0
10131,3,10,528,2.0,2.0,2.0,1.0,1.0,0.4,0.41,21.13,180.33
10171,2,5,212,1.0,2.0,2.0,1.0,1.0,1.0,1.0,31.64,62.0
10239,4,15,1095,3.0,4.0,3.0,1.0,1.0,0.13,0.1,17.38,124.0
10265,3,3,136,3.0,3.0,3.0,1.0,1.0,0.33,0.32,0.0,122.33
10276,3,5,403,3.0,3.0,3.0,0.8,0.43,0.2,0.11,0.07,117.67
10277,6,27,1941,2.0,6.0,3.0,1.0,1.0,0.3,0.34,7.36,59.33
10301,7,11,767,4.0,6.0,6.0,0.91,0.92,0.45,0.64,0.03,135.86
10320,1,4,224,1.0,1.0,1.0,1.0,1.0,0.25,0.27,0.01,59.0
10335,4,8,416,4.0,4.0,4.0,1.0,1.0,0.5,0.52,1.0,154.0
10351,4,5,208,4.0,4.0,4.0,1.0,1.0,0.4,0.4,0.0,150.25
