id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
353,8,109091,111000881,5.0,3.0,8.0,1.0,1.0,0.33,0.02,12.66,113.12
354,29,3770,3622133,11.0,6.0,18.0,1.0,1.0,0.34,0.04,7.33,119.93
355,4,49,14411,2.0,2.0,3.0,1.0,1.0,0.61,0.59,0.56,150.5
356,3,3,133,2.0,2.0,2.0,1.0,1.0,0.33,0.31,0.0,160.0
358,22,224,84939,10.0,6.0,14.0,1.0,1.0,0.4,0.2,6.05,127.14
360,4,5,234,3.0,4.0,4.0,1.0,1.0,0.2,0.18,0.01,185.5
364,11,69,11151,8.0,5.0,9.0,1.0,1.0,0.78,0.66,0.59,191.36
365,4,27,11551,3.0,3.0,4.0,1.0,1.0,0.89,0.97,0.06,187.75
366,19,1821,1699676,6.0,3.0,11.0,1.0,1.0,0.33,0.07,6.65,121.95
367,4,9,391,2.0,2.0,2.0,1.0,1.0,0.67,0.61,0.01,156.25
368,5,9,470,4.0,4.0,4.0,0.78,0.66,0.44,0.34,0.0,160.4
369,2,3,133,2.0,2.0,2.0,1.0,1.0,0.33,0.31,0.01,188.5
371,3,20,8786,3.0,3.0,3.0,1.0,1.0,0.35,0.09,0.04,140.33
472,7,112,38520,4.0,2.0,7.0,1.0,1.0,0.38,0.15,9.27,140.71
473,17,2686,2651936,7.0,3.0,10.0,1.0,1.0,0.32,0.03,5.1,131.18
474,7,15880,16134529,3.0,2.0,4.0,1.0,1.0,0.32,0.01,12.28,124.0
478,4,106,64571,4.0,3.0,4.0,1.0,1.0,0.36,0.07,46.37,136.5
479,4,4,165,3.0,4.0,3.0,1.0,1.0,0.25,0.25,0.0,216.75
499,4,26,6517,4.0,4.0,4.0,1.0,1.0,0.46,0.25,0.07,167.5
500,3,4,170,3.0,3.0,3.0,0.75,0.78,0.25,0.24,0.01,209.0
501,5,6,282,5.0,5.0,5.0,0.83,0.81,0.17,0.15,0.01,184.4
504,7,70,22850,6.0,5.0,7.0,1.0,1.0,0.4,0.14,8.93,147.29
1052,12,151,41789,7.0,4.0,11.0,0.99,1.0,0.69,0.55,5.29,143.58
1053,3,63,15234,3.0,2.0,3.0,1.0,1.0,0.67,0.39,102.96,124.0
1057,2,12,4992,2.0,2.0,2.0,0.92,0.99,0.5,0.16,0.01,186.5
1058,4,27,3407,4.0,3.0,4.0,1.0,1.0,0.67,0.87,34.96,136.75
1059,8,96,63106,6.0,3.0,7.0,1.0,1.0,0.29,0.13,0.15,88.25
1060,6,71,20532,4.0,3.0,4.0,1.0,1.0,0.46,0.38,2.23,134.67
1193,8,130,40569,5.0,3.0,7.0,1.0,1.0,0.62,0.44,0.57,139.25
1194,18,1554,1925642,6.0,3.0,10.0,1.0,1.0,0.1,0.03,5.3,117.83
1195,8,1144,1113832,5.0,4.0,6.0,1.0,1.0,0.33,0.02,3.66,154.38
1197,3,5,200,3.0,3.0,3.0,0.8,0.82,0.4,0.4,0.04,97.0
1198,3,142,51989,3.0,3.0,3.0,1.0,1.0,0.47,0.78,87.25,140.67
1199,4,245,326565,2.0,2.0,4.0,1.0,1.0,0.09,0.01,0.15,122.0
1200,4,52,15798,3.0,2.0,4.0,1.0,1.0,0.35,0.13,7.98,116.5
1361,12,68,30392,7.0,5.0,9.0,1.0,1.0,0.25,0.08,0.09,164.25
1362,7,211,139770,4.0,3.0,5.0,1.0,1.0,0.25,0.04,17.61,174.0
1364,10,14,1002,6.0,8.0,8.0,1.0,1.0,0.43,0.67,0.01,206.7
1365,12,5043,5311408,7.0,5.0,9.0,1.0,1.0,0.3,0.01,9.23,165.0
1369,2,13,1840,2.0,2.0,2.0,1.0,1.0,0.92,0.98,0.25,188.0
1372,15,99,26763,5.0,4.0,6.0,1.0,1.0,0.34,0.19,0.73,217.27
1374,5,20,4329,5.0,5.0,5.0,1.0,1.0,0.8,0.96,0.18,185.0
1375,17,1642,570101,8.0,4.0,11.0,1.0,1.0,0.76,0.13,7.78,130.0
1480,9,46,9132,6.0,6.0,6.0,1.0,1.0,0.52,0.33,0.11,187.44
1481,8,78,20315,5.0,6.0,8.0,1.0,1.0,0.46,0.38,30.32,201.0
