id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
1071,7,162,122306,3.0,2.0,6.0,1.0,1.0,0.44,0.16,10.44,142.43
1072,18,1925,1488839,7.0,2.0,10.0,1.0,1.0,0.42,0.13,20.28,133.44
1073,9,59,19603,7.0,6.0,8.0,1.0,1.0,0.34,0.15,0.1,142.78
1074,5,22,6498,3.0,3.0,5.0,1.0,1.0,0.45,0.28,0.2,146.4
1076,8,2301,1711127,4.0,3.0,8.0,1.0,1.0,0.52,0.25,39.6,120.12
1077,6,137,58790,3.0,2.0,6.0,1.0,1.0,0.45,0.31,0.43,143.33
1078,2,30,10014,2.0,2.0,2.0,1.0,1.0,0.47,0.43,61.7,188.5
1080,9,44,8009,6.0,6.0,7.0,0.98,1.0,0.89,0.98,0.24,193.56
1081,4,9,625,3.0,4.0,4.0,1.0,1.0,0.67,0.8,15.04,167.5
1082,1,41,19177,1.0,1.0,1.0,1.0,1.0,0.59,0.58,1.38,124.0
1083,8,40,11303,7.0,7.0,8.0,1.0,1.0,0.65,0.34,0.22,176.5
1084,2,44,33880,2.0,2.0,2.0,0.98,1.0,0.36,0.03,0.14,184.5
1085,3,296,391750,3.0,3.0,3.0,1.0,1.0,0.99,1.0,0.85,209.0
1086,6,9,461,5.0,5.0,6.0,1.0,1.0,0.44,0.48,0.02,147.83
1089,4,17,2288,4.0,4.0,4.0,1.0,1.0,0.82,0.95,22.54,168.25
1091,4,69,46778,4.0,3.0,4.0,1.0,1.0,0.9,0.93,1.46,155.75
1092,4,12,517,4.0,3.0,4.0,1.0,1.0,0.75,0.77,67.19,134.5
2634,14,1012,172049,7.0,3.0,13.0,0.98,0.99,0.18,0.28,101.52,130.86
2635,12,490,428004,9.0,8.0,12.0,0.83,0.92,0.69,0.89,33.38,184.67
2636,18,1823,247477,8.0,5.0,15.0,0.76,0.83,0.44,0.32,95.82,130.28
2637,13,310,156349,4.0,3.0,12.0,1.0,1.0,0.69,0.84,92.76,151.92
2638,10,321,99288,3.0,2.0,9.0,1.0,1.0,0.52,0.64,111.88,171.9
2639,10,478,238694,5.0,2.0,9.0,1.0,1.0,0.61,0.35,71.98,147.9
2640,6,297,347820,1.0,1.0,6.0,1.0,1.0,0.92,0.98,47.39,132.83
2641,13,554,77785,6.0,4.0,10.0,0.45,0.69,0.28,0.48,113.11,160.54
2642,16,294,189619,10.0,5.0,16.0,1.0,1.0,0.12,0.04,60.6,152.81
2643,13,263,123536,3.0,3.0,8.0,1.0,1.0,0.38,0.13,110.56,150.31
2644,11,410,174123,4.0,4.0,11.0,1.0,1.0,0.62,0.73,124.26,133.73
2645,14,497,73741,6.0,3.0,12.0,1.0,1.0,0.75,0.42,62.1,125.14
2646,8,127,67203,5.0,4.0,8.0,1.0,1.0,0.35,0.11,37.35,159.38
2647,8,660,92525,7.0,5.0,8.0,1.0,1.0,0.04,0.02,108.06,181.5
2648,10,76,17535,5.0,4.0,8.0,0.99,1.0,0.75,0.55,2.48,134.7
2649,9,1263,173183,3.0,2.0,7.0,1.0,1.0,0.43,0.42,141.6,108.44
2650,13,367,134065,2.0,1.0,7.0,1.0,1.0,0.46,0.36,150.89,161.46
2651,9,5714,7471692,6.0,2.0,9.0,1.0,1.0,0.07,0.01,86.62,129.11
2652,7,1261,132685,6.0,4.0,7.0,1.0,1.0,0.95,0.61,39.83,195.0
2653,11,270,68083,7.0,3.0,11.0,1.0,1.0,0.24,0.19,112.23,184.0
2654,24,3586,1099060,12.0,6.0,23.0,1.0,1.0,0.78,0.16,60.27,131.17
2655,16,2689,3251910,4.0,3.0,13.0,1.0,1.0,0.08,0.04,168.73,143.88
2656,13,47580,51716005,6.0,3.0,10.0,1.0,1.0,0.23,0.01,199.77,147.85
2657,13,2744,3581088,6.0,4.0,12.0,0.97,0.99,0.05,0.01,96.83,170.46
2658,9,15932,8441079,5.0,6.0,7.0,0.01,0.0,0.0,0.0,142.35,104.0
2659,14,205,95662,5.0,3.0,11.0,0.98,1.0,0.42,0.08,110.77,122.21
2660,12,287,132060,6.0,4.0,9.0,0.75,0.93,0.3,0.08,78.43,115.33
2661,11,2469,919400,2.0,3.0,6.0,0.49,0.58,0.62,0.87,210.96,133.27
