id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,13,44,5839,11.0,11.0,11.0,0.89,0.93,0.25,0.27,0.74,101.15
1,16,67,13663,11.0,11.0,11.0,0.9,0.93,0.09,0.07,7.97,128.0
2,9,47,23789,8.0,9.0,8.0,0.96,0.99,0.7,0.93,2.43,106.78
3,8,83,10672,5.0,6.0,7.0,0.72,0.77,0.65,0.72,25.5,59.12
4,17,69,7716,11.0,10.0,13.0,0.59,0.62,0.81,0.89,13.85,80.71
5,16,144,39148,10.0,16.0,13.0,0.98,0.99,0.58,0.78,9.15,80.06
6,15,42,5519,10.0,11.0,13.0,0.74,0.82,0.55,0.59,0.48,62.4
7,12,96,11755,9.0,10.0,10.0,0.81,0.84,0.42,0.46,13.38,89.42
8,7,29,6238,6.0,7.0,6.0,0.86,0.95,0.55,0.88,0.95,108.57
9,13,41,4724,10.0,12.0,13.0,0.54,0.52,0.61,0.78,9.09,117.23
10,10,31,5919,9.0,9.0,9.0,0.81,0.87,0.87,0.96,1.04,76.3
11,7,11,729,7.0,7.0,7.0,0.55,0.44,0.27,0.35,1.02,136.43
12,11,57,7713,11.0,9.0,11.0,0.82,0.88,0.37,0.4,0.97,78.64
13,11,27,2865,9.0,9.0,11.0,0.74,0.81,0.11,0.08,0.85,89.91
14,17,73,28318,12.0,14.0,17.0,0.81,0.95,0.6,0.87,0.47,88.24
15,12,25,2526,11.0,9.0,12.0,0.56,0.57,0.48,0.59,0.68,101.67
16,9,11,1104,8.0,6.0,8.0,0.36,0.18,0.55,0.79,0.15,101.78
17,7,10,766,6.0,5.0,7.0,0.1,0.07,0.6,0.62,0.0,54.57
18,3,10,994,3.0,3.0,3.0,0.9,0.77,0.1,0.23,2.37,75.0
19,9,33,7498,9.0,9.0,9.0,0.85,0.93,0.36,0.26,0.42,54.44
20,15,61,5331,13.0,11.0,13.0,0.48,0.42,0.62,0.65,20.6,64.13
21,7,13,1140,5.0,7.0,6.0,0.23,0.14,0.69,0.79,37.22,56.14
22,11,60,8536,7.0,8.0,9.0,0.93,0.91,0.68,0.74,12.25,101.27
23,10,28,9363,10.0,9.0,10.0,0.79,0.93,0.75,0.96,0.35,116.1
24,10,38,18686,8.0,10.0,9.0,0.89,0.98,0.68,0.91,0.38,76.2
25,8,15,5839,7.0,7.0,7.0,0.8,0.96,0.67,0.95,1.0,121.0
26,10,64,15644,9.0,9.0,9.0,0.95,0.98,0.48,0.25,0.66,113.8
27,13,40,7896,9.0,7.0,13.0,0.52,0.76,0.5,0.35,3.65,64.85
