id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
22,11,141,28236,6.0,4.0,6.0,1.0,1.0,0.5,0.33,0.79,92.45
23,5,29,3007,4.0,3.0,4.0,1.0,1.0,0.48,0.56,9.42,134.6
24,62,2716,1530194,22.0,4.0,50.0,1.0,1.0,0.49,0.18,24.08,79.26
25,59,1802,757445,21.0,1.0,41.0,0.94,0.93,0.5,0.34,19.0,80.49
26,8,88,18484,5.0,3.0,7.0,0.99,1.0,0.32,0.37,30.09,129.0
28,11,714,433757,5.0,5.0,6.0,1.0,1.0,0.49,0.06,0.91,74.82
29,8,95,29495,5.0,4.0,5.0,1.0,1.0,0.49,0.36,0.17,87.5
33,3,21,1578,2.0,1.0,3.0,1.0,1.0,0.57,0.66,20.25,186.0
36,5,5,213,4.0,5.0,5.0,0.8,0.81,0.2,0.24,0.0,174.4
38,3,13,774,3.0,3.0,3.0,1.0,1.0,0.38,0.44,0.06,186.33
40,5,14,760,4.0,4.0,5.0,1.0,1.0,0.79,0.83,0.01,132.2
48,5,49,9527,3.0,4.0,4.0,1.0,1.0,0.47,0.23,8.5,144.0
58,2,7,420,2.0,2.0,2.0,1.0,1.0,0.43,0.44,0.05,170.0
68,9,124,42823,7.0,6.0,9.0,1.0,1.0,0.53,0.28,24.78,165.78
69,3,27,8046,2.0,2.0,2.0,1.0,1.0,0.52,0.14,0.08,71.33
70,1,7,420,1.0,1.0,1.0,1.0,1.0,0.14,0.14,31.75,61.0
71,8,465,445186,7.0,5.0,8.0,0.92,0.96,0.28,0.03,12.74,104.5
164,13,351,176591,4.0,4.0,6.0,1.0,1.0,0.43,0.11,0.38,89.92
199,6,194,66770,2.0,1.0,2.0,1.0,1.0,0.48,0.13,0.25,61.0
209,2,5,930,2.0,2.0,2.0,0.8,0.76,0.4,0.68,0.0,153.5
214,1,4,251,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.1,63.0
314,3,16,4638,3.0,3.0,3.0,0.94,0.88,0.5,0.16,0.02,122.67
315,6,16,937,5.0,5.0,6.0,1.0,1.0,0.38,0.35,0.07,92.0
330,3,7,408,2.0,2.0,2.0,1.0,1.0,0.29,0.33,0.1,193.33
332,2,54,12317,2.0,2.0,2.0,1.0,1.0,0.57,0.36,15.45,61.0
335,3,18,1821,3.0,3.0,3.0,1.0,1.0,0.44,0.47,0.5,186.67
342,3,5,240,3.0,3.0,3.0,1.0,1.0,0.6,0.65,0.25,187.67
346,2,13,1141,2.0,2.0,2.0,1.0,1.0,0.92,0.94,0.03,155.0
350,5,9,420,3.0,3.0,3.0,1.0,1.0,0.33,0.31,0.0,208.6
353,3,14,929,3.0,3.0,3.0,1.0,1.0,0.43,0.41,0.11,63.33
357,12,856,505486,3.0,2.0,4.0,1.0,1.0,0.45,0.06,16.03,92.5
497,3,38,10988,3.0,2.0,3.0,1.0,1.0,0.61,0.34,3.88,124.33
501,7,266,138034,7.0,5.0,7.0,1.0,1.0,0.43,0.52,14.1,166.43
599,8,139,64441,6.0,5.0,8.0,1.0,1.0,0.46,0.14,12.13,118.0
600,24,495,191874,16.0,4.0,22.0,1.0,1.0,0.52,0.17,19.31,85.5
601,7,13,663,5.0,7.0,6.0,1.0,1.0,0.31,0.36,0.0,223.57
603,6,11,559,6.0,6.0,6.0,1.0,1.0,0.27,0.33,0.0,152.5
604,12,238,84843,10.0,3.0,12.0,1.0,1.0,0.71,0.43,11.41,92.08
612,3,8,427,3.0,3.0,3.0,1.0,1.0,0.38,0.44,0.0,189.0
622,2,5,289,2.0,2.0,2.0,1.0,1.0,0.8,0.86,0.03,157.5
626,4,17,2541,4.0,4.0,4.0,1.0,1.0,0.41,0.33,0.02,154.25
629,13,1851,174647,10.0,2.0,13.0,1.0,1.0,0.95,0.69,29.18,75.15
634,4,11,772,3.0,4.0,4.0,1.0,1.0,0.09,0.1,3.62,158.25
1028,2,30,8968,2.0,2.0,2.0,1.0,1.0,0.53,0.26,0.07,154.0
1198,3,32,3064,3.0,3.0,3.0,1.0,1.0,0.47,0.5,7.1,188.67
1618,20,1088,702145,10.0,2.0,17.0,1.0,1.0,0.46,0.59,34.35,100.1
1619,4,32,11497,3.0,3.0,4.0,0.81,0.67,0.19,0.33,17.17,163.75
1620,9,140,77840,5.0,4.0,5.0,0.58,0.18,0.82,0.92,12.09,127.44
1622,13,2208,1746670,9.0,3.0,12.0,0.99,1.0,0.45,0.24,37.98,77.31
1623,3,10,4140,3.0,3.0,3.0,0.2,0.02,0.8,0.98,0.05,186.67
1624,3,9,500,3.0,3.0,3.0,1.0,1.0,0.11,0.12,10.59,188.67
1626,5,16,2491,3.0,3.0,3.0,1.0,1.0,0.75,0.94,12.02,213.0
1628,5,5,216,4.0,4.0,4.0,1.0,1.0,0.2,0.24,0.0,172.8
1640,6,43,10652,3.0,2.0,6.0,1.0,1.0,0.23,0.05,39.47,95.5
3051,4,17,6258,4.0,4.0,4.0,0.88,0.97,0.82,0.97,1.48,83.5
3052,10,134,40898,5.0,4.0,9.0,1.0,1.0,0.48,0.31,62.87,125.2
3183,20,335,169840,5.0,3.0,16.0,1.0,1.0,0.62,0.68,1.95,128.0
3184,10,144,37419,6.0,3.0,9.0,1.0,1.0,0.32,0.14,67.17,159.9
3185,6,54,16820,4.0,3.0,6.0,1.0,1.0,0.67,0.56,37.7,132.33
3186,9,737,144186,6.0,3.0,9.0,1.0,1.0,0.53,0.53,83.84,128.78
3188,5,198,69444,4.0,3.0,5.0,1.0,1.0,0.41,0.38,17.14,149.4
3189,10,203,106134,3.0,1.0,7.0,1.0,1.0,0.41,0.4,37.75,136.1
3190,37,1390,1084880,11.0,4.0,29.0,0.97,0.98,0.27,0.07,27.71,129.16
3191,13,251,80576,8.0,5.0,12.0,1.0,1.0,0.49,0.49,46.99,138.0
3192,6,476,165397,5.0,4.0,6.0,1.0,1.0,0.46,0.55,114.14,189.33
3193,8,1350,1071161,4.0,1.0,8.0,1.0,1.0,0.44,0.06,76.49,139.75
3194,10,262,108124,7.0,2.0,9.0,0.87,0.88,0.42,0.28,34.37,111.2
3195,11,136,54676,6.0,3.0,8.0,0.96,0.88,0.57,0.45,30.25,140.73
3196,16,1257,1370685,9.0,5.0,12.0,1.0,1.0,0.13,0.01,50.76,135.81
3219,2,21,10323,2.0,2.0,2.0,1.0,1.0,0.48,0.3,0.1,186.0
3220,3,73,19568,3.0,3.0,3.0,1.0,1.0,0.38,0.23,90.65,100.67
3221,10,204,80562,6.0,4.0,10.0,1.0,1.0,0.44,0.22,58.56,142.1
3222,7,96,14126,4.0,2.0,6.0,1.0,1.0,0.34,0.23,87.47,138.86
3223,6,95,36214,4.0,2.0,6.0,0.99,1.0,0.42,0.39,27.07,129.67
3224,9,273,122601,4.0,2.0,9.0,1.0,1.0,0.38,0.16,84.93,123.33
3225,3,19,5934,3.0,3.0,3.0,0.95,0.99,0.89,0.98,0.29,139.0
3226,6,122,121275,6.0,5.0,6.0,1.0,1.0,0.18,0.02,26.87,151.67
3227,8,243,92186,5.0,3.0,6.0,1.0,1.0,0.44,0.52,57.85,130.12
3231,8,171,71469,5.0,3.0,8.0,1.0,1.0,0.32,0.17,29.04,139.88
3232,6,48,3212,6.0,3.0,6.0,1.0,1.0,0.17,0.16,51.22,110.0
3326,4,38,11120,3.0,2.0,4.0,0.97,0.99,0.63,0.25,1.12,107.75
3327,17,266,69536,8.0,5.0,15.0,1.0,1.0,0.51,0.32,21.51,149.94
