id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
7159,5,5,238,4.0,4.0,4.0,0.8,0.67,0.2,0.33,0.0,248.0
7599,6,9,424,2.0,2.0,2.0,1.0,1.0,0.11,0.14,0.51,219.83
7616,11,14,568,5.0,5.0,5.0,1.0,1.0,0.07,0.08,0.0,251.27
7635,3,6,329,3.0,3.0,3.0,0.83,0.77,0.17,0.13,0.01,252.67
7659,6,14,946,5.0,6.0,6.0,0.93,0.97,0.29,0.47,0.5,218.67
7661,5,9,460,3.0,5.0,4.0,1.0,1.0,0.44,0.47,0.73,136.8
7666,1,4,164,1.0,1.0,1.0,1.0,1.0,0.25,0.27,0.03,254.0
7683,3,6,361,2.0,3.0,2.0,1.0,1.0,0.17,0.17,3.04,124.67
7711,6,15,866,4.0,6.0,6.0,1.0,1.0,0.27,0.25,12.54,122.17
7713,6,19,1312,4.0,6.0,4.0,1.0,1.0,0.42,0.33,22.25,120.0
7714,3,10,592,3.0,3.0,3.0,0.9,0.88,0.4,0.36,21.04,121.33
7824,4,13,1115,4.0,4.0,4.0,1.0,1.0,0.38,0.44,0.11,197.75
7862,4,8,388,2.0,2.0,2.0,1.0,1.0,0.62,0.69,11.36,198.75
7980,3,5,212,3.0,3.0,3.0,1.0,1.0,0.2,0.21,0.11,185.33
8076,4,6,268,4.0,4.0,4.0,1.0,1.0,0.5,0.49,15.8,155.25
8248,1,4,216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.22,62.0
8384,4,13,660,3.0,4.0,4.0,1.0,1.0,0.31,0.33,15.03,55.0
8478,2,4,168,2.0,2.0,2.0,1.0,1.0,0.25,0.26,0.06,155.0
8515,2,12,1038,1.0,2.0,2.0,1.0,1.0,0.58,0.58,0.31,60.5
8673,3,7,320,3.0,3.0,3.0,1.0,1.0,0.71,0.69,5.14,120.0
8683,2,5,256,2.0,2.0,2.0,1.0,1.0,0.8,0.84,22.7,157.5
8684,2,7,631,2.0,2.0,2.0,1.0,1.0,0.29,0.18,3.02,58.5
8719,4,4,194,4.0,4.0,4.0,0.75,0.7,0.25,0.23,0.0,152.25
8743,3,6,248,3.0,3.0,3.0,1.0,1.0,0.17,0.18,0.02,253.0
