id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
7550,3,4,192,2.0,3.0,3.0,1.0,1.0,0.5,0.58,1.24,189.33
7582,6,9,420,3.0,3.0,3.0,1.0,1.0,0.44,0.51,10.57,185.83
7594,6,14,958,5.0,5.0,5.0,1.0,1.0,0.29,0.46,0.56,217.17
7802,3,6,244,3.0,3.0,3.0,1.0,1.0,0.17,0.18,0.01,249.33
7832,3,7,348,3.0,3.0,3.0,1.0,1.0,0.71,0.77,15.2,187.0
7905,4,14,1110,3.0,4.0,4.0,1.0,1.0,0.36,0.44,0.09,200.5
7958,4,10,743,3.0,4.0,4.0,1.0,1.0,0.4,0.29,17.3,69.5
8002,3,12,623,3.0,3.0,3.0,1.0,1.0,0.33,0.26,10.74,251.33
8048,6,6,284,4.0,6.0,6.0,1.0,1.0,0.33,0.37,0.0,156.0
8081,5,7,304,5.0,5.0,5.0,1.0,1.0,0.14,0.14,0.02,53.0
8142,2,8,435,2.0,2.0,2.0,0.88,0.85,0.88,0.85,31.63,59.5
8174,4,9,509,3.0,4.0,3.0,0.89,0.83,0.11,0.12,15.78,58.5
8186,3,3,124,2.0,3.0,3.0,1.0,1.0,0.33,0.35,0.0,189.33
8206,3,9,682,2.0,3.0,2.0,1.0,1.0,0.56,0.7,1.09,122.0
8273,2,13,942,2.0,2.0,2.0,1.0,1.0,0.46,0.34,31.73,156.0
8350,2,5,276,1.0,2.0,1.0,1.0,1.0,1.0,1.0,22.69,62.0
8484,2,7,300,2.0,2.0,2.0,1.0,1.0,0.71,0.73,7.75,245.0
8498,3,12,669,1.0,2.0,2.0,1.0,1.0,0.33,0.32,25.08,59.33
8598,1,1,44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,62.0
8605,2,14,1296,1.0,2.0,1.0,1.0,1.0,0.36,0.4,7.45,52.0
8616,5,14,732,3.0,5.0,5.0,1.0,1.0,0.86,0.89,37.89,138.4
8662,2,2,88,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.0,155.5
8733,4,6,252,4.0,4.0,4.0,1.0,1.0,0.17,0.17,0.01,198.5
8860,8,9,388,8.0,8.0,8.0,1.0,1.0,0.22,0.22,0.25,174.38
8929,2,8,673,1.0,2.0,1.0,1.0,1.0,0.62,0.73,3.05,60.0
8937,7,7,316,5.0,6.0,6.0,1.0,1.0,0.14,0.14,0.0,222.29
8974,6,12,649,5.0,6.0,6.0,1.0,1.0,0.33,0.33,11.54,123.33
8988,4,13,676,3.0,4.0,3.0,1.0,1.0,0.23,0.24,31.79,152.75
9051,4,9,480,3.0,4.0,3.0,0.89,0.93,0.33,0.34,3.61,152.75
9052,10,35,2120,2.0,9.0,3.0,1.0,1.0,0.34,0.31,23.9,94.5
9071,1,3,124,1.0,1.0,1.0,1.0,1.0,0.33,0.35,0.13,250.0
9086,7,15,752,7.0,7.0,7.0,1.0,1.0,0.27,0.29,9.19,164.0
9096,4,6,252,3.0,3.0,3.0,1.0,1.0,0.33,0.35,0.08,105.0
9275,4,8,453,3.0,3.0,3.0,1.0,1.0,0.25,0.25,3.18,155.75
9304,3,6,361,3.0,3.0,3.0,0.83,0.71,0.67,0.6,15.13,124.33
9331,2,2,88,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.0,53.5
9356,3,7,348,3.0,3.0,3.0,1.0,1.0,0.71,0.77,15.24,185.67
9359,4,7,336,4.0,4.0,4.0,1.0,1.0,0.57,0.64,15.81,201.75
9405,9,35,1674,4.0,9.0,4.0,1.0,1.0,0.34,0.33,0.75,121.0
