id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
23,19,177,94426,9.0,8.0,13.0,0.59,0.37,0.29,0.11,7.89,107.74
32,4,27,6670,4.0,4.0,4.0,1.0,1.0,0.48,0.39,4.11,154.25
47,4,30,3650,3.0,3.0,3.0,1.0,1.0,0.4,0.66,0.18,160.75
48,7,59,13456,5.0,6.0,6.0,0.98,1.0,0.46,0.34,1.04,139.71
49,3,5,240,3.0,3.0,3.0,1.0,1.0,0.6,0.65,0.04,117.0
50,8,96,38592,6.0,3.0,7.0,0.99,1.0,0.52,0.19,1.08,131.75
52,7,21,4145,4.0,7.0,5.0,1.0,1.0,0.1,0.02,0.11,201.14
168,4,29,9552,3.0,4.0,4.0,1.0,1.0,0.34,0.12,3.43,104.5
179,3,21,11740,3.0,3.0,3.0,1.0,1.0,0.29,0.1,24.2,188.33
204,6,96,35812,6.0,3.0,6.0,1.0,1.0,0.23,0.09,5.41,132.0
205,7,98,37221,4.0,2.0,7.0,0.99,1.0,0.27,0.18,13.52,75.14
207,5,14,7478,4.0,4.0,5.0,0.93,0.99,0.14,0.02,0.07,145.6
208,27,594,217476,5.0,3.0,16.0,1.0,1.0,0.46,0.38,42.16,97.19
209,17,299,141925,6.0,4.0,11.0,1.0,1.0,0.57,0.61,0.56,89.06
210,19,408,113080,7.0,3.0,13.0,1.0,1.0,0.53,0.39,33.71,82.84
211,31,609,212350,9.0,6.0,14.0,0.87,0.81,0.62,0.54,21.3,79.26
212,14,298,132999,5.0,2.0,9.0,0.66,0.63,0.46,0.54,0.5,74.36
213,40,947,391324,14.0,5.0,31.0,1.0,1.0,0.36,0.2,31.14,88.72
214,11,166,73974,4.0,5.0,10.0,0.99,1.0,0.45,0.4,0.46,82.64
215,3,46,17210,2.0,1.0,2.0,1.0,1.0,0.7,0.67,0.4,79.33
216,8,40,9482,7.0,5.0,7.0,0.92,0.98,0.38,0.19,0.22,104.62
217,3,57,21979,3.0,1.0,3.0,1.0,1.0,0.18,0.08,68.98,72.0
218,3,8,544,3.0,3.0,3.0,1.0,1.0,0.75,0.85,2.43,119.0
219,3,47,15821,3.0,3.0,3.0,1.0,1.0,0.57,0.43,0.11,142.67
223,11,573,776181,7.0,5.0,10.0,1.0,1.0,0.06,0.02,3.43,121.82
225,6,28,12444,4.0,3.0,6.0,1.0,1.0,0.5,0.5,0.13,66.33
324,2,17,4260,2.0,2.0,2.0,1.0,1.0,0.94,0.99,21.76,156.0
330,7,89,38205,4.0,5.0,7.0,1.0,1.0,0.12,0.1,4.75,109.71
344,19,470,303534,8.0,7.0,13.0,1.0,1.0,0.24,0.04,7.53,86.42
345,16,282,60820,3.0,3.0,8.0,1.0,1.0,0.65,0.47,15.86,74.06
346,13,85,31931,8.0,7.0,12.0,0.95,0.99,0.54,0.47,8.9,120.69
347,10,4139,3967915,5.0,3.0,8.0,1.0,1.0,0.33,0.02,6.49,102.0
453,5,16,1861,4.0,5.0,5.0,0.94,0.98,0.69,0.88,16.49,93.2
454,8,95,29972,6.0,3.0,8.0,1.0,1.0,0.37,0.32,16.12,130.12
