id_time,n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
21,2,7,340,2.0,2.0,2.0,0.29,0.35,0.71,0.65,22.65,55.5
22,8,12,1432,6.0,6.0,7.0,0.42,0.14,0.17,0.56,0.0,181.38
23,5,6,310,5.0,4.0,5.0,0.33,0.27,0.33,0.36,0.01,173.6
26,7,31,1467,4.0,5.0,5.0,0.45,0.55,0.81,0.75,51.05,141.14
28,4,39,2987,4.0,4.0,4.0,1.0,1.0,0.51,0.55,5.14,199.25
30,5,44,19500,5.0,5.0,5.0,0.98,1.0,0.82,0.94,10.22,173.6
37,3,32,10250,3.0,2.0,3.0,1.0,1.0,0.53,0.35,1.26,143.33
39,2,12,1616,2.0,2.0,2.0,0.0,0.0,0.08,0.24,0.25,71.0
40,6,1520,308947,1.0,1.0,4.0,0.0,0.0,0.99,1.0,27.8,63.33
44,1,19,883,1.0,1.0,1.0,0.0,0.0,0.89,0.75,284.82,58.0
47,3,6,1072,3.0,3.0,3.0,0.33,0.07,0.33,0.75,0.0,186.0
49,2,72,42910,1.0,1.0,1.0,1.0,1.0,0.4,0.15,14.53,58.0
53,4,14,1611,4.0,4.0,4.0,1.0,1.0,0.79,0.92,0.16,170.5
58,8,19,4097,8.0,8.0,8.0,0.74,0.75,0.11,0.2,0.73,176.25
59,7,29,14096,5.0,5.0,6.0,0.79,0.83,0.9,0.99,0.1,110.57
60,20,226,62598,10.0,10.0,16.0,0.95,0.98,0.41,0.33,25.3,108.3
61,9,39661,32055306,3.0,3.0,6.0,0.0,0.0,0.38,0.35,33.89,89.89
62,6,74,19336,5.0,4.0,6.0,1.0,1.0,0.15,0.06,5.24,132.67
66,3,122,41128,3.0,3.0,3.0,0.02,0.0,0.98,1.0,14.46,184.67
68,4,88,17505,3.0,3.0,3.0,0.99,1.0,0.35,0.25,0.16,198.75
70,9,43,8057,6.0,7.0,8.0,0.98,0.99,0.53,0.4,3.12,97.78
71,2,57,4994,2.0,2.0,2.0,1.0,1.0,0.51,0.52,11.35,51.5
72,4,148,169728,4.0,2.0,4.0,0.99,1.0,0.09,0.01,10.02,105.5
73,5,16,2487,4.0,5.0,5.0,0.94,0.74,0.75,0.69,6.07,210.2
74,2,37,3473,1.0,2.0,2.0,0.84,0.9,1.0,1.0,38.44,58.0
78,13,210,75097,8.0,5.0,12.0,0.73,0.68,0.2,0.11,11.97,117.08
79,6,124,122864,3.0,5.0,6.0,1.0,1.0,0.24,0.04,23.83,153.83
80,1,15,435,1.0,1.0,1.0,0.0,0.0,1.0,1.0,280.27,58.0
81,6,465,566205,6.0,2.0,6.0,1.0,1.0,0.08,0.01,5.17,122.83
83,4,35,6742,4.0,4.0,4.0,0.14,0.04,0.74,0.71,68.76,152.5
84,4,72,14430,3.0,4.0,4.0,0.49,0.46,0.83,0.81,72.27,54.25
85,2,34,9956,2.0,2.0,2.0,1.0,1.0,0.94,0.99,49.35,75.0
86,3,8,4810,2.0,3.0,2.0,0.12,0.01,0.62,0.75,0.33,122.67
87,8,46,9031,6.0,7.0,8.0,1.0,1.0,0.65,0.8,3.08,162.0
88,3,22,12432,3.0,2.0,3.0,1.0,1.0,0.09,0.01,0.4,143.0
89,5,64,12981,4.0,4.0,4.0,1.0,1.0,0.45,0.46,12.18,130.0
90,4,17,1926,4.0,4.0,4.0,1.0,1.0,0.82,0.92,0.49,200.5
91,5,41,28393,4.0,3.0,5.0,0.85,0.88,0.07,0.07,1.65,95.4
92,6,10,2368,2.0,3.0,5.0,0.2,0.03,0.6,0.89,0.0,122.33
93,12,148,90774,9.0,7.0,11.0,0.78,0.83,0.36,0.14,7.15,71.67
95,3,918,264985,2.0,3.0,3.0,0.01,0.0,1.0,1.0,24.95,54.33
99,6,54,7685,5.0,6.0,6.0,0.65,0.89,0.89,0.95,50.25,152.17
101,3,52,18537,3.0,3.0,3.0,1.0,1.0,0.94,0.99,80.31,121.33
102,3,18,607,3.0,3.0,3.0,0.17,0.28,0.83,0.72,93.76,55.33
106,3,18,5155,3.0,3.0,3.0,1.0,1.0,0.83,0.98,0.38,119.0
107,3,27,2095,3.0,3.0,3.0,0.04,0.02,0.74,0.61,93.83,187.33
111,3,15,1852,3.0,3.0,3.0,1.0,1.0,0.47,0.39,10.25,121.33
115,3,4,168,2.0,3.0,2.0,0.5,0.48,0.5,0.52,1.39,188.0
116,3,3,196,3.0,3.0,3.0,0.33,0.2,0.33,0.22,0.0,116.67
119,2,6,352,2.0,2.0,2.0,1.0,1.0,0.83,0.89,0.09,151.5
122,6,11,596,5.0,6.0,6.0,1.0,1.0,0.55,0.66,0.96,219.67
129,4,20,783,4.0,4.0,4.0,0.15,0.16,0.8,0.7,70.57,200.75
132,14,167,77148,7.0,8.0,11.0,0.69,0.88,0.38,0.17,21.52,133.29
136,2,18,699,2.0,2.0,2.0,0.06,0.06,0.89,0.78,142.69,155.5
138,6,10,512,6.0,6.0,6.0,1.0,1.0,0.5,0.59,0.12,83.33
140,5,9,489,5.0,5.0,5.0,0.89,0.94,0.56,0.7,0.23,213.2
143,3,3,128,3.0,3.0,3.0,0.67,0.66,0.33,0.34,0.0,186.0
148,5,75,15367,5.0,5.0,5.0,0.47,0.43,0.77,0.76,59.94,132.8
149,6,10,524,4.0,5.0,5.0,1.0,1.0,0.5,0.6,0.02,218.17
156,5,32,17607,3.0,3.0,3.0,1.0,1.0,0.31,0.08,0.12,211.2
157,5,61,5388,5.0,5.0,5.0,1.0,1.0,0.52,0.51,1.27,94.4
164,6,117,50663,5.0,3.0,6.0,0.69,0.59,0.69,0.81,13.34,100.33
165,5,3781,1103939,4.0,4.0,4.0,0.0,0.0,1.0,1.0,59.96,173.8
166,3,17,523,2.0,2.0,2.0,0.12,0.17,0.88,0.83,93.42,185.33
168,4,144,36295,3.0,3.0,4.0,0.99,1.0,0.52,0.4,31.38,55.5
169,11,199,88563,7.0,5.0,9.0,0.63,0.43,0.42,0.23,15.36,91.91
172,2,37,7062,2.0,2.0,2.0,0.0,0.0,0.73,0.69,145.6,56.5
174,3,32,2500,3.0,3.0,3.0,1.0,1.0,0.94,0.97,0.17,118.67
175,3,16,2965,3.0,3.0,3.0,1.0,1.0,0.5,0.27,10.26,184.33
176,7,83,19687,3.0,6.0,7.0,1.0,1.0,0.6,0.62,1.53,134.71
177,4,246,175297,2.0,2.0,4.0,1.0,1.0,0.93,0.97,55.36,104.25
180,9,122,54195,8.0,5.0,8.0,0.57,0.55,0.64,0.66,9.02,129.78
181,3,20,5422,3.0,2.0,3.0,0.95,0.99,0.9,0.98,10.43,121.33
186,3,17,519,3.0,3.0,3.0,0.12,0.16,0.88,0.84,93.42,141.33
187,4,6,288,3.0,4.0,4.0,0.5,0.42,0.5,0.58,7.15,200.5
